Project_ID,MP_ID,Contractor_ID,Sanctioned_Amount,Project_Category,Constituency,State,Syndicate_ID,Syndicate_Role,Is_Syndicate_Ringleader,Is_Split_Work,Score_ML_Anomaly,Score_Syndicate_Collusion,Score_MP_Concentration,Score_Work_Splitting,Score_Network_Centrality,Vigilance_Priority_Index,Priority_Tier,Forensic_Explanation
P00073019,MP0041,V032355,3260000.0,Public Infrastructure,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,24.5,0.0,51.6,0.0,19.0,17.94,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00005789,MP0017,V006534,1240000.0,Road,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,23.64,0.0,58.58,0.0,30.1,20.39,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00029894,MP0099,V006413,9630000.0,Education,BALLARI-2,Karnataka,NONE,INDEPENDENT,False,False,58.83,0.0,33.62,0.0,22.7,26.1,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.8/100
P00037868,MP0013,V044516,2980000.0,Public Infrastructure,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,42.59,0.0,30.48,0.0,43.55,23.88,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00065119,MP0087,V032965,9690000.0,Road,JAIPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,56.82,0.0,13.75,0.0,31.11,23.77,LOW,[ML_ANOMALY] Physical/financial anomaly score 56.8/100
P00069186,MP0073,V032242,8710000.0,Water Supply,CHENNAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,46.93,0.0,38.17,0.0,48.18,27.03,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00042473,MP0031,V021237,1440000.0,Community Development,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,26.25,0.0,41.6,0.0,29.61,18.56,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00012080,MP0054,V016995,1150000.0,Road,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,30.06,0.0,49.82,0.0,44.0,23.09,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00013783,MP0082,V017752,8000000.0,Community Development,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,53.73,0.0,43.42,0.0,28.5,26.91,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.7/100
P00052157,MP0084,V009138,9190000.0,Electricity,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,46.93,0.0,52.1,0.0,45.14,28.66,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00049511,MP0032,V046189,6520000.0,Electricity,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,42.14,0.0,68.18,0.0,17.39,25.48,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00003823,MP0098,V017158,4010000.0,Road,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,40.39,0.0,66.6,0.0,41.64,28.35,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00052375,MP0003,V018814,8560000.0,Road,CHENNAI-5,Tamil Nadu,NONE,INDEPENDENT,False,False,57.76,0.0,69.25,0.0,32.63,32.61,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.8/100
P00058962,MP0077,V038402,4620000.0,Sanitation,KOLKATA-2,West Bengal,NONE,INDEPENDENT,False,False,37.25,0.0,61.28,0.0,47.77,27.53,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00099855,MP0031,V001364,7600000.0,Public Infrastructure,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,44.4,0.0,41.6,0.0,8.26,20.8,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00018031,MP0023,V016446,2480000.0,Sanitation,PATNA-3,Bihar,NONE,INDEPENDENT,False,False,29.87,0.0,53.7,0.0,30.66,21.61,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00001336,MP0019,V044237,9050000.0,Road,AURANGABAD-1,Bihar,NONE,INDEPENDENT,False,False,51.5,0.0,8.43,0.0,40.9,22.85,LOW,[ML_ANOMALY] Physical/financial anomaly score 51.5/100
P00020644,MP0038,V036695,2530000.0,Public Infrastructure,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,29.16,0.0,37.17,0.0,37.59,19.96,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00011252,MP0099,V041230,2040000.0,Public Infrastructure,BALLARI-2,Karnataka,NONE,INDEPENDENT,False,False,13.65,0.0,33.62,0.0,5.55,9.97,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00009023,MP0045,V043032,7000000.0,Education,MADURAI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,45.13,0.0,35.5,0.0,25.94,22.76,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00053582,MP0005,V013994,9910000.0,Education,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,59.19,0.0,71.25,0.0,41.43,34.66,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 59.2/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00084892,MP0013,V002089,6740000.0,Electricity,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,45.93,0.0,30.48,0.0,14.57,20.54,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087540,MP0085,V007057,9670000.0,Water Supply,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,52.67,0.0,85.52,0.0,19.83,31.6,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.7/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00000693,MP0090,V037822,3160000.0,Education,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,34.41,0.0,60.25,0.0,37.0,24.91,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00096927,MP0058,V002788,6950000.0,Sports,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,41.65,0.0,27.65,0.0,14.54,18.82,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00091652,MP0004,V049876,7870000.0,Sanitation,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,43.48,0.0,39.17,0.0,22.55,22.3,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00009011,MP0029,V040925,1770000.0,Electricity,JODHPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,16.65,0.0,82.12,0.0,25.2,21.09,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0029 (Allocation Risk: 82.1)
P00046720,MP0049,V029069,4530000.0,Electricity,AJMER-5,Rajasthan,NONE,INDEPENDENT,False,False,44.56,0.0,73.35,0.0,18.93,27.21,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0049 (Allocation Risk: 73.3)
P00003578,MP0093,V045850,3880000.0,Sanitation,HOWRAH-3,West Bengal,NONE,INDEPENDENT,False,False,40.68,0.0,68.05,0.0,6.3,23.36,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00057427,MP0028,V010171,1300000.0,Sanitation,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,30.11,0.0,45.08,0.0,5.16,16.57,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00084720,MP0010,V015135,1100000.0,Agriculture,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,30.4,0.0,29.25,0.0,5.07,14.27,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00088699,MP0054,V004178,5200000.0,Road,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,44.77,0.0,49.82,0.0,37.36,26.51,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00064352,MP0082,V028092,3360000.0,Agriculture,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,55.46,0.0,43.42,0.0,34.66,28.35,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.5/100
P00082129,MP0004,V024367,2520000.0,Community Development,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,26.34,0.0,39.17,0.0,15.58,16.11,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00011410,MP0012,V018897,9040000.0,Sports,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,50.27,0.0,89.2,0.0,25.39,32.27,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.3/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00018614,MP0041,V016464,1980000.0,Education,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,14.05,0.0,51.6,0.0,5.5,12.78,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00050719,MP0002,V007024,1110000.0,Community Development,GAYA-1,Bihar,NONE,INDEPENDENT,False,False,32.52,0.0,11.48,0.0,26.87,15.51,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00039069,MP0083,V041793,1060000.0,Road,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,27.57,0.0,82.3,0.0,44.22,27.25,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00057438,MP0094,V019310,8250000.0,Agriculture,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,47.67,0.0,25.52,0.0,19.12,21.0,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00033181,MP0077,V042622,2710000.0,Healthcare,KOLKATA-2,West Bengal,NONE,INDEPENDENT,False,False,33.11,0.0,61.28,0.0,30.2,23.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00054421,MP0089,V047557,2400000.0,Water Supply,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,29.89,0.0,49.6,0.0,29.48,20.83,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00009792,MP0083,V046032,4870000.0,Public Infrastructure,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,41.62,0.0,82.3,0.0,3.84,25.41,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00068063,MP0035,V018692,4730000.0,Sports,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,46.0,0.0,46.62,0.0,47.35,27.9,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00039098,MP0054,V047272,1880000.0,Agriculture,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,17.14,0.0,49.82,0.0,38.04,18.32,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00070648,MP0082,V039847,1180000.0,Sanitation,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,27.34,0.0,43.42,0.0,28.91,19.05,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00020530,MP0061,V015249,5480000.0,Public Infrastructure,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,43.66,0.0,58.45,0.0,7.08,22.93,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00029672,MP0009,V044593,2600000.0,Sanitation,INDORE-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,28.28,0.0,49.6,0.0,5.69,16.78,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087961,MP0016,V004641,7900000.0,Road,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,56.61,0.0,21.02,0.0,36.9,25.67,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 56.6/100
P00088298,MP0025,V041082,780000.0,Healthcare,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,31.73,0.0,54.78,0.0,39.0,23.59,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00091173,MP0032,V001896,3450000.0,Healthcare,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,33.3,0.0,68.18,0.0,19.9,23.2,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00012340,MP0007,V017765,9440000.0,Agriculture,BHAGALPUR-5,Bihar,NONE,INDEPENDENT,False,False,57.8,0.0,58.42,0.0,49.95,33.6,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.8/100
P00020183,MP0034,V045001,6710000.0,Sports,BALLARI-5,Karnataka,NONE,INDEPENDENT,False,False,44.48,0.0,52.88,0.0,26.16,25.2,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00024949,MP0036,V001261,8740000.0,Electricity,RAJKOT-1,Gujarat,NONE,INDEPENDENT,False,False,46.48,0.0,51.18,0.0,27.65,25.77,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00038715,MP0005,V006144,9830000.0,Agriculture,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,48.59,0.0,71.25,0.0,20.89,28.4,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00067028,MP0089,V002136,7980000.0,Public Infrastructure,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,47.14,0.0,49.6,0.0,40.77,27.7,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00003536,MP0093,V012349,5630000.0,Electricity,HOWRAH-3,West Bengal,NONE,INDEPENDENT,False,False,44.79,0.0,68.05,0.0,17.58,26.28,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00082391,MP0023,V018492,8960000.0,Electricity,PATNA-3,Bihar,NONE,INDEPENDENT,False,False,55.12,0.0,53.7,0.0,33.19,29.57,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.1/100
P00037379,MP0036,V033389,1280000.0,Water Supply,RAJKOT-1,Gujarat,NONE,INDEPENDENT,False,False,27.25,0.0,51.18,0.0,26.58,19.84,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00014567,MP0026,V039551,5100000.0,Agriculture,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,44.88,0.0,7.5,0.0,40.08,20.6,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00004515,MP0067,V015591,4040000.0,Sanitation,RAJKOT-4,Gujarat,NONE,INDEPENDENT,False,False,33.62,0.0,58.08,0.0,37.15,24.37,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00040869,MP0061,V004376,6870000.0,Sports,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,38.57,0.0,58.45,0.0,50.48,27.91,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00036495,MP0098,V006853,9530000.0,Road,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,54.07,0.0,66.6,0.0,20.08,29.22,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 54.1/100
P00047878,MP0054,V009509,1350000.0,Agriculture,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,22.54,0.0,49.82,0.0,13.06,16.19,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00098429,MP0004,V005374,7950000.0,Healthcare,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,53.87,0.0,39.17,0.0,27.89,26.22,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.9/100
P00036743,MP0017,V023832,8750000.0,Public Infrastructure,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,44.59,0.0,58.58,0.0,27.57,26.3,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00062643,MP0075,V048997,5200000.0,Sanitation,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,40.75,0.0,63.2,0.0,18.36,24.46,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00003911,MP0097,V000011,4960000.0,Healthcare,INDORE-4,Madhya Pradesh,SYNDICATE_026,ACTIVE_PARTICIPANT,False,False,48.03,64.38,68.18,0.0,54.96,48.97,MEDIUM,[SYNDICATE] Contractor in SYNDICATE_026 (Shared Bank Collusion Risk: 64.4)
P00032773,MP0050,V034335,4810000.0,Electricity,HUBBALLI-2,Karnataka,NONE,INDEPENDENT,False,False,41.55,0.0,68.4,0.0,41.44,28.94,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00073959,MP0098,V003524,6150000.0,Road,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,41.53,0.0,66.6,0.0,27.39,26.56,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00050664,MP0012,V012535,560000.0,Community Development,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,55.35,0.0,89.2,0.0,28.4,34.24,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.4/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00055291,MP0068,V012299,8070000.0,Education,BHAGALPUR-1,Bihar,NONE,INDEPENDENT,False,False,56.28,0.0,79.25,0.0,32.39,33.63,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 56.3/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0068 (Allocation Risk: 79.2)
P00054838,MP0018,V012334,2590000.0,Education,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,32.82,0.0,50.18,0.0,17.86,20.05,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00044144,MP0077,V018878,9250000.0,Healthcare,KOLKATA-2,West Bengal,NONE,INDEPENDENT,False,False,57.11,0.0,61.28,0.0,8.79,27.64,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.1/100
P00075370,MP0078,V029052,9570000.0,Community Development,BENGALURU-2,Karnataka,NONE,INDEPENDENT,False,False,56.95,0.0,89.12,0.0,8.98,31.8,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.0/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0078 (Allocation Risk: 89.1)
P00031851,MP0062,V030538,9940000.0,Community Development,GAYA-5,Bihar,NONE,INDEPENDENT,False,False,57.73,0.0,49.42,0.0,41.49,30.96,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.7/100
P00030789,MP0056,V029153,7150000.0,Electricity,WARANGAL-5,Telangana,NONE,INDEPENDENT,False,False,52.57,0.0,41.58,0.0,7.87,23.19,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.6/100
P00020776,MP0072,V030223,5270000.0,Sanitation,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,37.52,0.0,30.2,0.0,18.07,18.5,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00041914,MP0061,V004107,9460000.0,Road,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,49.37,0.0,58.45,0.0,16.4,26.04,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00031340,MP0021,V021443,8350000.0,Education,KARIMNAGAR-3,Telangana,NONE,INDEPENDENT,False,False,54.9,0.0,26.38,0.0,18.47,23.2,LOW,[ML_ANOMALY] Physical/financial anomaly score 54.9/100
P00076953,MP0096,V036067,4330000.0,Education,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,45.97,0.0,54.12,0.0,17.01,24.46,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00099398,MP0063,V008767,3320000.0,Water Supply,RAJKOT-2,Gujarat,NONE,INDEPENDENT,False,False,34.62,0.0,16.62,0.0,34.49,18.05,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00069145,MP0050,V006303,8350000.0,Community Development,HUBBALLI-2,Karnataka,NONE,INDEPENDENT,False,False,52.26,0.0,68.4,0.0,25.0,29.69,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.3/100
P00071428,MP0033,V048331,700000.0,Sanitation,NIZAMABAD-5,Telangana,NONE,INDEPENDENT,False,False,35.45,0.0,35.17,0.0,23.47,19.43,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00046439,MP0039,V000837,4340000.0,Education,TIRUCHIRAPPALLI-2,Tamil Nadu,SYNDICATE_100,ACTIVE_PARTICIPANT,False,False,38.0,82.86,39.2,0.0,45.88,44.88,MEDIUM,[SYNDICATE] Contractor in SYNDICATE_100 (Shared Bank Collusion Risk: 82.9)
P00007128,MP0042,V047141,8270000.0,Water Supply,SOLAPUR-3,Maharashtra,NONE,INDEPENDENT,False,False,45.44,0.0,53.32,0.0,46.97,28.68,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00088135,MP0034,V026393,1340000.0,Education,BALLARI-5,Karnataka,NONE,INDEPENDENT,False,False,41.27,0.0,52.88,0.0,38.46,26.08,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00097044,MP0020,V025314,1110000.0,Water Supply,BHAVNAGAR-2,Gujarat,NONE,INDEPENDENT,False,False,29.47,0.0,31.6,0.0,40.19,19.61,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00016620,MP0092,V000627,9240000.0,Electricity,MADURAI-3,Tamil Nadu,SYNDICATE_061,ACTIVE_PARTICIPANT,False,False,58.53,83.49,48.68,0.0,37.31,51.33,HIGH,[ML_ANOMALY] Physical/financial anomaly score 58.5/100; [SYNDICATE] Contractor in SYNDICATE_061 (Shared Bank Collusion Risk: 83.5)
P00084966,MP0010,V027208,580000.0,Road,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,35.35,0.0,29.25,0.0,14.96,17.24,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00024459,MP0072,V044612,8800000.0,Healthcare,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,55.58,0.0,30.2,0.0,21.69,24.46,LOW,[ML_ANOMALY] Physical/financial anomaly score 55.6/100
P00072371,MP0072,V033963,6130000.0,Sports,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,48.9,0.0,30.2,0.0,29.4,23.61,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00080213,MP0031,V020425,5250000.0,Sports,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,35.66,0.0,41.6,0.0,30.28,21.48,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00062378,MP0023,V004801,1330000.0,Community Development,PATNA-3,Bihar,NONE,INDEPENDENT,False,False,23.67,0.0,53.7,0.0,43.2,21.64,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00024235,MP0095,V035472,9460000.0,Public Infrastructure,SOLAPUR-4,Maharashtra,NONE,INDEPENDENT,False,False,47.97,0.0,65.53,0.0,40.56,30.3,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00018788,MP0069,V026894,9790000.0,Sports,LUCKNOW-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,53.94,0.0,39.8,0.0,19.78,25.12,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.9/100
P00051871,MP0050,V022789,7590000.0,Sports,HUBBALLI-2,Karnataka,NONE,INDEPENDENT,False,False,48.45,0.0,68.4,0.0,16.73,27.3,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00092087,MP0071,V023957,7910000.0,Public Infrastructure,SALEM-2,Tamil Nadu,NONE,INDEPENDENT,False,False,44.07,0.0,74.47,0.0,19.21,27.27,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0071 (Allocation Risk: 74.5)
P00028582,MP0028,V040579,8930000.0,Public Infrastructure,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,51.55,0.0,45.08,0.0,30.07,26.74,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.5/100
P00028028,MP0034,V009649,5470000.0,Electricity,BALLARI-5,Karnataka,NONE,INDEPENDENT,False,False,44.91,0.0,52.88,0.0,27.23,25.49,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00043497,MP0075,V024825,2080000.0,Agriculture,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,22.79,0.0,63.2,0.0,5.53,17.15,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00059763,MP0005,V000765,5260000.0,Road,MUZAFFARPUR-5,Bihar,SYNDICATE_083,ACTIVE_PARTICIPANT,False,False,65.16,82.35,71.25,0.0,29.07,55.18,HIGH,[ML_ANOMALY] Physical/financial anomaly score 65.2/100; [SYNDICATE] Contractor in SYNDICATE_083 (Shared Bank Collusion Risk: 82.3); [MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00046217,MP0078,V023850,3050000.0,Education,BENGALURU-2,Karnataka,NONE,INDEPENDENT,False,False,31.47,0.0,89.12,0.0,27.46,26.93,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0078 (Allocation Risk: 89.1)
P00059928,MP0097,V007148,6790000.0,Sports,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,50.9,0.0,68.18,0.0,31.7,30.25,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.9/100
P00012870,MP0084,V003140,5160000.0,Road,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,47.56,0.0,52.1,0.0,34.32,27.23,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00092327,MP0052,V022146,9280000.0,Water Supply,MUZAFFARPUR-2,Bihar,NONE,INDEPENDENT,False,False,57.84,0.0,24.4,0.0,49.94,28.5,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.8/100
P00094894,MP0007,V040923,1240000.0,Education,BHAGALPUR-5,Bihar,NONE,INDEPENDENT,False,False,26.88,0.0,58.42,0.0,25.18,20.6,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00046207,MP0087,V033287,6220000.0,Water Supply,JAIPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,47.4,0.0,13.75,0.0,40.5,22.36,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00006436,MP0080,V033857,3440000.0,Public Infrastructure,PRAYAGRAJ-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,28.74,0.0,44.12,0.0,39.07,21.1,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00017989,MP0075,V027630,6380000.0,Community Development,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,39.31,0.0,63.2,0.0,48.52,28.55,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00026493,MP0028,V039759,8030000.0,Sports,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,42.48,0.0,45.08,0.0,19.08,22.37,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00015636,MP0046,V032524,2580000.0,Water Supply,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,30.24,0.0,93.72,0.0,27.68,27.28,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0046 (Allocation Risk: 93.7)
P00019126,MP0097,V021104,2220000.0,Public Infrastructure,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,29.07,0.0,68.18,0.0,28.02,23.15,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00049902,MP0006,V045199,4820000.0,Electricity,MADURAI-5,Tamil Nadu,NONE,INDEPENDENT,False,False,42.51,0.0,39.78,0.0,6.71,19.73,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00082183,MP0007,V019672,9500000.0,Electricity,BHAGALPUR-5,Bihar,NONE,INDEPENDENT,False,False,57.95,0.0,58.42,0.0,22.01,29.45,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.0/100
P00052047,MP0024,V040118,9060000.0,Water Supply,BHOPAL-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,54.67,0.0,11.8,0.0,32.21,23.0,LOW,[ML_ANOMALY] Physical/financial anomaly score 54.7/100
P00016540,MP0063,V039753,8080000.0,Education,RAJKOT-2,Gujarat,NONE,INDEPENDENT,False,False,71.86,0.0,16.62,0.0,15.27,26.34,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 71.9/100
P00004902,MP0036,V017264,2570000.0,Agriculture,RAJKOT-1,Gujarat,NONE,INDEPENDENT,False,False,23.41,0.0,51.18,0.0,28.8,19.02,LOW,Parameters within standard vigilance tolerances across all forensic layers
