Vendor_ID,Vendor_Name,Registration_ID,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Projects_Awarded,Total_Sanctioned_Value,State,District,Shared_Bank_Account_Flag,Requires_Audit,Evidence_Reasons
V042964,Contractor Company 042964,REG0042964,BANK042964,NONE,1,1,7160000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V043701,Contractor Company 043701,REG0043701,BANK043701,NONE,1,1,7160000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V044560,Contractor Company 044560,REG0044560,BANK044560,NONE,1,1,7160000,Maharashtra,Nanded,False,False,Standard independent contractor account (single entity routing).
V047377,Contractor Company 047377,REG0047377,BANK047377,NONE,1,1,7160000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V049506,Contractor Company 049506,REG0049506,BANK049506,NONE,1,1,7160000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V049804,Contractor Company 049804,REG0049804,BANK049804,NONE,1,1,7160000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V001835,Contractor Company 001835,REG0001835,BANK001835,NONE,1,1,7150000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V002835,Contractor Company 002835,REG0002835,BANK002835,NONE,1,2,7150000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V008926,Contractor Company 008926,REG0008926,BANK008926,NONE,1,2,7150000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V010579,Contractor Company 010579,REG0010579,BANK010579,NONE,1,1,7150000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V011993,Contractor Company 011993,REG0011993,BANK011993,NONE,1,2,7150000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V013073,Contractor Company 013073,REG0013073,BANK013073,NONE,1,2,7150000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V013714,Contractor Company 013714,REG0013714,BANK013714,NONE,1,3,7150000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V019495,Contractor Company 019495,REG0019495,BANK019495,NONE,1,2,7150000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V020131,Contractor Company 020131,REG0020131,BANK020131,NONE,1,2,7150000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V020167,Contractor Company 020167,REG0020167,BANK020167,NONE,1,1,7150000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V023059,Contractor Company 023059,REG0023059,BANK023059,NONE,1,1,7150000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V025273,Contractor Company 025273,REG0025273,BANK025273,NONE,1,1,7150000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V025759,Contractor Company 025759,REG0025759,BANK025759,NONE,1,1,7150000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V026656,Contractor Company 026656,REG0026656,BANK026656,NONE,1,1,7150000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V029153,Contractor Company 029153,REG0029153,BANK029153,NONE,1,1,7150000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V029911,Contractor Company 029911,REG0029911,BANK029911,NONE,1,1,7150000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V030001,Contractor Company 030001,REG0030001,BANK030001,NONE,1,2,7150000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V030680,Contractor Company 030680,REG0030680,BANK030680,NONE,1,1,7150000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V032304,Contractor Company 032304,REG0032304,BANK032304,NONE,1,3,7150000,Maharashtra,Solapur,False,False,Standard independent contractor account (single entity routing).
V034176,Contractor Company 034176,REG0034176,BANK034176,NONE,1,2,7150000,Karnataka,Ballari,False,False,Standard independent contractor account (single entity routing).
V036065,Contractor Company 036065,REG0036065,BANK036065,NONE,1,2,7150000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V036810,Contractor Company 036810,REG0036810,BANK036810,NONE,1,1,7150000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V036812,Contractor Company 036812,REG0036812,BANK036812,NONE,1,1,7150000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V037831,Contractor Company 037831,REG0037831,BANK037831,NONE,1,2,7150000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V042442,Contractor Company 042442,REG0042442,BANK042442,NONE,1,2,7150000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V042865,Contractor Company 042865,REG0042865,BANK042865,NONE,1,1,7150000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V046802,Contractor Company 046802,REG0046802,BANK046802,NONE,1,1,7150000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V047711,Contractor Company 047711,REG0047711,BANK047711,NONE,1,2,7150000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V048430,Contractor Company 048430,REG0048430,BANK048430,NONE,1,1,7150000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V003549,Contractor Company 003549,REG0003549,BANK003549,NONE,1,1,7140000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V003992,Contractor Company 003992,REG0003992,BANK003992,NONE,1,2,7140000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V004661,Contractor Company 004661,REG0004661,BANK004661,NONE,1,1,7140000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V007073,Contractor Company 007073,REG0007073,BANK007073,NONE,1,1,7140000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V007429,Contractor Company 007429,REG0007429,BANK007429,NONE,1,2,7140000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V008276,Contractor Company 008276,REG0008276,BANK008276,NONE,1,1,7140000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V008580,Contractor Company 008580,REG0008580,BANK008580,NONE,1,1,7140000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V011639,Contractor Company 011639,REG0011639,BANK011639,NONE,1,1,7140000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V011913,Contractor Company 011913,REG0011913,BANK011913,NONE,1,2,7140000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V013573,Contractor Company 013573,REG0013573,BANK013573,NONE,1,1,7140000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V015393,Contractor Company 015393,REG0015393,BANK015393,NONE,1,1,7140000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V016917,Contractor Company 016917,REG0016917,BANK016917,NONE,1,1,7140000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V018076,Contractor Company 018076,REG0018076,BANK018076,NONE,1,1,7140000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V019155,Contractor Company 019155,REG0019155,BANK019155,NONE,1,1,7140000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V022564,Contractor Company 022564,REG0022564,BANK022564,NONE,1,1,7140000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V024524,Contractor Company 024524,REG0024524,BANK024524,NONE,1,1,7140000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V024563,Contractor Company 024563,REG0024563,BANK024563,NONE,1,1,7140000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V026342,Contractor Company 026342,REG0026342,BANK026342,NONE,1,1,7140000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V026837,Contractor Company 026837,REG0026837,BANK026837,NONE,1,3,7140000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V028415,Contractor Company 028415,REG0028415,BANK028415,NONE,1,1,7140000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V028621,Contractor Company 028621,REG0028621,BANK028621,NONE,1,2,7140000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V030346,Contractor Company 030346,REG0030346,BANK030346,NONE,1,1,7140000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V030687,Contractor Company 030687,REG0030687,BANK030687,NONE,1,1,7140000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V031342,Contractor Company 031342,REG0031342,BANK031342,NONE,1,2,7140000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V032617,Contractor Company 032617,REG0032617,BANK032617,NONE,1,2,7140000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V034780,Contractor Company 034780,REG0034780,BANK034780,NONE,1,2,7140000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V034948,Contractor Company 034948,REG0034948,BANK034948,NONE,1,2,7140000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V039215,Contractor Company 039215,REG0039215,BANK039215,NONE,1,1,7140000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V040035,Contractor Company 040035,REG0040035,BANK040035,NONE,1,2,7140000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V041909,Contractor Company 041909,REG0041909,BANK041909,NONE,1,1,7140000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V042801,Contractor Company 042801,REG0042801,BANK042801,NONE,1,2,7140000,Maharashtra,Solapur,False,False,Standard independent contractor account (single entity routing).
V046212,Contractor Company 046212,REG0046212,BANK046212,NONE,1,1,7140000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V046534,Contractor Company 046534,REG0046534,BANK046534,NONE,1,1,7140000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V048849,Contractor Company 048849,REG0048849,BANK048849,NONE,1,2,7140000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V003628,Contractor Company 003628,REG0003628,BANK003628,NONE,1,3,7130000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V004893,Contractor Company 004893,REG0004893,BANK004893,NONE,1,2,7130000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V005535,Contractor Company 005535,REG0005535,BANK005535,NONE,1,2,7130000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V006089,Contractor Company 006089,REG0006089,BANK006089,NONE,1,2,7130000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V008467,Contractor Company 008467,REG0008467,BANK008467,NONE,1,1,7130000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V009531,Contractor Company 009531,REG0009531,BANK009531,NONE,1,1,7130000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V010121,Contractor Company 010121,REG0010121,BANK010121,NONE,1,1,7130000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V012005,Contractor Company 012005,REG0012005,BANK012005,NONE,1,2,7130000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V015966,Contractor Company 015966,REG0015966,BANK015966,NONE,1,2,7130000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V016239,Contractor Company 016239,REG0016239,BANK016239,NONE,1,1,7130000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V016621,Contractor Company 016621,REG0016621,BANK016621,NONE,1,2,7130000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V017449,Contractor Company 017449,REG0017449,BANK017449,NONE,1,2,7130000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V018690,Contractor Company 018690,REG0018690,BANK018690,NONE,1,1,7130000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V020744,Contractor Company 020744,REG0020744,BANK020744,NONE,1,1,7130000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V021310,Contractor Company 021310,REG0021310,BANK021310,NONE,1,1,7130000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V022261,Contractor Company 022261,REG0022261,BANK022261,NONE,1,1,7130000,Karnataka,Dharwad,False,False,Standard independent contractor account (single entity routing).
V025338,Contractor Company 025338,REG0025338,BANK025338,NONE,1,1,7130000,Karnataka,Dharwad,False,False,Standard independent contractor account (single entity routing).
V025638,Contractor Company 025638,REG0025638,BANK025638,NONE,1,1,7130000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V032178,Contractor Company 032178,REG0032178,BANK032178,NONE,1,1,7130000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V033588,Contractor Company 033588,REG0033588,BANK033588,NONE,1,3,7130000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V033734,Contractor Company 033734,REG0033734,BANK033734,NONE,1,1,7130000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V034303,Contractor Company 034303,REG0034303,BANK034303,NONE,1,3,7130000,Maharashtra,Nagpur,False,False,Standard independent contractor account (single entity routing).
V035277,Contractor Company 035277,REG0035277,BANK035277,NONE,1,3,7130000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V039981,Contractor Company 039981,REG0039981,BANK039981,NONE,1,1,7130000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V042841,Contractor Company 042841,REG0042841,BANK042841,NONE,1,2,7130000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V045628,Contractor Company 045628,REG0045628,BANK045628,NONE,1,1,7130000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V048208,Contractor Company 048208,REG0048208,BANK048208,NONE,1,1,7130000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V048309,Contractor Company 048309,REG0048309,BANK048309,NONE,1,3,7130000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V048866,Contractor Company 048866,REG0048866,BANK048866,NONE,1,2,7130000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V049462,Contractor Company 049462,REG0049462,BANK049462,NONE,1,2,7130000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V003503,Contractor Company 003503,REG0003503,BANK003503,NONE,1,1,7120000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V011741,Contractor Company 011741,REG0011741,BANK011741,NONE,1,1,7120000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V017369,Contractor Company 017369,REG0017369,BANK017369,NONE,1,2,7120000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V021442,Contractor Company 021442,REG0021442,BANK021442,NONE,1,1,7120000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V021474,Contractor Company 021474,REG0021474,BANK021474,NONE,1,2,7120000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V021543,Contractor Company 021543,REG0021543,BANK021543,NONE,1,1,7120000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V022065,Contractor Company 022065,REG0022065,BANK022065,NONE,1,2,7120000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V024384,Contractor Company 024384,REG0024384,BANK024384,NONE,1,1,7120000,Maharashtra,Hingoli,False,False,Standard independent contractor account (single entity routing).
V026878,Contractor Company 026878,REG0026878,BANK026878,NONE,1,1,7120000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V027267,Contractor Company 027267,REG0027267,BANK027267,NONE,1,3,7120000,Maharashtra,Pune,False,False,Standard independent contractor account (single entity routing).
V027824,Contractor Company 027824,REG0027824,BANK027824,NONE,1,4,7120000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V029892,Contractor Company 029892,REG0029892,BANK029892,NONE,1,1,7120000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V030350,Contractor Company 030350,REG0030350,BANK030350,NONE,1,2,7120000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V033128,Contractor Company 033128,REG0033128,BANK033128,NONE,1,3,7120000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V033750,Contractor Company 033750,REG0033750,BANK033750,NONE,1,2,7120000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V035462,Contractor Company 035462,REG0035462,BANK035462,NONE,1,2,7120000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V044253,Contractor Company 044253,REG0044253,BANK044253,NONE,1,1,7120000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V044701,Contractor Company 044701,REG0044701,BANK044701,NONE,1,2,7120000,Karnataka,Dharwad,False,False,Standard independent contractor account (single entity routing).
V045770,Contractor Company 045770,REG0045770,BANK045770,NONE,1,1,7120000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V047118,Contractor Company 047118,REG0047118,BANK047118,NONE,1,3,7120000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V047120,Contractor Company 047120,REG0047120,BANK047120,NONE,1,1,7120000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V049681,Contractor Company 049681,REG0049681,BANK049681,NONE,1,2,7120000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V003245,Contractor Company 003245,REG0003245,BANK003245,NONE,1,1,7110000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V007770,Contractor Company 007770,REG0007770,BANK007770,NONE,1,1,7110000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V008644,Contractor Company 008644,REG0008644,BANK008644,NONE,1,2,7110000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V008938,Contractor Company 008938,REG0008938,BANK008938,NONE,1,2,7110000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V009798,Contractor Company 009798,REG0009798,BANK009798,NONE,1,2,7110000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V017266,Contractor Company 017266,REG0017266,BANK017266,NONE,1,1,7110000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V017414,Contractor Company 017414,REG0017414,BANK017414,NONE,1,1,7110000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V019262,Contractor Company 019262,REG0019262,BANK019262,NONE,1,2,7110000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V026599,Contractor Company 026599,REG0026599,BANK026599,NONE,1,3,7110000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V026950,Contractor Company 026950,REG0026950,BANK026950,NONE,1,1,7110000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V028776,Contractor Company 028776,REG0028776,BANK028776,NONE,1,2,7110000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V030409,Contractor Company 030409,REG0030409,BANK030409,NONE,1,2,7110000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V032508,Contractor Company 032508,REG0032508,BANK032508,NONE,1,2,7110000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V034120,Contractor Company 034120,REG0034120,BANK034120,NONE,1,2,7110000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V034633,Contractor Company 034633,REG0034633,BANK034633,NONE,1,2,7110000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V034720,Contractor Company 034720,REG0034720,BANK034720,NONE,1,2,7110000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V035707,Contractor Company 035707,REG0035707,BANK035707,NONE,1,1,7110000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V036099,Contractor Company 036099,REG0036099,BANK036099,NONE,1,1,7110000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V038433,Contractor Company 038433,REG0038433,BANK038433,NONE,1,2,7110000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V041049,Contractor Company 041049,REG0041049,BANK041049,NONE,1,2,7110000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V042291,Contractor Company 042291,REG0042291,BANK042291,NONE,1,1,7110000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V043110,Contractor Company 043110,REG0043110,BANK043110,NONE,1,1,7110000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V043495,Contractor Company 043495,REG0043495,BANK043495,NONE,1,1,7110000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V045143,Contractor Company 045143,REG0045143,BANK045143,NONE,1,2,7110000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V001472,Contractor Company 001472,REG0001472,BANK001472,NONE,1,1,7100000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V003079,Contractor Company 003079,REG0003079,BANK003079,NONE,1,2,7100000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V003236,Contractor Company 003236,REG0003236,BANK003236,NONE,1,1,7100000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V005121,Contractor Company 005121,REG0005121,BANK005121,NONE,1,2,7100000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V005745,Contractor Company 005745,REG0005745,BANK005745,NONE,1,2,7100000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V005879,Contractor Company 005879,REG0005879,BANK005879,NONE,1,2,7100000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V005927,Contractor Company 005927,REG0005927,BANK005927,NONE,1,2,7100000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V007476,Contractor Company 007476,REG0007476,BANK007476,NONE,1,1,7100000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V010329,Contractor Company 010329,REG0010329,BANK010329,NONE,1,2,7100000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V011951,Contractor Company 011951,REG0011951,BANK011951,NONE,1,2,7100000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V012549,Contractor Company 012549,REG0012549,BANK012549,NONE,1,1,7100000,Maharashtra,Hingoli,False,False,Standard independent contractor account (single entity routing).
V014636,Contractor Company 014636,REG0014636,BANK014636,NONE,1,2,7100000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V014681,Contractor Company 014681,REG0014681,BANK014681,NONE,1,1,7100000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V015323,Contractor Company 015323,REG0015323,BANK015323,NONE,1,2,7100000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V022131,Contractor Company 022131,REG0022131,BANK022131,NONE,1,1,7100000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V022633,Contractor Company 022633,REG0022633,BANK022633,NONE,1,2,7100000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V025015,Contractor Company 025015,REG0025015,BANK025015,NONE,1,2,7100000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V026326,Contractor Company 026326,REG0026326,BANK026326,NONE,1,2,7100000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V026671,Contractor Company 026671,REG0026671,BANK026671,NONE,1,1,7100000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V031123,Contractor Company 031123,REG0031123,BANK031123,NONE,1,1,7100000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V031912,Contractor Company 031912,REG0031912,BANK031912,NONE,1,2,7100000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V035890,Contractor Company 035890,REG0035890,BANK035890,NONE,1,1,7100000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V036296,Contractor Company 036296,REG0036296,BANK036296,NONE,1,1,7100000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V038353,Contractor Company 038353,REG0038353,BANK038353,NONE,1,2,7100000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V040044,Contractor Company 040044,REG0040044,BANK040044,NONE,1,2,7100000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V041156,Contractor Company 041156,REG0041156,BANK041156,NONE,1,3,7100000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V042351,Contractor Company 042351,REG0042351,BANK042351,NONE,1,1,7100000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V043477,Contractor Company 043477,REG0043477,BANK043477,NONE,1,2,7100000,Karnataka,Kalaburagi,False,False,Standard independent contractor account (single entity routing).
V043583,Contractor Company 043583,REG0043583,BANK043583,NONE,1,2,7100000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V043826,Contractor Company 043826,REG0043826,BANK043826,NONE,1,2,7100000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V045655,Contractor Company 045655,REG0045655,BANK045655,NONE,1,1,7100000,Maharashtra,Sangli,False,False,Standard independent contractor account (single entity routing).
V002727,Contractor Company 002727,REG0002727,BANK002727,NONE,1,1,7090000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V004922,Contractor Company 004922,REG0004922,BANK004922,NONE,1,1,7090000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V013835,Contractor Company 013835,REG0013835,BANK013835,NONE,1,3,7090000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V013977,Contractor Company 013977,REG0013977,BANK013977,NONE,1,1,7090000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V015284,Contractor Company 015284,REG0015284,BANK015284,NONE,1,1,7090000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V018322,Contractor Company 018322,REG0018322,BANK018322,NONE,1,2,7090000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V018415,Contractor Company 018415,REG0018415,BANK018415,NONE,1,1,7090000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V020820,Contractor Company 020820,REG0020820,BANK020820,NONE,1,2,7090000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V022096,Contractor Company 022096,REG0022096,BANK022096,NONE,1,3,7090000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V023006,Contractor Company 023006,REG0023006,BANK023006,NONE,1,1,7090000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V023694,Contractor Company 023694,REG0023694,BANK023694,NONE,1,2,7090000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V026449,Contractor Company 026449,REG0026449,BANK026449,NONE,1,1,7090000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V028546,Contractor Company 028546,REG0028546,BANK028546,NONE,1,1,7090000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V028989,Contractor Company 028989,REG0028989,BANK028989,NONE,1,1,7090000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V031529,Contractor Company 031529,REG0031529,BANK031529,NONE,1,1,7090000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V035790,Contractor Company 035790,REG0035790,BANK035790,NONE,1,2,7090000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V036829,Contractor Company 036829,REG0036829,BANK036829,NONE,1,1,7090000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
