Vendor_ID,Vendor_Name,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Active_Project_Count,Vendor_Total_Sanctioned_Amount,Syndicate_Total_Funds_INR,Collusion_Risk_Score,Evidence_Reasons
V000333,Contractor Company 000333,BANK000036,SYNDICATE_036,10,2,9940000,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 9,940,000.']"
V000571,Contractor Company 000571,BANK000036,SYNDICATE_036,10,2,8790000,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 8,790,000.']"
V000648,Contractor Company 000648,BANK000036,SYNDICATE_036,10,1,7460000,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 7,460,000.']"
V000863,Contractor Company 000863,BANK000036,SYNDICATE_036,10,1,6460000,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,460,000.']"
V000358,Contractor Company 000358,BANK000036,SYNDICATE_036,10,1,6230000,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,230,000.']"
V000300,Contractor Company 000300,BANK000036,SYNDICATE_036,10,0,0,119370000,78.54,"['Shares bank account BANK000036 with 9 other registered contractors.', 'Belongs to SYNDICATE_036 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 119,370,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000947,Contractor Company 000947,BANK000022,SYNDICATE_022,11,5,32710000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 5 project(s) totaling INR 32,710,000.']"
V000567,Contractor Company 000567,BANK000022,SYNDICATE_022,11,4,22650000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 22,650,000.']"
V000912,Contractor Company 000912,BANK000022,SYNDICATE_022,11,3,9500000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 9,500,000.']"
V000244,Contractor Company 000244,BANK000022,SYNDICATE_022,11,2,7610000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 7,610,000.']"
V000524,Contractor Company 000524,BANK000022,SYNDICATE_022,11,2,7460000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 7,460,000.']"
V000176,Contractor Company 000176,BANK000022,SYNDICATE_022,11,1,7060000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 7,060,000.']"
V000893,Contractor Company 000893,BANK000022,SYNDICATE_022,11,1,6150000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,150,000.']"
V000963,Contractor Company 000963,BANK000022,SYNDICATE_022,11,2,6090000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 6,090,000.']"
V000792,Contractor Company 000792,BANK000022,SYNDICATE_022,11,1,2480000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,480,000.']"
V000100,Contractor Company 000100,BANK000022,SYNDICATE_022,11,1,2460000,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,460,000.']"
V000711,Contractor Company 000711,BANK000022,SYNDICATE_022,11,0,0,104170000,78.39,"['Shares bank account BANK000022 with 10 other registered contractors.', 'Belongs to SYNDICATE_022 (11 members) controlling 22 projects.', 'Contractor syndicate holds INR 104,170,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000596,Contractor Company 000596,BANK000042,SYNDICATE_042,10,3,15360000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 15,360,000.']"
V000967,Contractor Company 000967,BANK000042,SYNDICATE_042,10,3,14210000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 14,210,000.']"
V000924,Contractor Company 000924,BANK000042,SYNDICATE_042,10,2,13750000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 13,750,000.']"
V000670,Contractor Company 000670,BANK000042,SYNDICATE_042,10,2,9120000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 9,120,000.']"
V000777,Contractor Company 000777,BANK000042,SYNDICATE_042,10,2,9100000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 9,100,000.']"
V000622,Contractor Company 000622,BANK000042,SYNDICATE_042,10,1,8880000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,880,000.']"
V000422,Contractor Company 000422,BANK000042,SYNDICATE_042,10,1,8510000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,510,000.']"
V000319,Contractor Company 000319,BANK000042,SYNDICATE_042,10,1,7640000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 7,640,000.']"
V000121,Contractor Company 000121,BANK000042,SYNDICATE_042,10,3,5930000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 5,930,000.']"
V000643,Contractor Company 000643,BANK000042,SYNDICATE_042,10,2,5160000,97660000,77.83,"['Shares bank account BANK000042 with 9 other registered contractors.', 'Belongs to SYNDICATE_042 (10 members) controlling 20 projects.', 'Contractor syndicate holds INR 97,660,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 5,160,000.']"
V000655,Contractor Company 000655,BANK000038,SYNDICATE_038,10,5,30290000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 5 project(s) totaling INR 30,290,000.']"
V000169,Contractor Company 000169,BANK000038,SYNDICATE_038,10,3,17790000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 17,790,000.']"
V000384,Contractor Company 000384,BANK000038,SYNDICATE_038,10,3,15230000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 15,230,000.']"
V000594,Contractor Company 000594,BANK000038,SYNDICATE_038,10,4,14890000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 14,890,000.']"
V000393,Contractor Company 000393,BANK000038,SYNDICATE_038,10,2,10310000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 10,310,000.']"
V000130,Contractor Company 000130,BANK000038,SYNDICATE_038,10,1,9960000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 9,960,000.']"
V000246,Contractor Company 000246,BANK000038,SYNDICATE_038,10,2,7970000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 7,970,000.']"
V000274,Contractor Company 000274,BANK000038,SYNDICATE_038,10,1,4360000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,360,000.']"
V000699,Contractor Company 000699,BANK000038,SYNDICATE_038,10,1,870000,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 870,000.']"
V000506,Contractor Company 000506,BANK000038,SYNDICATE_038,10,0,0,111670000,77.58,"['Shares bank account BANK000038 with 9 other registered contractors.', 'Belongs to SYNDICATE_038 (10 members) controlling 22 projects.', 'Contractor syndicate holds INR 111,670,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000894,Contractor Company 000894,BANK000073,SYNDICATE_073,10,6,36650000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 6 project(s) totaling INR 36,650,000.']"
V000830,Contractor Company 000830,BANK000073,SYNDICATE_073,10,6,35920000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 6 project(s) totaling INR 35,920,000.']"
V000826,Contractor Company 000826,BANK000073,SYNDICATE_073,10,3,18500000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 18,500,000.']"
V000576,Contractor Company 000576,BANK000073,SYNDICATE_073,10,1,6660000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,660,000.']"
V000685,Contractor Company 000685,BANK000073,SYNDICATE_073,10,1,4500000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,500,000.']"
V000717,Contractor Company 000717,BANK000073,SYNDICATE_073,10,1,4160000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,160,000.']"
V000162,Contractor Company 000162,BANK000073,SYNDICATE_073,10,1,1940000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 1,940,000.']"
V000708,Contractor Company 000708,BANK000073,SYNDICATE_073,10,1,730000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 730,000.']"
V000098,Contractor Company 000098,BANK000073,SYNDICATE_073,10,1,700000,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 700,000.']"
V000965,Contractor Company 000965,BANK000073,SYNDICATE_073,10,0,0,109760000,77.34,"['Shares bank account BANK000073 with 9 other registered contractors.', 'Belongs to SYNDICATE_073 (10 members) controlling 21 projects.', 'Contractor syndicate holds INR 109,760,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000710,Contractor Company 000710,BANK000074,SYNDICATE_074,12,3,18320000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 18,320,000.']"
V000968,Contractor Company 000968,BANK000074,SYNDICATE_074,12,2,17370000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 17,370,000.']"
V000858,Contractor Company 000858,BANK000074,SYNDICATE_074,12,3,17360000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 17,360,000.']"
V000922,Contractor Company 000922,BANK000074,SYNDICATE_074,12,3,16740000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 16,740,000.']"
V000672,Contractor Company 000672,BANK000074,SYNDICATE_074,12,2,13770000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 13,770,000.']"
V000953,Contractor Company 000953,BANK000074,SYNDICATE_074,12,2,11830000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,830,000.']"
V000748,Contractor Company 000748,BANK000074,SYNDICATE_074,12,1,7640000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 7,640,000.']"
V000986,Contractor Company 000986,BANK000074,SYNDICATE_074,12,1,2920000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,920,000.']"
V000560,Contractor Company 000560,BANK000074,SYNDICATE_074,12,1,2670000,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,670,000.']"
V000392,Contractor Company 000392,BANK000074,SYNDICATE_074,12,0,0,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000636,Contractor Company 000636,BANK000074,SYNDICATE_074,12,0,0,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000876,Contractor Company 000876,BANK000074,SYNDICATE_074,12,0,0,108620000,77.33,"['Shares bank account BANK000074 with 11 other registered contractors.', 'Belongs to SYNDICATE_074 (12 members) controlling 18 projects.', 'Contractor syndicate holds INR 108,620,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000044,Contractor Company 000044,BANK000097,SYNDICATE_097,10,4,36520000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 36,520,000.']"
V000456,Contractor Company 000456,BANK000097,SYNDICATE_097,10,3,12870000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 12,870,000.']"
V000409,Contractor Company 000409,BANK000097,SYNDICATE_097,10,2,12800000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 12,800,000.']"
V000281,Contractor Company 000281,BANK000097,SYNDICATE_097,10,2,10910000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 10,910,000.']"
V000704,Contractor Company 000704,BANK000097,SYNDICATE_097,10,1,9680000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 9,680,000.']"
V000692,Contractor Company 000692,BANK000097,SYNDICATE_097,10,2,9650000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 9,650,000.']"
V000774,Contractor Company 000774,BANK000097,SYNDICATE_097,10,1,6920000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,920,000.']"
V000202,Contractor Company 000202,BANK000097,SYNDICATE_097,10,1,6630000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,630,000.']"
V000970,Contractor Company 000970,BANK000097,SYNDICATE_097,10,1,1880000,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 1,880,000.']"
V000090,Contractor Company 000090,BANK000097,SYNDICATE_097,10,0,0,107860000,77.1,"['Shares bank account BANK000097 with 9 other registered contractors.', 'Belongs to SYNDICATE_097 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,860,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000493,Contractor Company 000493,BANK000068,SYNDICATE_068,10,4,32270000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 32,270,000.']"
V000402,Contractor Company 000402,BANK000068,SYNDICATE_068,10,2,16010000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 16,010,000.']"
V000707,Contractor Company 000707,BANK000068,SYNDICATE_068,10,3,15740000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 15,740,000.']"
V000731,Contractor Company 000731,BANK000068,SYNDICATE_068,10,3,13390000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 13,390,000.']"
V000926,Contractor Company 000926,BANK000068,SYNDICATE_068,10,1,8970000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,970,000.']"
V000805,Contractor Company 000805,BANK000068,SYNDICATE_068,10,1,8500000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,500,000.']"
V000559,Contractor Company 000559,BANK000068,SYNDICATE_068,10,1,4890000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,890,000.']"
V000248,Contractor Company 000248,BANK000068,SYNDICATE_068,10,1,4260000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,260,000.']"
V000428,Contractor Company 000428,BANK000068,SYNDICATE_068,10,1,3730000,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 3,730,000.']"
V000492,Contractor Company 000492,BANK000068,SYNDICATE_068,10,0,0,107760000,77.09,"['Shares bank account BANK000068 with 9 other registered contractors.', 'Belongs to SYNDICATE_068 (10 members) controlling 17 projects.', 'Contractor syndicate holds INR 107,760,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000410,Contractor Company 000410,BANK000088,SYNDICATE_088,12,8,31140000,110760000,75.92,"['Shares bank account BANK000088 with 11 other registered contractors.', 'Belongs to SYNDICATE_088 (12 members) controlling 25 projects.', 'Contractor syndicate holds INR 110,760,000 in sanctioned public funds.', 'Entity directly holds 8 project(s) totaling INR 31,140,000.']"
V000666,Contractor Company 000666,BANK000088,SYNDICATE_088,12,4,22630000,110760000,75.92,"['Shares bank account BANK000088 with 11 other registered contractors.', 'Belongs to SYNDICATE_088 (12 members) controlling 25 projects.', 'Contractor syndicate holds INR 110,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 22,630,000.']"
V000697,Contractor Company 000697,BANK000088,SYNDICATE_088,12,4,13930000,110760000,75.92,"['Shares bank account BANK000088 with 11 other registered contractors.', 'Belongs to SYNDICATE_088 (12 members) controlling 25 projects.', 'Contractor syndicate holds INR 110,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 13,930,000.']"
V000859,Contractor Company 000859,BANK000088,SYNDICATE_088,12,3,13630000,110760000,75.92,"['Shares bank account BANK000088 with 11 other registered contractors.', 'Belongs to SYNDICATE_088 (12 members) controlling 25 projects.', 'Contractor syndicate holds INR 110,760,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 13,630,000.']"
