Project_ID,ML_Anomaly_Score,Graph_Risk_Score,Photo_Risk_Score,Work_Splitting_Score,Vendor_Concentration_Score,Utilization_Risk_Score,Final_Risk_Score,Risk_Level
P00046324,27,16,0,29,16,3,15,Low
P00046325,21,12,70,34,33,1,28,Low
P00046326,20,13,0,24,9,3,11,Low
P00046327,7,18,0,33,26,2,14,Low
P00046328,25,15,0,12,27,2,13,Low
P00046329,6,41,0,20,18,1,14,Low
P00046330,34,61,0,19,27,1,23,Low
P00046331,25,23,0,31,33,4,19,Low
P00046332,8,33,0,8,75,1,20,Low
P00046333,27,13,0,8,14,4,11,Low
P00046334,22,45,0,6,26,1,16,Low
P00046335,26,24,0,19,29,3,16,Low
P00046336,31,59,0,19,21,7,22,Low
P00046337,24,34,0,13,7,2,13,Low
P00046338,25,20,0,19,27,5,16,Low
P00046339,6,14,0,34,30,1,14,Low
P00046340,31,13,0,24,16,23,17,Low
P00046341,16,14,0,26,21,4,13,Low
P00046342,23,29,0,22,24,1,16,Low
P00046343,20,31,70,20,25,5,28,Low
P00046344,29,13,0,31,28,5,17,Low
P00046345,11,47,0,13,13,0,14,Low
P00046346,8,6,0,18,26,6,10,Low
P00046347,7,34,0,15,18,6,13,Low
P00046348,30,6,30,15,24,1,17,Low
P00046349,9,24,0,6,15,4,9,Low
P00046350,27,8,0,19,32,5,15,Low
P00046351,31,14,0,27,90,0,27,Low
P00046352,24,12,0,18,33,1,14,Low
P00046353,33,83,0,10,14,1,23,Low
P00046354,30,33,0,16,6,0,14,Low
P00046355,11,35,0,9,7,0,10,Low
P00046356,9,67,0,33,27,36,28,Low
P00046357,30,21,0,28,16,1,16,Low
P00046358,52,6,0,6,75,56,32,Low
P00046359,35,25,0,21,31,3,19,Low
P00046360,16,33,70,19,34,5,29,Low
P00046361,13,27,0,32,24,0,16,Low
P00046362,24,20,0,7,24,7,13,Low
P00046363,12,10,0,6,26,4,9,Low
P00046364,17,46,0,10,5,4,13,Low
P00046365,31,65,0,12,28,5,23,Low
P00046366,16,21,30,8,22,4,16,Low
P00046367,11,6,0,24,14,2,9,Low
P00046368,8,29,0,11,24,1,12,Low
P00046369,33,8,0,23,17,5,14,Low
P00046370,27,27,0,22,31,2,18,Low
P00046371,33,12,0,27,28,0,16,Low
P00046372,7,8,0,29,6,0,8,Low
P00046373,35,33,0,24,18,5,19,Low
P00046374,19,25,0,7,28,5,14,Low
P00046375,33,33,0,32,19,1,19,Low
P00046376,19,8,0,28,30,5,15,Low
P00046377,25,15,0,22,59,5,21,Low
P00046378,25,28,0,34,14,2,17,Low
P00046379,6,30,0,21,22,5,14,Low
P00046380,18,35,0,30,25,3,18,Low
P00046381,23,13,0,26,22,4,14,Low
P00046382,35,31,0,15,18,1,16,Low
P00046383,22,5,0,22,32,5,14,Low
P00046384,14,31,0,8,27,0,13,Low
P00046385,26,57,0,14,10,4,18,Low
P00046386,21,42,0,11,25,1,16,Low
P00046387,35,19,0,30,52,0,22,Low
P00046388,8,31,0,33,15,6,15,Low
P00046389,11,27,0,25,8,0,11,Low
P00046390,24,12,0,23,21,5,14,Low
P00046391,28,85,0,21,7,2,23,Low
P00046392,28,16,0,12,35,7,16,Low
P00046393,7,30,0,5,23,0,10,Low
P00046394,10,67,0,26,11,4,19,Low
P00046395,32,34,0,21,6,1,15,Low
P00046396,15,9,30,19,69,2,24,Low
P00046397,31,19,0,30,34,4,19,Low
P00046398,9,16,0,35,25,38,20,Low
P00046399,9,25,0,15,57,5,18,Low
P00046400,10,7,0,18,12,3,8,Low
P00046401,31,71,30,16,8,4,26,Low
P00046402,17,18,0,26,7,0,11,Low
P00046403,29,5,70,15,34,5,26,Low
P00046404,32,8,0,17,29,27,18,Low
P00046405,14,11,30,25,17,0,16,Low
P00046406,12,24,0,15,30,5,14,Low
P00046407,8,16,0,15,32,3,12,Low
P00046408,31,28,0,12,16,3,15,Low
P00046409,13,33,0,14,23,7,15,Low
P00046410,13,34,0,33,26,3,18,Low
P00046411,10,17,0,10,6,39,13,Low
P00046412,8,85,0,16,7,0,19,Low
P00046413,7,7,0,5,12,1,5,Low
P00046414,21,22,0,27,81,4,25,Low
P00046415,19,10,0,30,21,7,14,Low
P00046416,61,13,0,15,8,53,25,Low
P00046417,17,52,0,17,23,4,18,Low
P00046418,31,28,0,32,23,3,19,Low
P00046419,29,27,0,13,13,1,13,Low
P00046420,12,22,0,14,18,5,11,Low
P00046421,23,8,70,5,33,6,24,Low
P00046422,13,30,0,18,72,2,22,Low
P00046423,7,32,0,29,34,0,17,Low
P00046424,11,28,0,22,17,5,13,Low
P00046425,16,31,0,23,15,4,14,Low
P00046426,34,29,0,13,26,6,18,Low
P00046427,19,34,0,18,6,6,13,Low
P00046428,35,16,0,19,16,4,15,Low
P00046429,30,23,0,19,56,3,21,Low
P00046430,33,33,0,23,22,32,23,Low
P00046431,35,11,70,31,10,0,26,Low
P00046432,32,65,0,28,5,0,21,Low
P00046433,13,34,0,31,81,5,27,Low
P00046434,31,13,0,10,32,22,18,Low
P00046435,22,22,0,23,19,2,14,Low
P00046436,14,6,0,34,58,2,19,Low
P00046437,61,39,0,23,61,46,38,Medium
P00046438,6,8,0,20,10,4,8,Low
P00046439,8,18,0,30,23,1,13,Low
P00046440,79,6,30,26,21,48,35,Medium
P00046441,8,64,0,12,15,6,17,Low
P00046442,6,15,0,5,19,7,8,Low
P00046443,6,6,0,32,26,37,17,Low
P00046444,18,72,0,30,20,0,23,Low
P00046445,12,15,0,23,27,3,13,Low
P00046446,30,58,0,10,30,2,21,Low
P00046447,19,21,0,21,17,4,13,Low
P00046448,5,82,0,25,64,3,29,Low
P00046449,17,25,0,8,15,0,10,Low
P00046450,16,25,0,31,18,1,15,Low
P00046451,28,18,0,24,27,5,17,Low
P00046452,8,32,0,11,5,5,10,Low
P00046453,27,59,0,28,76,0,31,Low
P00046454,34,35,70,27,11,4,30,Low
P00046455,28,10,0,31,7,2,13,Low
P00046456,28,41,0,6,33,6,19,Low
P00046457,34,33,0,17,25,5,19,Low
P00046458,6,9,0,16,5,0,6,Low
P00046459,30,57,0,7,8,0,17,Low
P00046460,14,75,0,25,14,7,22,Low
P00046461,28,65,0,25,6,0,20,Low
P00046462,14,15,0,23,23,2,12,Low
P00046463,22,31,0,10,30,5,16,Low
P00046464,7,29,0,15,19,3,12,Low
P00046465,15,27,0,28,15,6,15,Low
P00046466,17,16,0,7,9,3,8,Low
P00046467,21,17,0,21,16,4,13,Low
P00046468,33,66,0,8,18,2,21,Low
P00046469,32,34,0,15,15,3,16,Low
P00046470,19,23,0,10,5,5,10,Low
P00046471,6,25,0,31,17,0,13,Low
P00046472,17,17,70,33,33,6,29,Low
P00046473,26,8,0,17,33,5,14,Low
P00046474,22,16,0,24,7,0,11,Low
P00046475,7,6,0,14,33,0,10,Low
P00046476,12,28,0,11,20,6,12,Low
P00046477,33,33,0,12,32,2,18,Low
P00046478,42,27,0,22,6,49,24,Low
P00046479,35,12,0,31,25,0,17,Low
P00046480,22,21,0,21,59,5,21,Low
P00046481,17,24,0,26,7,0,12,Low
P00046482,21,6,0,16,9,5,9,Low
P00046483,25,17,0,31,7,1,13,Low
P00046484,29,28,0,14,22,6,16,Low
P00046485,23,33,0,7,12,4,13,Low
P00046486,25,19,0,24,30,0,16,Low
P00046487,34,10,0,13,34,1,15,Low
P00046488,10,89,0,34,32,3,28,Low
P00046489,24,19,0,34,32,0,18,Low
P00046490,12,6,0,15,15,4,8,Low
P00046491,22,32,0,16,13,6,14,Low
P00046492,33,17,0,15,9,1,12,Low
P00046493,18,11,0,34,59,1,20,Low
P00046494,10,27,0,26,20,1,14,Low
P00046495,21,18,0,18,31,6,15,Low
P00046496,35,24,0,34,67,4,27,Low
P00046497,28,85,0,32,27,5,29,Low
P00046498,35,24,0,32,11,2,17,Low
P00046499,25,16,0,20,16,37,19,Low
P00046500,28,15,0,22,29,28,20,Low
P00046501,23,74,0,26,12,4,23,Low
P00046502,30,33,0,33,26,4,21,Low
P00046503,73,22,0,14,34,46,31,Low
P00046504,8,22,0,27,32,0,14,Low
P00046505,26,13,30,8,22,7,17,Low
P00046506,24,17,0,31,21,0,15,Low
P00046507,7,23,0,22,30,5,14,Low
P00046508,9,11,0,23,17,3,10,Low
P00046509,22,50,0,27,27,4,21,Low
P00046510,14,72,0,21,11,6,20,Low
P00046511,15,29,0,17,23,2,14,Low
P00046512,12,12,0,12,27,0,10,Low
P00046513,20,12,0,30,33,0,15,Low
P00046514,16,27,0,13,19,1,12,Low
P00046515,28,8,0,6,28,4,12,Low
P00046516,14,32,0,8,14,1,11,Low
P00046517,34,35,0,14,6,0,14,Low
P00046518,24,18,0,16,34,25,19,Low
P00046519,14,63,0,10,8,4,16,Low
P00046520,22,32,0,11,24,5,15,Low
P00046521,17,7,0,17,6,2,8,Low
P00046522,31,10,0,30,11,3,14,Low
P00046523,46,22,0,24,23,43,26,Low
P00046524,14,27,0,15,21,5,13,Low
P00046525,30,32,0,31,6,4,17,Low
P00046526,34,13,0,26,22,7,17,Low
P00046527,8,34,0,31,19,7,16,Low
P00046528,20,18,0,22,80,6,24,Low
P00046529,34,9,0,31,10,6,15,Low
P00046530,24,15,30,17,22,31,23,Low
P00046531,23,15,0,34,77,5,25,Low
P00046532,33,15,0,7,58,1,19,Low
P00046533,22,10,0,13,18,4,11,Low
P00046534,25,10,0,20,27,5,14,Low
P00046535,14,14,0,17,18,1,10,Low
P00046536,22,20,0,35,33,2,18,Low
P00046537,20,14,0,14,15,3,11,Low
P00046538,7,17,0,32,60,0,19,Low
P00046539,6,13,0,11,34,2,11,Low
P00046540,24,12,0,18,12,1,11,Low
P00046541,14,26,0,28,43,5,19,Low
P00046542,25,28,0,12,26,7,16,Low
P00046543,24,21,0,5,10,5,10,Low
P00046544,35,25,0,30,35,5,21,Low
P00046545,13,9,0,9,5,2,6,Low
P00046546,15,43,0,14,35,0,17,Low
P00046547,31,16,0,19,61,2,21,Low
P00046548,25,24,0,17,8,1,12,Low
P00046549,6,28,0,20,34,2,15,Low
P00046550,8,9,0,35,31,23,17,Low
P00046551,80,13,0,20,15,46,29,Low
P00046552,19,25,0,30,19,1,15,Low
P00046553,29,20,0,31,25,0,17,Low
P00046554,32,25,0,14,14,5,15,Low
P00046555,68,5,30,11,13,52,29,Low
P00046556,31,6,0,25,6,1,11,Low
P00046557,10,17,0,11,10,5,8,Low
P00046558,71,28,0,28,26,42,32,Low
P00046559,26,17,0,8,5,5,10,Low
P00046560,23,71,0,33,29,1,26,Low
P00046561,30,32,0,28,63,7,26,Low
P00046562,11,8,0,24,7,1,8,Low
P00046563,24,18,0,14,35,4,15,Low
P00046564,35,20,0,18,16,1,15,Low
P00046565,10,13,0,24,6,1,9,Low
P00046566,10,19,30,8,12,3,13,Low
P00046567,26,15,0,32,22,7,17,Low
P00046568,21,28,0,5,6,5,10,Low
P00046569,10,25,0,32,34,1,17,Low
P00046570,23,30,0,20,14,3,15,Low
P00046571,15,41,0,19,19,3,16,Low
P00046572,6,28,0,19,19,3,12,Low
P00046573,25,18,0,32,28,6,18,Low
P00046574,9,20,0,35,5,1,11,Low
P00046575,34,48,0,23,20,3,21,Low
P00046576,29,30,0,12,16,7,15,Low
P00046577,17,33,0,34,34,4,20,Low
P00046578,6,35,0,33,35,1,18,Low
P00046579,26,30,0,18,14,5,15,Low
P00046580,28,17,0,16,16,5,13,Low
P00046581,12,31,0,28,10,24,17,Low
P00046582,59,29,0,27,15,58,31,Low
P00046583,21,57,0,26,9,4,19,Low
P00046584,7,17,0,28,16,1,11,Low
P00046585,6,35,0,8,6,6,10,Low
P00046586,7,14,0,31,7,0,9,Low
P00046587,21,28,70,6,14,0,23,Low
P00046588,34,32,0,23,22,0,18,Low
P00046589,12,16,0,31,26,2,14,Low
P00046590,18,20,0,5,9,5,9,Low
P00046591,10,27,0,19,30,3,14,Low
P00046592,34,71,0,22,20,1,24,Low
P00046593,33,44,0,32,5,27,23,Low
P00046594,6,24,0,26,26,4,14,Low
P00046595,32,6,0,7,31,3,13,Low
P00046596,31,28,0,34,54,5,25,Low
P00046597,18,23,0,17,15,37,18,Low
P00046598,18,8,0,34,32,3,15,Low
P00046599,28,16,0,22,24,5,15,Low
P00046600,22,17,0,35,32,1,17,Low
P00046601,8,22,0,23,30,0,13,Low
P00046602,17,17,0,9,51,39,22,Low
P00046603,9,18,0,6,24,35,15,Low
P00046604,26,26,70,31,52,1,34,Low
P00046605,5,17,0,13,17,6,9,Low
P00046606,5,10,0,15,29,0,9,Low
P00046607,10,5,0,16,11,1,7,Low
P00046608,71,62,30,8,16,45,38,Medium
P00046609,9,10,0,15,17,1,8,Low
P00046610,16,15,0,34,22,36,20,Low
P00046611,34,8,0,15,41,4,17,Low
P00046612,34,24,70,30,79,6,40,Medium
P00046613,16,7,0,26,8,3,10,Low
P00046614,7,5,0,21,21,6,10,Low
P00046615,29,34,0,14,11,0,14,Low
P00046616,30,28,0,5,14,1,13,Low
P00046617,30,27,70,12,14,4,26,Low
P00046618,5,9,0,8,33,6,10,Low
P00046619,20,17,0,5,27,3,12,Low
P00046620,26,17,0,24,18,0,14,Low
P00046621,24,10,0,5,24,3,11,Low
P00046622,21,20,0,7,13,32,15,Low
P00046623,35,12,0,17,32,4,16,Low
P00046624,27,24,0,18,22,2,15,Low
P00046625,13,22,0,19,29,0,13,Low
P00046626,23,35,0,8,29,4,16,Low
P00046627,15,10,0,23,61,6,19,Low
P00046628,55,27,0,26,14,54,29,Low
P00046629,21,66,0,16,34,2,23,Low
P00046630,17,35,70,28,27,1,29,Low
P00046631,34,21,0,26,31,1,18,Low
P00046632,7,10,0,19,67,4,17,Low
P00046633,26,9,0,19,8,5,11,Low
P00046634,9,19,0,31,31,2,15,Low
P00046635,18,5,0,5,25,5,9,Low
P00046636,22,14,0,18,14,0,11,Low
P00046637,23,12,0,22,8,20,14,Low
P00046638,9,11,0,12,27,1,10,Low
P00046639,24,33,0,27,27,6,19,Low
P00046640,5,18,0,20,13,2,9,Low
P00046641,13,15,0,17,27,1,12,Low
P00046642,15,6,0,32,33,6,15,Low
P00046643,33,82,0,29,15,2,26,Low
P00046644,20,18,0,24,35,4,16,Low
P00046645,30,13,0,13,7,2,10,Low
P00046646,22,60,0,10,30,7,21,Low
P00046647,21,30,0,21,12,39,20,Low
P00046648,20,19,0,30,24,2,15,Low
P00046649,23,8,0,34,10,4,13,Low
P00046650,20,16,0,21,32,2,15,Low
P00046651,34,24,0,22,74,6,26,Low
P00046652,35,5,0,23,16,5,14,Low
P00046653,25,31,0,29,26,26,22,Low
P00046654,14,30,0,16,9,3,12,Low
P00046655,8,19,0,16,59,6,18,Low
P00046656,5,14,0,21,29,2,11,Low
P00046657,8,13,0,5,9,2,6,Low
P00046658,14,32,0,27,23,0,16,Low
P00046659,5,8,0,8,16,4,6,Low
P00046660,11,20,0,26,15,5,12,Low
P00046661,15,29,0,6,7,5,10,Low
P00046662,16,25,30,10,15,5,16,Low
P00046663,18,17,0,18,28,4,14,Low
P00046664,9,7,0,20,19,0,9,Low
P00046665,8,31,0,5,23,1,11,Low
P00046666,28,18,0,9,13,4,12,Low
P00046667,68,58,0,6,17,47,32,Low
P00046668,21,6,0,17,34,5,13,Low
P00046669,35,6,0,18,10,1,11,Low
P00046670,22,30,0,18,17,2,14,Low
P00046671,25,8,0,27,14,6,13,Low
P00046672,24,67,0,16,56,4,27,Low
P00046673,30,11,0,14,22,1,13,Low
P00046674,31,26,0,24,21,6,18,Low
P00046675,23,13,0,20,6,2,10,Low
P00046676,19,14,0,23,17,1,12,Low
P00046677,12,24,0,16,5,5,10,Low
P00046678,8,14,0,12,15,3,8,Low
P00046679,30,17,0,24,9,3,13,Low
P00046680,25,33,0,13,27,0,16,Low
P00046681,27,60,0,21,51,1,26,Low
P00046682,26,61,0,33,29,33,30,Low
P00046683,22,15,0,16,13,2,11,Low
P00046684,10,32,0,19,34,2,16,Low
P00046685,17,25,0,31,22,5,16,Low
P00046686,10,28,0,31,24,6,16,Low
P00046687,31,21,0,30,27,3,18,Low
P00046688,20,19,0,12,5,2,9,Low
P00046689,12,7,0,29,5,3,9,Low
P00046690,32,21,0,32,9,5,16,Low
P00046691,33,33,0,21,29,3,19,Low
P00046692,74,66,0,13,12,44,34,Low
P00046693,30,25,0,14,10,6,14,Low
P00046694,9,18,0,35,18,4,14,Low
P00046695,29,7,0,13,28,29,17,Low
P00046696,25,20,0,23,7,6,13,Low
P00046697,22,29,0,7,18,1,12,Low
P00046698,29,13,0,32,8,4,14,Low
P00046699,33,25,0,27,8,3,16,Low
P00046700,18,26,0,21,26,6,16,Low
P00046701,24,20,0,32,34,3,18,Low
P00046702,34,6,0,5,28,25,16,Low
P00046703,15,32,70,23,5,3,24,Low
P00046704,17,32,0,5,20,2,12,Low
P00046705,15,91,0,18,9,19,25,Low
P00046706,31,20,0,13,35,2,16,Low
P00046707,32,24,0,8,67,1,22,Low
P00046708,19,31,0,5,52,6,18,Low
P00046709,34,10,0,13,35,7,16,Low
P00046710,15,20,0,34,15,5,14,Low
P00046711,25,14,0,19,26,6,15,Low
P00046712,22,9,0,10,15,25,13,Low
P00046713,31,15,0,23,15,22,17,Low
P00046714,61,13,0,10,9,49,23,Low
P00046715,12,25,0,20,67,1,20,Low
P00046716,10,50,0,19,6,25,18,Low
P00046717,5,10,0,32,35,1,13,Low
P00046718,23,32,0,35,11,4,17,Low
P00046719,34,19,0,33,31,28,24,Low
P00046720,25,30,0,21,7,4,14,Low
P00046721,29,18,0,8,35,3,15,Low
P00046722,27,9,0,30,28,4,16,Low
P00046723,14,18,0,29,20,1,13,Low
P00046724,33,24,0,16,20,31,20,Low
P00046725,18,21,0,7,6,4,9,Low
P00046726,26,19,0,24,26,2,16,Low
P00046727,30,25,0,5,16,32,18,Low
P00046728,8,26,0,28,23,3,14,Low
P00046729,24,12,0,31,67,3,22,Low
P00046730,5,18,70,30,23,5,25,Low
P00046731,35,5,70,15,16,6,24,Low
P00046732,35,9,0,27,8,3,13,Low
P00046733,27,32,0,14,15,6,15,Low
P00046734,7,11,0,33,24,4,13,Low
P00046735,23,6,0,29,33,2,15,Low
P00046736,10,25,0,33,15,5,14,Low
P00046737,14,15,0,30,27,2,14,Low
P00046738,9,30,0,6,34,0,13,Low
P00046739,26,27,0,8,17,0,13,Low
P00046740,31,7,0,17,13,3,11,Low
P00046741,24,77,0,10,26,7,24,Low
P00046742,28,15,0,29,7,0,13,Low
P00046743,32,35,0,16,27,1,18,Low
P00046744,10,7,0,29,56,1,17,Low
P00046745,22,9,0,29,22,1,13,Low
P00046746,6,32,0,25,32,5,16,Low
P00046747,22,28,0,12,35,39,22,Low
P00046748,8,9,0,6,11,7,6,Low
P00046749,32,11,0,30,34,4,18,Low
P00046750,33,6,0,5,35,4,13,Low
P00046751,17,66,0,19,21,5,21,Low
P00046752,9,32,0,11,7,0,9,Low
P00046753,32,8,0,9,30,0,13,Low
P00046754,25,23,0,20,6,0,12,Low
P00046755,20,78,0,35,69,6,34,Low
P00046756,9,25,0,19,19,4,12,Low
P00046757,62,20,0,23,7,46,26,Low
P00046758,30,24,0,10,75,1,23,Low
P00046759,14,5,30,17,19,0,14,Low
P00046760,9,54,0,33,7,1,17,Low
P00046761,9,27,0,19,13,0,11,Low
P00046762,29,8,70,21,25,6,26,Low
P00046763,22,20,0,14,24,2,13,Low
P00046764,6,67,0,19,34,4,21,Low
P00046765,29,22,0,34,15,5,17,Low
P00046766,6,18,0,8,22,1,9,Low
P00046767,56,59,30,14,15,49,37,Medium
P00046768,20,29,0,25,12,2,14,Low
P00046769,10,12,0,27,6,5,10,Low
P00046770,18,6,0,34,13,5,12,Low
P00046771,34,7,0,26,62,6,22,Low
P00046772,25,11,0,33,20,5,15,Low
P00046773,30,13,0,6,12,3,10,Low
P00046774,21,22,0,25,27,2,16,Low
P00046775,17,10,0,33,29,1,15,Low
P00046776,20,31,0,24,18,3,16,Low
P00046777,32,13,0,15,24,6,15,Low
P00046778,27,28,0,34,29,3,20,Low
P00046779,11,27,0,7,8,1,9,Low
P00046780,10,19,0,27,20,6,13,Low
P00046781,14,30,0,32,12,4,15,Low
P00046782,10,67,0,15,30,4,21,Low
P00046783,20,18,0,14,66,5,20,Low
P00046784,5,51,0,30,34,1,20,Low
P00046785,10,11,0,25,34,4,14,Low
P00046786,31,55,0,14,34,5,23,Low
P00046787,24,32,0,5,12,3,12,Low
P00046788,32,13,0,14,35,3,16,Low
P00046789,18,31,0,22,32,6,18,Low
P00046790,20,26,0,12,29,0,14,Low
P00046791,33,11,0,13,14,2,12,Low
P00046792,35,7,0,22,12,7,13,Low
P00046793,9,34,0,15,34,1,15,Low
P00046794,28,6,70,7,20,2,22,Low
P00046795,26,33,0,14,7,5,14,Low
P00046796,16,19,0,6,8,0,8,Low
P00046797,24,29,0,12,31,6,17,Low
P00046798,25,16,0,8,29,2,13,Low
P00046799,30,27,0,21,8,3,14,Low
P00046800,11,34,0,28,20,5,16,Low
P00046801,12,27,0,31,83,0,25,Low
P00046802,28,17,0,23,11,0,13,Low
P00046803,14,20,0,20,32,0,14,Low
P00046804,27,12,0,34,84,5,27,Low
P00046805,32,17,0,6,12,2,11,Low
P00046806,20,27,0,31,14,0,15,Low
P00046807,76,27,0,31,64,46,40,Medium
P00046808,69,21,0,19,21,50,30,Low
P00046809,25,11,0,13,26,1,12,Low
P00046810,26,7,0,31,13,3,13,Low
P00046811,17,13,0,11,31,20,15,Low
P00046812,18,81,0,24,32,0,25,Low
P00046813,25,21,0,23,13,3,14,Low
P00046814,22,78,0,35,33,6,29,Low
P00046815,8,5,0,9,10,0,5,Low
P00046816,29,19,0,7,21,4,13,Low
P00046817,82,9,0,32,33,50,34,Low
P00046818,28,20,0,8,15,0,11,Low
P00046819,11,22,0,30,22,2,14,Low
P00046820,10,62,0,31,14,4,20,Low
P00046821,14,28,0,6,35,3,14,Low
P00046822,25,25,0,12,13,0,12,Low
P00046823,33,49,0,26,10,5,20,Low
P00046824,35,17,30,19,24,1,21,Low
P00046825,11,13,0,17,59,0,16,Low
P00046826,48,30,0,22,35,49,30,Low
P00046827,12,26,0,27,32,6,17,Low
P00046828,27,10,0,20,7,1,10,Low
P00046829,49,16,0,9,47,53,29,Low
P00046830,14,23,70,16,18,5,24,Low
P00046831,8,9,0,16,20,4,9,Low
P00046832,27,11,30,5,10,2,14,Low
P00046833,17,32,0,6,9,0,10,Low
P00046834,11,13,70,32,30,0,26,Low
P00046835,61,48,0,19,25,46,33,Low
P00046836,18,6,0,12,21,2,9,Low
P00046837,19,15,0,11,6,1,8,Low
P00046838,18,27,0,10,22,1,13,Low
P00046839,30,15,0,24,64,4,22,Low
P00046840,27,13,0,10,29,1,13,Low
P00046841,30,16,0,33,12,0,15,Low
P00046842,16,29,0,31,71,6,25,Low
P00046843,26,34,0,10,33,31,22,Low
P00046844,26,17,0,14,24,0,13,Low
P00046845,29,10,0,8,33,4,14,Low
P00046846,34,25,0,17,23,1,16,Low
P00046847,14,24,0,24,7,5,12,Low
P00046848,25,34,0,22,26,2,18,Low
P00046849,21,62,30,18,14,3,24,Low
P00046850,7,28,0,34,22,4,15,Low
P00046851,14,29,0,8,18,5,12,Low
P00046852,31,13,0,30,24,0,16,Low
P00046853,28,26,30,5,30,0,19,Low
P00046854,8,74,0,23,8,1,19,Low
P00046855,23,30,70,13,13,5,25,Low
P00046856,10,57,0,23,13,6,18,Low
P00046857,5,31,0,6,8,1,8,Low
P00046858,13,56,0,20,19,0,18,Low
P00046859,23,22,0,17,10,6,13,Low
P00046860,6,21,0,28,50,5,18,Low
P00046861,26,14,0,7,13,33,15,Low
P00046862,6,21,0,32,16,2,12,Low
P00046863,9,23,0,5,23,6,11,Low
P00046864,24,26,0,30,30,3,18,Low
P00046865,33,23,0,24,16,1,16,Low
P00046866,35,23,0,8,14,4,14,Low
P00046867,19,34,0,8,14,5,13,Low
P00046868,24,9,0,17,13,5,11,Low
P00046869,9,14,0,25,35,1,14,Low
P00046870,14,25,70,18,72,2,33,Low
P00046871,28,35,0,6,70,2,23,Low
P00046872,8,33,0,7,5,33,14,Low
P00046873,14,17,0,19,10,4,10,Low
P00046874,45,9,70,21,27,48,36,Medium
P00046875,8,57,0,8,34,0,17,Low
P00046876,22,30,0,33,10,4,16,Low
P00046877,9,12,0,6,7,3,6,Low
P00046878,7,35,0,18,12,0,12,Low
P00046879,25,73,0,18,5,0,20,Low
P00046880,14,5,0,11,34,3,11,Low
P00046881,35,21,0,35,6,3,16,Low
P00046882,32,26,0,11,12,4,14,Low
P00046883,21,17,0,5,13,1,9,Low
P00046884,12,68,30,12,26,1,24,Low
P00046885,32,19,0,29,11,2,15,Low
P00046886,15,27,70,17,27,0,26,Low
P00046887,26,35,0,11,26,2,16,Low
P00046888,32,7,0,32,13,2,14,Low
P00046889,7,70,0,12,31,6,21,Low
P00046890,32,17,0,32,34,0,19,Low
P00046891,13,18,0,27,32,3,15,Low
P00046892,10,26,0,15,74,0,20,Low
P00046893,32,33,0,7,23,4,16,Low
P00046894,16,16,0,27,35,6,16,Low
P00046895,12,22,0,19,31,3,14,Low
P00046896,13,16,0,25,15,2,11,Low
P00046897,32,5,70,16,25,3,25,Low
P00046898,11,25,70,9,21,2,23,Low
P00046899,33,55,0,21,7,6,20,Low
P00046900,21,18,0,23,24,3,14,Low
P00046901,22,24,0,35,6,6,15,Low
P00046902,34,31,0,21,32,0,19,Low
P00046903,17,8,0,13,47,3,14,Low
P00046904,10,52,70,17,8,6,27,Low
P00046905,31,21,70,31,25,1,29,Low
P00046906,35,63,0,27,16,7,24,Low
P00046907,14,33,0,22,26,5,16,Low
P00046908,9,27,0,16,26,2,13,Low
P00046909,5,73,0,23,22,2,20,Low
P00046910,9,13,0,34,16,6,13,Low
P00046911,50,69,0,22,17,46,34,Low
P00046912,33,7,0,13,35,6,15,Low
P00046913,33,33,0,5,19,5,15,Low
P00046914,11,72,0,24,20,4,21,Low
P00046915,10,12,0,30,71,5,21,Low
P00046916,55,11,0,21,32,46,27,Low
P00046917,17,26,70,23,9,7,25,Low
P00046918,7,19,0,34,26,3,14,Low
P00046919,19,31,0,23,19,0,15,Low
P00046920,32,20,0,24,26,5,17,Low
P00046921,13,9,0,35,29,6,15,Low
P00046922,12,32,0,35,19,0,16,Low
P00046923,31,10,0,33,10,5,14,Low
P00046924,7,45,0,26,9,1,14,Low
P00046925,33,8,0,32,20,0,15,Low
P00046926,11,17,0,24,6,1,9,Low
P00046927,17,5,0,9,24,0,9,Low
P00046928,8,12,0,20,25,0,10,Low
P00046929,12,11,0,17,26,1,11,Low
P00046930,30,35,0,19,21,4,18,Low
P00046931,13,31,0,23,16,0,13,Low
P00046932,5,34,0,28,10,3,13,Low
P00046933,11,29,0,22,8,3,12,Low
P00046934,32,20,70,30,77,2,38,Medium
P00046935,12,13,0,24,31,0,13,Low
P00046936,29,32,0,30,15,2,18,Low
P00046937,14,7,0,33,20,30,17,Low
P00046938,13,14,0,34,10,3,12,Low
P00046939,21,22,0,27,6,3,13,Low
P00046940,11,18,0,13,5,6,8,Low
P00046941,26,17,0,5,70,29,24,Low
P00046942,8,5,0,31,31,5,13,Low
P00046943,15,79,0,8,26,5,22,Low
P00046944,24,13,0,7,23,5,12,Low
P00046945,51,33,70,5,34,47,40,Medium
P00046946,12,27,0,31,60,6,22,Low
P00046947,23,27,0,17,20,1,14,Low
P00046948,35,74,0,7,5,3,20,Low
P00046949,17,17,30,29,30,0,20,Low
P00046950,26,17,0,35,87,0,27,Low
P00046951,33,55,0,9,26,2,20,Low
P00046952,8,27,0,29,6,3,12,Low
P00046953,28,13,0,19,11,1,12,Low
P00046954,9,26,0,35,65,6,23,Low
