Payment_ID,Project_ID,Vendor_ID,Invoice_ID,Payment_Date,Payment_Amount,Payment_Type
PAY000092686,P00046365,V025574,INV000092686,2026-01-25,2479200,Final Installment
PAY000092687,P00046366,V011800,INV000092687,2025-03-29,5030000,First Installment
PAY000092688,P00046367,V012568,INV000092688,2025-07-21,3414731,First Installment
PAY000092689,P00046367,V012568,INV000092689,2025-10-15,2220225,Intermediate Installment
PAY000092690,P00046367,V012568,INV000092690,2025-07-28,3755044,Final Installment
PAY000092691,P00046368,V030430,INV000092691,2025-07-31,1020139,First Installment
PAY000092692,P00046368,V030430,INV000092692,2025-05-21,1179861,Final Installment
PAY000092693,P00046369,V049361,INV000092693,2025-10-18,2980966,First Installment
PAY000092694,P00046369,V049361,INV000092694,2025-10-09,3939034,Final Installment
PAY000092695,P00046370,V031716,INV000092695,2025-07-12,1000000,First Installment
PAY000092696,P00046371,V034994,INV000092696,2025-08-30,1991042,First Installment
PAY000092697,P00046371,V034994,INV000092697,2025-11-06,642283,Intermediate Installment
PAY000092698,P00046371,V034994,INV000092698,2025-10-01,1176675,Final Installment
PAY000092699,P00046372,V010840,INV000092699,2025-06-27,920000,First Installment
PAY000092700,P00046373,V041312,INV000092700,2025-09-02,3427492,First Installment
PAY000092701,P00046373,V041312,INV000092701,2025-07-02,5112508,Final Installment
PAY000092702,P00046374,V040920,INV000092702,2025-07-08,1820000,First Installment
PAY000092703,P00046375,V031229,INV000092703,2025-07-05,2714751,First Installment
PAY000092704,P00046375,V031229,INV000092704,2025-07-21,2515249,Final Installment
PAY000092705,P00046376,V037236,INV000092705,2025-03-26,2523366,First Installment
PAY000092706,P00046376,V037236,INV000092706,2025-04-22,5886634,Final Installment
PAY000092707,P00046377,V008877,INV000092707,2025-11-27,8820000,First Installment
PAY000092708,P00046378,V015297,INV000092708,2025-05-08,925553,First Installment
PAY000092709,P00046378,V015297,INV000092709,2025-05-18,1644447,Final Installment
PAY000092710,P00046379,V009236,INV000092710,2025-03-29,1344050,First Installment
PAY000092711,P00046379,V009236,INV000092711,2025-05-17,1250471,Intermediate Installment
PAY000092712,P00046379,V009236,INV000092712,2025-03-31,1125479,Final Installment
PAY000092713,P00046380,V023829,INV000092713,2025-06-14,3771766,First Installment
PAY000092714,P00046380,V023829,INV000092714,2025-03-17,5518234,Final Installment
PAY000092715,P00046381,V007564,INV000092715,2025-07-30,2743441,First Installment
PAY000092716,P00046381,V007564,INV000092716,2025-05-10,2034813,Intermediate Installment
PAY000092717,P00046381,V007564,INV000092717,2025-04-23,1781746,Final Installment
PAY000092718,P00046382,V013048,INV000092718,2025-11-23,1384626,First Installment
PAY000092719,P00046382,V013048,INV000092719,2025-10-17,610651,Intermediate Installment
PAY000092720,P00046382,V013048,INV000092720,2025-07-25,694723,Final Installment
PAY000092721,P00046383,V002148,INV000092721,2025-12-17,7310000,First Installment
PAY000092722,P00046384,V044627,INV000092722,2025-12-11,800000,First Installment
PAY000092723,P00046385,V002451,INV000092723,2025-04-24,604982,First Installment
PAY000092724,P00046385,V002451,INV000092724,2025-05-10,585018,Final Installment
PAY000092725,P00046386,V001381,INV000092725,2025-10-21,3992596,First Installment
PAY000092726,P00046386,V001381,INV000092726,2025-10-19,1688405,Intermediate Installment
PAY000092727,P00046386,V001381,INV000092727,2026-02-06,1618999,Final Installment
PAY000092728,P00046387,V037122,INV000092728,2025-02-21,3509153,First Installment
PAY000092729,P00046387,V037122,INV000092729,2025-06-30,3760847,Final Installment
PAY000092730,P00046388,V013089,INV000092730,2025-02-13,859800,First Installment
PAY000092731,P00046388,V013089,INV000092731,2025-05-14,596005,Intermediate Installment
PAY000092732,P00046388,V013089,INV000092732,2025-03-19,1384195,Final Installment
PAY000092733,P00046389,V046346,INV000092733,2025-05-14,8330000,First Installment
PAY000092734,P00046390,V048416,INV000092734,2025-09-30,2755966,First Installment
PAY000092735,P00046390,V048416,INV000092735,2025-06-23,1334445,Intermediate Installment
PAY000092736,P00046390,V048416,INV000092736,2025-05-27,999589,Final Installment
PAY000092737,P00046391,V027486,INV000092737,2025-09-23,1270436,First Installment
PAY000092738,P00046391,V027486,INV000092738,2025-09-27,1359564,Final Installment
PAY000092739,P00046392,V025469,INV000092739,2025-10-16,2671501,First Installment
PAY000092740,P00046392,V025469,INV000092740,2025-05-16,930571,Intermediate Installment
PAY000092741,P00046392,V025469,INV000092741,2025-08-01,1927928,Final Installment
PAY000092742,P00046393,V005376,INV000092742,2025-04-14,1192152,First Installment
PAY000092743,P00046393,V005376,INV000092743,2025-03-30,781522,Intermediate Installment
PAY000092744,P00046393,V005376,INV000092744,2025-04-18,656326,Final Installment
PAY000092745,P00046394,V043422,INV000092745,2025-03-17,4127346,First Installment
PAY000092746,P00046394,V043422,INV000092746,2025-06-05,3412654,Final Installment
PAY000092747,P00046395,V044302,INV000092747,2025-02-21,635011,First Installment
PAY000092748,P00046395,V044302,INV000092748,2025-02-23,1334989,Final Installment
PAY000092749,P00046396,V004101,INV000092749,2025-11-13,604260,First Installment
PAY000092750,P00046396,V004101,INV000092750,2025-10-23,1305740,Final Installment
PAY000092751,P00046397,V042788,INV000092751,2025-09-11,3917247,First Installment
PAY000092752,P00046397,V042788,INV000092752,2025-06-24,1568503,Intermediate Installment
PAY000092753,P00046397,V042788,INV000092753,2025-09-15,1314250,Final Installment
PAY000092754,P00046398,V017037,INV000092754,2025-10-28,1241041,First Installment
PAY000092755,P00046398,V017037,INV000092755,2025-11-30,1288959,Final Installment
PAY000092756,P00046399,V048635,INV000092756,2025-04-08,7430000,First Installment
PAY000092757,P00046400,V010072,INV000092757,2025-10-25,1605195,First Installment
PAY000092758,P00046400,V010072,INV000092758,2025-10-12,3504805,Final Installment
PAY000092759,P00046401,V012391,INV000092759,2025-03-11,7980000,First Installment
PAY000092760,P00046402,V002952,INV000092760,2025-10-09,5586074,First Installment
PAY000092761,P00046402,V002952,INV000092761,2025-11-10,4383926,Final Installment
PAY000092762,P00046403,V027077,INV000092762,2025-05-16,670187,First Installment
PAY000092763,P00046403,V027077,INV000092763,2025-07-17,1339813,Final Installment
PAY000092764,P00046404,V042160,INV000092764,2025-11-02,2088881,First Installment
PAY000092765,P00046404,V042160,INV000092765,2025-10-06,1541119,Final Installment
PAY000092766,P00046405,V048718,INV000092766,2025-06-23,4744119,First Installment
PAY000092767,P00046405,V048718,INV000092767,2025-04-22,1571613,Intermediate Installment
PAY000092768,P00046405,V048718,INV000092768,2025-05-26,3504268,Final Installment
PAY000092769,P00046406,V028230,INV000092769,2025-08-24,2716519,First Installment
PAY000092770,P00046406,V028230,INV000092770,2025-09-26,2643481,Final Installment
PAY000092771,P00046407,V017517,INV000092771,2025-04-20,1727013,First Installment
PAY000092772,P00046407,V017517,INV000092772,2025-03-19,507269,Intermediate Installment
PAY000092773,P00046407,V017517,INV000092773,2025-04-02,795718,Final Installment
PAY000092774,P00046408,V039039,INV000092774,2025-12-08,979363,First Installment
PAY000092775,P00046408,V039039,INV000092775,2026-01-04,1730637,Final Installment
PAY000092776,P00046409,V012049,INV000092776,2025-04-27,7490000,First Installment
PAY000092777,P00046410,V035385,INV000092777,2025-11-03,1025835,First Installment
PAY000092778,P00046410,V035385,INV000092778,2025-12-24,1714165,Final Installment
PAY000092779,P00046411,V019498,INV000092779,2025-04-02,3190220,First Installment
PAY000092780,P00046411,V019498,INV000092780,2025-03-17,6059780,Final Installment
PAY000092781,P00046412,V012317,INV000092781,2025-03-15,2903236,First Installment
PAY000092782,P00046412,V012317,INV000092782,2025-06-24,6496764,Final Installment
PAY000092783,P00046413,V038998,INV000092783,2025-06-27,3478895,First Installment
PAY000092784,P00046413,V038998,INV000092784,2025-06-07,2721105,Final Installment
PAY000092785,P00046414,V020841,INV000092785,2025-05-22,434352,First Installment
PAY000092786,P00046414,V020841,INV000092786,2025-09-24,725648,Final Installment
PAY000092787,P00046415,V022726,INV000092787,2025-04-22,1722006,First Installment
PAY000092788,P00046415,V022726,INV000092788,2025-04-21,1667994,Final Installment
PAY000092789,P00046416,V038571,INV000092789,2025-08-27,1977640,First Installment
PAY000092790,P00046416,V038571,INV000092790,2025-07-15,3272360,Final Installment
PAY000092791,P00046417,V007996,INV000092791,2026-01-30,1517405,First Installment
PAY000092792,P00046417,V007996,INV000092792,2025-11-26,2372595,Final Installment
PAY000092793,P00046418,V034473,INV000092793,2025-08-23,5003407,First Installment
PAY000092794,P00046418,V034473,INV000092794,2025-07-26,2667962,Intermediate Installment
PAY000092795,P00046418,V034473,INV000092795,2025-07-12,2018631,Final Installment
PAY000092796,P00046419,V023259,INV000092796,2025-09-08,3960000,First Installment
PAY000092797,P00046420,V000334,INV000092797,2026-02-03,790000,First Installment
PAY000092798,P00046421,V045140,INV000092798,2025-10-07,6410000,First Installment
PAY000092799,P00046422,V004177,INV000092799,2025-12-29,2352332,First Installment
PAY000092800,P00046422,V004177,INV000092800,2025-10-05,2030743,Intermediate Installment
PAY000092801,P00046422,V004177,INV000092801,2025-09-18,2716925,Final Installment
PAY000092802,P00046423,V034253,INV000092802,2025-04-15,4229486,First Installment
PAY000092803,P00046423,V034253,INV000092803,2025-07-14,4720514,Final Installment
PAY000092804,P00046424,V007041,INV000092804,2025-05-09,4280000,First Installment
PAY000092805,P00046425,V049385,INV000092805,2025-08-27,5759599,First Installment
PAY000092806,P00046425,V049385,INV000092806,2025-05-15,2075252,Intermediate Installment
PAY000092807,P00046425,V049385,INV000092807,2025-03-29,1845149,Final Installment
PAY000092808,P00046426,V049045,INV000092808,2025-12-11,2218260,First Installment
PAY000092809,P00046426,V049045,INV000092809,2025-09-30,3091740,Final Installment
PAY000092810,P00046427,V003887,INV000092810,2025-04-06,4595137,First Installment
PAY000092811,P00046427,V003887,INV000092811,2025-06-23,4114863,Final Installment
PAY000092812,P00046428,V024921,INV000092812,2025-07-08,932913,First Installment
PAY000092813,P00046428,V024921,INV000092813,2025-06-07,513799,Intermediate Installment
PAY000092814,P00046428,V024921,INV000092814,2025-06-08,403288,Final Installment
PAY000092815,P00046429,V042346,INV000092815,2025-04-19,937693,First Installment
PAY000092816,P00046429,V042346,INV000092816,2025-04-20,990945,Intermediate Installment
PAY000092817,P00046429,V042346,INV000092817,2025-07-11,1151362,Final Installment
PAY000092818,P00046430,V024172,INV000092818,2025-09-26,516509,First Installment
PAY000092819,P00046430,V024172,INV000092819,2025-07-17,271720,Intermediate Installment
PAY000092820,P00046430,V024172,INV000092820,2025-10-31,301771,Final Installment
PAY000092821,P00046431,V042043,INV000092821,2025-12-22,6610000,First Installment
PAY000092822,P00046432,V020750,INV000092822,2025-06-06,2653149,First Installment
PAY000092823,P00046432,V020750,INV000092823,2025-07-30,2516851,Final Installment
PAY000092824,P00046433,V046306,INV000092824,2025-09-08,1730000,First Installment
PAY000092825,P00046434,V009598,INV000092825,2026-01-28,3552768,First Installment
PAY000092826,P00046434,V009598,INV000092826,2025-10-05,3937232,Final Installment
PAY000092827,P00046435,V023080,INV000092827,2025-02-13,2609637,First Installment
PAY000092828,P00046435,V023080,INV000092828,2025-06-22,1228121,Intermediate Installment
PAY000092829,P00046435,V023080,INV000092829,2025-06-02,2412242,Final Installment
PAY000092830,P00046436,V007619,INV000092830,2025-05-10,338237,First Installment
PAY000092831,P00046436,V007619,INV000092831,2025-03-25,284591,Intermediate Installment
PAY000092832,P00046436,V007619,INV000092832,2025-04-07,487172,Final Installment
PAY000092833,P00046437,V011242,INV000092833,2026-01-02,1257126,First Installment
PAY000092834,P00046437,V011242,INV000092834,2025-10-05,1274885,Intermediate Installment
PAY000092835,P00046437,V011242,INV000092835,2025-11-30,1547989,Final Installment
PAY000092836,P00046438,V040713,INV000092836,2025-12-08,5695659,First Installment
PAY000092837,P00046438,V040713,INV000092837,2025-08-09,1336937,Intermediate Installment
PAY000092838,P00046438,V040713,INV000092838,2025-11-07,2937404,Final Installment
PAY000092839,P00046439,V000837,INV000092839,2025-08-13,2531019,First Installment
PAY000092840,P00046439,V000837,INV000092840,2025-09-09,1808981,Final Installment
PAY000092841,P00046440,V008601,INV000092841,2025-05-05,4560000,First Installment
PAY000092842,P00046441,V035520,INV000092842,2025-09-04,369588,First Installment
PAY000092843,P00046441,V035520,INV000092843,2025-07-17,630412,Final Installment
PAY000092844,P00046442,V024892,INV000092844,2025-07-20,8340000,First Installment
PAY000092845,P00046443,V042529,INV000092845,2025-08-21,1616415,First Installment
PAY000092846,P00046443,V042529,INV000092846,2025-08-06,730010,Intermediate Installment
PAY000092847,P00046443,V042529,INV000092847,2025-08-07,1243575,Final Installment
PAY000092848,P00046444,V037125,INV000092848,2025-02-22,2370811,First Installment
PAY000092849,P00046444,V037125,INV000092849,2025-06-11,1160133,Intermediate Installment
PAY000092850,P00046444,V037125,INV000092850,2025-04-13,1099056,Final Installment
PAY000092851,P00046445,V030412,INV000092851,2025-10-24,2993164,First Installment
PAY000092852,P00046445,V030412,INV000092852,2025-12-08,4086836,Final Installment
PAY000092853,P00046446,V028468,INV000092853,2025-12-24,259146,First Installment
PAY000092854,P00046446,V028468,INV000092854,2025-10-01,430854,Final Installment
PAY000092855,P00046447,V035943,INV000092855,2025-05-02,392547,First Installment
PAY000092856,P00046447,V035943,INV000092856,2025-04-27,777453,Final Installment
PAY000092857,P00046448,V024395,INV000092857,2025-08-13,2494653,First Installment
PAY000092858,P00046448,V024395,INV000092858,2025-09-21,1895347,Final Installment
PAY000092859,P00046449,V006817,INV000092859,2025-12-25,2851417,First Installment
PAY000092860,P00046449,V006817,INV000092860,2025-11-01,3318583,Final Installment
PAY000092861,P00046450,V028944,INV000092861,2025-06-26,2370000,First Installment
PAY000092862,P00046451,V012035,INV000092862,2025-09-01,401010,First Installment
PAY000092863,P00046451,V012035,INV000092863,2025-05-27,348990,Final Installment
PAY000092864,P00046452,V027397,INV000092864,2025-07-02,8160000,First Installment
PAY000092865,P00046453,V004328,INV000092865,2025-10-16,4610000,First Installment
PAY000092866,P00046454,V028606,INV000092866,2025-07-05,737477,First Installment
PAY000092867,P00046454,V028606,INV000092867,2025-05-05,1082523,Final Installment
PAY000092868,P00046455,V012408,INV000092868,2025-09-24,655143,First Installment
PAY000092869,P00046455,V012408,INV000092869,2025-07-10,974857,Final Installment
PAY000092870,P00046456,V044563,INV000092870,2025-07-09,4547707,First Installment
PAY000092871,P00046456,V044563,INV000092871,2025-05-01,4972293,Final Installment
PAY000092872,P00046457,V009611,INV000092872,2025-08-27,2277792,First Installment
PAY000092873,P00046457,V009611,INV000092873,2025-09-19,4832208,Final Installment
PAY000092874,P00046458,V009673,INV000092874,2025-07-23,1008684,First Installment
PAY000092875,P00046458,V009673,INV000092875,2025-12-03,1841316,Final Installment
PAY000092876,P00046459,V046699,INV000092876,2025-07-16,720286,First Installment
PAY000092877,P00046459,V046699,INV000092877,2025-02-18,1389714,Final Installment
PAY000092878,P00046460,V003724,INV000092878,2025-04-12,1509678,First Installment
PAY000092879,P00046460,V003724,INV000092879,2025-03-20,2510322,Final Installment
PAY000092880,P00046461,V035559,INV000092880,2025-07-11,4650000,First Installment
PAY000092881,P00046462,V040023,INV000092881,2025-04-03,2528417,First Installment
PAY000092882,P00046462,V040023,INV000092882,2025-05-23,817295,Intermediate Installment
PAY000092883,P00046462,V040023,INV000092883,2025-04-04,1364288,Final Installment
PAY000092884,P00046463,V037682,INV000092884,2025-08-19,3206670,First Installment
PAY000092885,P00046463,V037682,INV000092885,2025-09-08,4153330,Final Installment
PAY000092886,P00046464,V013798,INV000092886,2025-04-03,991626,First Installment
PAY000092887,P00046464,V013798,INV000092887,2025-07-14,818374,Final Installment
PAY000092888,P00046465,V008360,INV000092888,2025-09-09,6020000,First Installment
PAY000092889,P00046466,V035277,INV000092889,2025-10-19,299747,First Installment
PAY000092890,P00046466,V035277,INV000092890,2025-09-13,560253,Final Installment
PAY000092891,P00046467,V049571,INV000092891,2025-09-20,4439666,First Installment
PAY000092892,P00046467,V049571,INV000092892,2025-05-29,3450334,Final Installment
PAY000092893,P00046468,V026652,INV000092893,2026-01-21,2597094,First Installment
PAY000092894,P00046468,V026652,INV000092894,2026-01-28,2716484,Intermediate Installment
PAY000092895,P00046468,V026652,INV000092895,2026-01-27,3136422,Final Installment
PAY000092896,P00046469,V034915,INV000092896,2025-12-05,840310,First Installment
PAY000092897,P00046469,V034915,INV000092897,2025-10-24,640459,Intermediate Installment
PAY000092898,P00046469,V034915,INV000092898,2025-12-06,699231,Final Installment
PAY000092899,P00046470,V040023,INV000092899,2025-04-10,7910000,First Installment
PAY000092900,P00046471,V016911,INV000092900,2025-06-04,2537800,First Installment
PAY000092901,P00046471,V016911,INV000092901,2025-07-16,3632200,Final Installment
PAY000092902,P00046472,V039048,INV000092902,2025-09-22,2579537,First Installment
PAY000092903,P00046472,V039048,INV000092903,2025-06-05,3800463,Final Installment
PAY000092904,P00046473,V044047,INV000092904,2025-09-01,1990000,First Installment
PAY000092905,P00046474,V047395,INV000092905,2025-01-27,1330747,First Installment
PAY000092906,P00046474,V047395,INV000092906,2025-04-30,909253,Final Installment
PAY000092907,P00046475,V045114,INV000092907,2025-05-01,3823888,First Installment
PAY000092908,P00046475,V045114,INV000092908,2025-09-03,2698748,Intermediate Installment
PAY000092909,P00046475,V045114,INV000092909,2025-04-28,2477364,Final Installment
PAY000092910,P00046476,V027212,INV000092910,2025-09-12,3431039,First Installment
PAY000092911,P00046476,V027212,INV000092911,2025-11-06,3268961,Final Installment
PAY000092912,P00046477,V032649,INV000092912,2025-11-10,4238652,First Installment
PAY000092913,P00046477,V032649,INV000092913,2025-09-23,1606264,Intermediate Installment
PAY000092914,P00046477,V032649,INV000092914,2025-09-05,3455084,Final Installment
PAY000092915,P00046478,V019879,INV000092915,2025-06-08,3448776,First Installment
PAY000092916,P00046478,V019879,INV000092916,2025-06-11,4671224,Final Installment
PAY000092917,P00046479,V001377,INV000092917,2025-02-16,3479831,First Installment
PAY000092918,P00046479,V001377,INV000092918,2025-02-19,3700169,Final Installment
PAY000092919,P00046480,V042773,INV000092919,2025-12-05,3029561,First Installment
PAY000092920,P00046480,V042773,INV000092920,2025-12-09,2239650,Intermediate Installment
PAY000092921,P00046480,V042773,INV000092921,2025-10-25,1910789,Final Installment
PAY000092922,P00046481,V024927,INV000092922,2025-09-04,2366002,First Installment
PAY000092923,P00046481,V024927,INV000092923,2025-12-03,1765698,Intermediate Installment
PAY000092924,P00046481,V024927,INV000092924,2025-10-27,1938300,Final Installment
PAY000092925,P00046482,V012220,INV000092925,2025-03-10,3106899,First Installment
PAY000092926,P00046482,V012220,INV000092926,2025-02-27,1975583,Intermediate Installment
PAY000092927,P00046482,V012220,INV000092927,2025-06-03,4137518,Final Installment
PAY000092928,P00046483,V046251,INV000092928,2025-08-22,3620000,First Installment
PAY000092929,P00046484,V029759,INV000092929,2025-06-18,8430000,First Installment
PAY000092930,P00046485,V011475,INV000092930,2026-01-11,361094,First Installment
PAY000092931,P00046485,V011475,INV000092931,2025-11-04,608906,Final Installment
PAY000092932,P00046486,V014498,INV000092932,2025-02-17,3125358,First Installment
PAY000092933,P00046486,V014498,INV000092933,2025-03-17,650087,Intermediate Installment
PAY000092934,P00046486,V014498,INV000092934,2025-03-10,1494555,Final Installment
PAY000092935,P00046487,V044013,INV000092935,2025-07-30,2748196,First Installment
PAY000092936,P00046487,V044013,INV000092936,2025-03-21,2231804,Final Installment
PAY000092937,P00046488,V027106,INV000092937,2025-06-15,1060000,First Installment
PAY000092938,P00046489,V025921,INV000092938,2025-05-25,922973,First Installment
PAY000092939,P00046489,V025921,INV000092939,2025-04-25,1537027,Final Installment
PAY000092940,P00046490,V031606,INV000092940,2025-10-04,3639850,First Installment
PAY000092941,P00046490,V031606,INV000092941,2026-01-27,4650150,Final Installment
PAY000092942,P00046491,V022425,INV000092942,2025-03-01,2176992,First Installment
PAY000092943,P00046491,V022425,INV000092943,2025-02-17,1843008,Final Installment
PAY000092944,P00046492,V048995,INV000092944,2025-12-16,1304276,First Installment
PAY000092945,P00046492,V048995,INV000092945,2025-08-12,1642090,Intermediate Installment
PAY000092946,P00046492,V048995,INV000092946,2025-09-29,1283634,Final Installment
PAY000092947,P00046493,V005306,INV000092947,2025-07-04,1733259,First Installment
PAY000092948,P00046493,V005306,INV000092948,2025-08-17,1516741,Final Installment
PAY000092949,P00046494,V029578,INV000092949,2025-12-11,3401339,First Installment
PAY000092950,P00046494,V029578,INV000092950,2025-09-10,3718661,Final Installment
PAY000092951,P00046495,V045006,INV000092951,2025-05-29,4106237,First Installment
PAY000092952,P00046495,V045006,INV000092952,2025-06-30,5043763,Final Installment
PAY000092953,P00046496,V003830,INV000092953,2025-06-16,1342813,First Installment
PAY000092954,P00046496,V003830,INV000092954,2025-04-11,1097187,Final Installment
PAY000092955,P00046497,V015878,INV000092955,2025-08-24,1032941,First Installment
PAY000092956,P00046497,V015878,INV000092956,2025-12-30,666588,Intermediate Installment
PAY000092957,P00046497,V015878,INV000092957,2025-08-23,1540471,Final Installment
PAY000092958,P00046498,V039730,INV000092958,2025-07-01,3295647,First Installment
PAY000092959,P00046498,V039730,INV000092959,2025-04-18,886299,Intermediate Installment
PAY000092960,P00046498,V039730,INV000092960,2025-07-15,1338054,Final Installment
PAY000092961,P00046499,V040212,INV000092961,2025-12-01,9480000,First Installment
PAY000092962,P00046500,V006142,INV000092962,2025-05-24,2167653,First Installment
PAY000092963,P00046500,V006142,INV000092963,2025-05-31,2462347,Final Installment
PAY000092964,P00046501,V043901,INV000092964,2026-01-05,3096705,First Installment
PAY000092965,P00046501,V043901,INV000092965,2025-12-10,2773295,Final Installment
PAY000092966,P00046502,V032686,INV000092966,2025-11-19,629836,First Installment
PAY000092967,P00046502,V032686,INV000092967,2025-12-18,1070164,Final Installment
PAY000092968,P00046503,V031692,INV000092968,2025-09-25,2697289,First Installment
PAY000092969,P00046503,V031692,INV000092969,2025-07-03,2965477,Intermediate Installment
PAY000092970,P00046503,V031692,INV000092970,2025-08-12,2517234,Final Installment
PAY000092971,P00046504,V025947,INV000092971,2025-07-24,2244232,First Installment
PAY000092972,P00046504,V025947,INV000092972,2025-05-20,1925768,Final Installment
PAY000092973,P00046505,V015260,INV000092973,2025-11-09,3167763,First Installment
PAY000092974,P00046505,V015260,INV000092974,2025-09-09,2492237,Final Installment
PAY000092975,P00046506,V042613,INV000092975,2025-07-12,8020000,First Installment
PAY000092976,P00046507,V022630,INV000092976,2025-09-24,930000,First Installment
PAY000092977,P00046508,V044278,INV000092977,2025-09-02,1388426,First Installment
PAY000092978,P00046508,V044278,INV000092978,2025-12-20,1681574,Final Installment
PAY000092979,P00046509,V022464,INV000092979,2025-09-24,2817653,First Installment
PAY000092980,P00046509,V022464,INV000092980,2025-10-21,2232347,Final Installment
PAY000092981,P00046510,V003653,INV000092981,2026-02-12,1970000,First Installment
PAY000092982,P00046511,V019658,INV000092982,2025-07-02,2413287,First Installment
PAY000092983,P00046511,V019658,INV000092983,2025-06-22,2166713,Final Installment
PAY000092984,P00046512,V031570,INV000092984,2025-06-13,2117761,First Installment
PAY000092985,P00046512,V031570,INV000092985,2025-10-18,1842239,Final Installment
PAY000092986,P00046513,V034810,INV000092986,2025-07-23,2965827,First Installment
PAY000092987,P00046513,V034810,INV000092987,2025-05-14,1740220,Intermediate Installment
PAY000092988,P00046513,V034810,INV000092988,2025-08-26,1563953,Final Installment
PAY000092989,P00046514,V040162,INV000092989,2025-08-05,327264,First Installment
PAY000092990,P00046514,V040162,INV000092990,2025-08-17,259388,Intermediate Installment
PAY000092991,P00046514,V040162,INV000092991,2025-05-08,473348,Final Installment
PAY000092992,P00046515,V022044,INV000092992,2025-07-31,2263672,First Installment
PAY000092993,P00046515,V022044,INV000092993,2025-06-08,4426328,Final Installment
PAY000092994,P00046516,V049190,INV000092994,2025-11-17,2120000,First Installment
PAY000092995,P00046517,V007519,INV000092995,2025-04-22,6900000,First Installment
PAY000092996,P00046518,V047265,INV000092996,2025-08-29,5380000,First Installment
PAY000092997,P00046519,V011108,INV000092997,2025-04-09,632576,First Installment
PAY000092998,P00046519,V011108,INV000092998,2025-04-13,967424,Final Installment
PAY000092999,P00046520,V002548,INV000092999,2025-05-14,1572141,First Installment
PAY000093000,P00046520,V002548,INV000093000,2025-04-09,1247859,Final Installment
PAY000093001,P00046521,V022076,INV000093001,2025-12-30,5380000,First Installment
PAY000093002,P00046522,V018677,INV000093002,2025-07-25,2048268,First Installment
PAY000093003,P00046522,V018677,INV000093003,2025-06-02,4191732,Final Installment
PAY000093004,P00046523,V044773,INV000093004,2025-11-09,3138592,First Installment
PAY000093005,P00046523,V044773,INV000093005,2025-09-01,1223798,Intermediate Installment
PAY000093006,P00046523,V044773,INV000093006,2025-11-01,1687610,Final Installment
PAY000093007,P00046524,V011223,INV000093007,2025-11-19,1033919,First Installment
PAY000093008,P00046524,V011223,INV000093008,2025-09-05,1126081,Final Installment
PAY000093009,P00046525,V048277,INV000093009,2025-08-11,4835456,First Installment
PAY000093010,P00046525,V048277,INV000093010,2025-08-25,4904544,Final Installment
PAY000093011,P00046526,V038169,INV000093011,2025-06-23,4862057,First Installment
PAY000093012,P00046526,V038169,INV000093012,2025-06-24,3997943,Final Installment
PAY000093013,P00046527,V002355,INV000093013,2025-10-28,1373908,First Installment
PAY000093014,P00046527,V002355,INV000093014,2025-10-04,2896092,Final Installment
PAY000093015,P00046528,V038543,INV000093015,2025-04-14,2251676,First Installment
PAY000093016,P00046528,V038543,INV000093016,2025-07-06,2098324,Final Installment
PAY000093017,P00046529,V010253,INV000093017,2025-04-14,2234582,First Installment
PAY000093018,P00046529,V010253,INV000093018,2025-03-30,1953764,Intermediate Installment
PAY000093019,P00046529,V010253,INV000093019,2025-05-02,2571654,Final Installment
PAY000093020,P00046530,V027890,INV000093020,2025-07-06,6640000,First Installment
PAY000093021,P00046531,V008959,INV000093021,2025-09-26,2905817,First Installment
PAY000093022,P00046531,V008959,INV000093022,2025-10-22,3004183,Final Installment
PAY000093023,P00046532,V035261,INV000093023,2025-09-28,3620000,First Installment
PAY000093024,P00046533,V025621,INV000093024,2025-08-26,5244040,First Installment
PAY000093025,P00046533,V025621,INV000093025,2025-08-26,4305960,Final Installment
PAY000093026,P00046534,V048875,INV000093026,2025-07-09,556175,First Installment
PAY000093027,P00046534,V048875,INV000093027,2025-02-22,1273825,Final Installment
PAY000093028,P00046535,V025661,INV000093028,2025-11-06,2359794,First Installment
PAY000093029,P00046535,V025661,INV000093029,2025-10-10,3290206,Final Installment
PAY000093030,P00046536,V037400,INV000093030,2025-05-09,1307340,First Installment
PAY000093031,P00046536,V037400,INV000093031,2025-02-10,512042,Intermediate Installment
PAY000093032,P00046536,V037400,INV000093032,2025-07-01,520618,Final Installment
PAY000093033,P00046537,V000217,INV000093033,2025-07-21,390163,First Installment
PAY000093034,P00046537,V000217,INV000093034,2025-04-13,399837,Final Installment
PAY000093035,P00046538,V023587,INV000093035,2025-06-02,3880149,First Installment
PAY000093036,P00046538,V023587,INV000093036,2025-08-31,5289851,Final Installment
PAY000093037,P00046539,V004375,INV000093037,2025-11-17,3944816,First Installment
PAY000093038,P00046539,V004375,INV000093038,2025-09-20,4755184,Final Installment
PAY000093039,P00046540,V010224,INV000093039,2025-09-11,7320000,First Installment
PAY000093040,P00046541,V009412,INV000093040,2025-05-25,3838020,First Installment
PAY000093041,P00046541,V009412,INV000093041,2025-06-01,1030334,Intermediate Installment
PAY000093042,P00046541,V009412,INV000093042,2025-07-24,1611646,Final Installment
PAY000093043,P00046542,V008176,INV000093043,2025-08-26,772394,First Installment
PAY000093044,P00046542,V008176,INV000093044,2025-07-16,1307606,Final Installment
PAY000093045,P00046543,V023607,INV000093045,2025-09-18,750000,First Installment
