Source_ID,Source_Type,Relationship,Target_ID,Target_Type
MP0042,MP,Allocated,P00073954,Project
MP0075,MP,Allocated,P00073955,Project
MP0054,MP,Allocated,P00073956,Project
MP0035,MP,Allocated,P00073957,Project
MP0031,MP,Allocated,P00073958,Project
MP0098,MP,Allocated,P00073959,Project
MP0046,MP,Allocated,P00073960,Project
MP0100,MP,Allocated,P00073961,Project
MP0017,MP,Allocated,P00073962,Project
MP0085,MP,Allocated,P00073963,Project
MP0090,MP,Allocated,P00073964,Project
MP0092,MP,Allocated,P00073965,Project
MP0053,MP,Allocated,P00073966,Project
MP0022,MP,Allocated,P00073967,Project
MP0058,MP,Allocated,P00073968,Project
MP0041,MP,Allocated,P00073969,Project
MP0003,MP,Allocated,P00073970,Project
MP0092,MP,Allocated,P00073971,Project
MP0063,MP,Allocated,P00073972,Project
MP0100,MP,Allocated,P00073973,Project
MP0066,MP,Allocated,P00073974,Project
MP0046,MP,Allocated,P00073975,Project
MP0084,MP,Allocated,P00073976,Project
MP0100,MP,Allocated,P00073977,Project
MP0008,MP,Allocated,P00073978,Project
MP0039,MP,Allocated,P00073979,Project
MP0025,MP,Allocated,P00073980,Project
MP0079,MP,Allocated,P00073981,Project
MP0094,MP,Allocated,P00073982,Project
MP0047,MP,Allocated,P00073983,Project
MP0034,MP,Allocated,P00073984,Project
MP0068,MP,Allocated,P00073985,Project
MP0057,MP,Allocated,P00073986,Project
MP0086,MP,Allocated,P00073987,Project
MP0025,MP,Allocated,P00073988,Project
MP0073,MP,Allocated,P00073989,Project
MP0087,MP,Allocated,P00073990,Project
MP0062,MP,Allocated,P00073991,Project
MP0039,MP,Allocated,P00073992,Project
MP0076,MP,Allocated,P00073993,Project
MP0078,MP,Allocated,P00073994,Project
MP0007,MP,Allocated,P00073995,Project
MP0095,MP,Allocated,P00073996,Project
MP0006,MP,Allocated,P00073997,Project
MP0087,MP,Allocated,P00073998,Project
MP0054,MP,Allocated,P00073999,Project
MP0083,MP,Allocated,P00074000,Project
MP0085,MP,Allocated,P00074001,Project
MP0019,MP,Allocated,P00074002,Project
MP0047,MP,Allocated,P00074003,Project
MP0019,MP,Allocated,P00074004,Project
MP0034,MP,Allocated,P00074005,Project
MP0043,MP,Allocated,P00074006,Project
MP0013,MP,Allocated,P00074007,Project
MP0036,MP,Allocated,P00074008,Project
MP0025,MP,Allocated,P00074009,Project
MP0097,MP,Allocated,P00074010,Project
MP0056,MP,Allocated,P00074011,Project
MP0021,MP,Allocated,P00074012,Project
MP0034,MP,Allocated,P00074013,Project
MP0025,MP,Allocated,P00074014,Project
MP0082,MP,Allocated,P00074015,Project
MP0011,MP,Allocated,P00074016,Project
MP0019,MP,Allocated,P00074017,Project
MP0049,MP,Allocated,P00074018,Project
MP0049,MP,Allocated,P00074019,Project
MP0034,MP,Allocated,P00074020,Project
MP0002,MP,Allocated,P00074021,Project
MP0030,MP,Allocated,P00074022,Project
MP0038,MP,Allocated,P00074023,Project
MP0015,MP,Allocated,P00074024,Project
MP0075,MP,Allocated,P00074025,Project
MP0088,MP,Allocated,P00074026,Project
MP0060,MP,Allocated,P00074027,Project
MP0004,MP,Allocated,P00074028,Project
MP0083,MP,Allocated,P00074029,Project
MP0093,MP,Allocated,P00074030,Project
MP0014,MP,Allocated,P00074031,Project
MP0081,MP,Allocated,P00074032,Project
MP0008,MP,Allocated,P00074033,Project
MP0077,MP,Allocated,P00074034,Project
MP0087,MP,Allocated,P00074035,Project
MP0093,MP,Allocated,P00074036,Project
MP0011,MP,Allocated,P00074037,Project
MP0080,MP,Allocated,P00074038,Project
MP0050,MP,Allocated,P00074039,Project
MP0087,MP,Allocated,P00074040,Project
MP0076,MP,Allocated,P00074041,Project
MP0038,MP,Allocated,P00074042,Project
MP0024,MP,Allocated,P00074043,Project
MP0095,MP,Allocated,P00074044,Project
MP0038,MP,Allocated,P00074045,Project
MP0100,MP,Allocated,P00074046,Project
MP0062,MP,Allocated,P00074047,Project
MP0056,MP,Allocated,P00074048,Project
MP0065,MP,Allocated,P00074049,Project
MP0090,MP,Allocated,P00074050,Project
MP0017,MP,Allocated,P00074051,Project
MP0100,MP,Allocated,P00074052,Project
MP0017,MP,Allocated,P00074053,Project
MP0027,MP,Allocated,P00074054,Project
MP0089,MP,Allocated,P00074055,Project
MP0094,MP,Allocated,P00074056,Project
MP0025,MP,Allocated,P00074057,Project
MP0096,MP,Allocated,P00074058,Project
MP0076,MP,Allocated,P00074059,Project
MP0049,MP,Allocated,P00074060,Project
MP0058,MP,Allocated,P00074061,Project
MP0085,MP,Allocated,P00074062,Project
MP0098,MP,Allocated,P00074063,Project
MP0001,MP,Allocated,P00074064,Project
MP0013,MP,Allocated,P00074065,Project
MP0053,MP,Allocated,P00074066,Project
MP0021,MP,Allocated,P00074067,Project
MP0001,MP,Allocated,P00074068,Project
MP0077,MP,Allocated,P00074069,Project
MP0031,MP,Allocated,P00074070,Project
MP0061,MP,Allocated,P00074071,Project
MP0087,MP,Allocated,P00074072,Project
MP0003,MP,Allocated,P00074073,Project
MP0075,MP,Allocated,P00074074,Project
MP0029,MP,Allocated,P00074075,Project
MP0048,MP,Allocated,P00074076,Project
MP0082,MP,Allocated,P00074077,Project
MP0062,MP,Allocated,P00074078,Project
MP0025,MP,Allocated,P00074079,Project
MP0034,MP,Allocated,P00074080,Project
MP0018,MP,Allocated,P00074081,Project
MP0065,MP,Allocated,P00074082,Project
MP0028,MP,Allocated,P00074083,Project
MP0004,MP,Allocated,P00074084,Project
MP0021,MP,Allocated,P00074085,Project
MP0070,MP,Allocated,P00074086,Project
MP0021,MP,Allocated,P00074087,Project
MP0094,MP,Allocated,P00074088,Project
MP0020,MP,Allocated,P00074089,Project
MP0041,MP,Allocated,P00074090,Project
MP0096,MP,Allocated,P00074091,Project
MP0053,MP,Allocated,P00074092,Project
MP0062,MP,Allocated,P00074093,Project
MP0031,MP,Allocated,P00074094,Project
MP0100,MP,Allocated,P00074095,Project
MP0025,MP,Allocated,P00074096,Project
MP0069,MP,Allocated,P00074097,Project
MP0072,MP,Allocated,P00074098,Project
MP0017,MP,Allocated,P00074099,Project
MP0079,MP,Allocated,P00074100,Project
MP0020,MP,Allocated,P00074101,Project
MP0045,MP,Allocated,P00074102,Project
MP0093,MP,Allocated,P00074103,Project
MP0100,MP,Allocated,P00074104,Project
MP0050,MP,Allocated,P00074105,Project
MP0051,MP,Allocated,P00074106,Project
MP0092,MP,Allocated,P00074107,Project
MP0072,MP,Allocated,P00074108,Project
MP0078,MP,Allocated,P00074109,Project
MP0033,MP,Allocated,P00074110,Project
MP0098,MP,Allocated,P00074111,Project
MP0029,MP,Allocated,P00074112,Project
MP0022,MP,Allocated,P00074113,Project
MP0067,MP,Allocated,P00074114,Project
MP0087,MP,Allocated,P00074115,Project
MP0003,MP,Allocated,P00074116,Project
MP0006,MP,Allocated,P00074117,Project
MP0040,MP,Allocated,P00074118,Project
MP0087,MP,Allocated,P00074119,Project
MP0076,MP,Allocated,P00074120,Project
MP0069,MP,Allocated,P00074121,Project
MP0005,MP,Allocated,P00074122,Project
MP0003,MP,Allocated,P00074123,Project
MP0004,MP,Allocated,P00074124,Project
MP0063,MP,Allocated,P00074125,Project
MP0088,MP,Allocated,P00074126,Project
MP0005,MP,Allocated,P00074127,Project
MP0061,MP,Allocated,P00074128,Project
MP0095,MP,Allocated,P00074129,Project
MP0057,MP,Allocated,P00074130,Project
MP0099,MP,Allocated,P00074131,Project
MP0042,MP,Allocated,P00074132,Project
MP0083,MP,Allocated,P00074133,Project
MP0056,MP,Allocated,P00074134,Project
MP0072,MP,Allocated,P00074135,Project
MP0028,MP,Allocated,P00074136,Project
MP0055,MP,Allocated,P00074137,Project
MP0038,MP,Allocated,P00074138,Project
MP0023,MP,Allocated,P00074139,Project
MP0007,MP,Allocated,P00074140,Project
MP0038,MP,Allocated,P00074141,Project
MP0077,MP,Allocated,P00074142,Project
MP0057,MP,Allocated,P00074143,Project
MP0085,MP,Allocated,P00074144,Project
MP0037,MP,Allocated,P00074145,Project
MP0006,MP,Allocated,P00074146,Project
MP0010,MP,Allocated,P00074147,Project
MP0027,MP,Allocated,P00074148,Project
MP0090,MP,Allocated,P00074149,Project
MP0057,MP,Allocated,P00074150,Project
MP0092,MP,Allocated,P00074151,Project
MP0016,MP,Allocated,P00074152,Project
MP0059,MP,Allocated,P00074153,Project
MP0028,MP,Allocated,P00074154,Project
MP0003,MP,Allocated,P00074155,Project
MP0057,MP,Allocated,P00074156,Project
MP0065,MP,Allocated,P00074157,Project
MP0067,MP,Allocated,P00074158,Project
MP0030,MP,Allocated,P00074159,Project
MP0019,MP,Allocated,P00074160,Project
MP0097,MP,Allocated,P00074161,Project
MP0008,MP,Allocated,P00074162,Project
MP0062,MP,Allocated,P00074163,Project
MP0019,MP,Allocated,P00074164,Project
MP0036,MP,Allocated,P00074165,Project
MP0069,MP,Allocated,P00074166,Project
MP0060,MP,Allocated,P00074167,Project
MP0034,MP,Allocated,P00074168,Project
MP0055,MP,Allocated,P00074169,Project
MP0027,MP,Allocated,P00074170,Project
MP0039,MP,Allocated,P00074171,Project
MP0042,MP,Allocated,P00074172,Project
MP0042,MP,Allocated,P00074173,Project
MP0088,MP,Allocated,P00074174,Project
MP0048,MP,Allocated,P00074175,Project
MP0031,MP,Allocated,P00074176,Project
MP0022,MP,Allocated,P00074177,Project
MP0087,MP,Allocated,P00074178,Project
MP0041,MP,Allocated,P00074179,Project
MP0024,MP,Allocated,P00074180,Project
MP0040,MP,Allocated,P00074181,Project
MP0032,MP,Allocated,P00074182,Project
MP0051,MP,Allocated,P00074183,Project
MP0033,MP,Allocated,P00074184,Project
MP0028,MP,Allocated,P00074185,Project
MP0081,MP,Allocated,P00074186,Project
MP0090,MP,Allocated,P00074187,Project
MP0082,MP,Allocated,P00074188,Project
MP0079,MP,Allocated,P00074189,Project
MP0063,MP,Allocated,P00074190,Project
MP0022,MP,Allocated,P00074191,Project
MP0018,MP,Allocated,P00074192,Project
MP0085,MP,Allocated,P00074193,Project
MP0083,MP,Allocated,P00074194,Project
MP0002,MP,Allocated,P00074195,Project
MP0094,MP,Allocated,P00074196,Project
MP0089,MP,Allocated,P00074197,Project
MP0026,MP,Allocated,P00074198,Project
MP0039,MP,Allocated,P00074199,Project
MP0017,MP,Allocated,P00074200,Project
MP0016,MP,Allocated,P00074201,Project
MP0027,MP,Allocated,P00074202,Project
MP0049,MP,Allocated,P00074203,Project
MP0003,MP,Allocated,P00074204,Project
MP0042,MP,Allocated,P00074205,Project
MP0063,MP,Allocated,P00074206,Project
MP0029,MP,Allocated,P00074207,Project
MP0002,MP,Allocated,P00074208,Project
MP0014,MP,Allocated,P00074209,Project
MP0012,MP,Allocated,P00074210,Project
MP0024,MP,Allocated,P00074211,Project
MP0028,MP,Allocated,P00074212,Project
MP0018,MP,Allocated,P00074213,Project
MP0089,MP,Allocated,P00074214,Project
MP0006,MP,Allocated,P00074215,Project
MP0030,MP,Allocated,P00074216,Project
MP0095,MP,Allocated,P00074217,Project
MP0034,MP,Allocated,P00074218,Project
MP0083,MP,Allocated,P00074219,Project
MP0058,MP,Allocated,P00074220,Project
MP0028,MP,Allocated,P00074221,Project
MP0072,MP,Allocated,P00074222,Project
MP0075,MP,Allocated,P00074223,Project
MP0053,MP,Allocated,P00074224,Project
MP0016,MP,Allocated,P00074225,Project
MP0026,MP,Allocated,P00074226,Project
MP0065,MP,Allocated,P00074227,Project
MP0057,MP,Allocated,P00074228,Project
MP0031,MP,Allocated,P00074229,Project
MP0027,MP,Allocated,P00074230,Project
MP0049,MP,Allocated,P00074231,Project
MP0009,MP,Allocated,P00074232,Project
MP0026,MP,Allocated,P00074233,Project
MP0006,MP,Allocated,P00074234,Project
MP0007,MP,Allocated,P00074235,Project
MP0013,MP,Allocated,P00074236,Project
MP0049,MP,Allocated,P00074237,Project
MP0010,MP,Allocated,P00074238,Project
MP0043,MP,Allocated,P00074239,Project
MP0049,MP,Allocated,P00074240,Project
MP0095,MP,Allocated,P00074241,Project
MP0018,MP,Allocated,P00074242,Project
MP0011,MP,Allocated,P00074243,Project
MP0010,MP,Allocated,P00074244,Project
MP0028,MP,Allocated,P00074245,Project
MP0085,MP,Allocated,P00074246,Project
MP0053,MP,Allocated,P00074247,Project
MP0054,MP,Allocated,P00074248,Project
MP0025,MP,Allocated,P00074249,Project
MP0006,MP,Allocated,P00074250,Project
MP0011,MP,Allocated,P00074251,Project
MP0033,MP,Allocated,P00074252,Project
MP0069,MP,Allocated,P00074253,Project
MP0098,MP,Allocated,P00074254,Project
MP0096,MP,Allocated,P00074255,Project
MP0046,MP,Allocated,P00074256,Project
MP0088,MP,Allocated,P00074257,Project
MP0077,MP,Allocated,P00074258,Project
MP0055,MP,Allocated,P00074259,Project
MP0070,MP,Allocated,P00074260,Project
MP0098,MP,Allocated,P00074261,Project
MP0051,MP,Allocated,P00074262,Project
MP0025,MP,Allocated,P00074263,Project
MP0023,MP,Allocated,P00074264,Project
MP0050,MP,Allocated,P00074265,Project
MP0046,MP,Allocated,P00074266,Project
MP0077,MP,Allocated,P00074267,Project
MP0092,MP,Allocated,P00074268,Project
MP0044,MP,Allocated,P00074269,Project
MP0013,MP,Allocated,P00074270,Project
MP0071,MP,Allocated,P00074271,Project
MP0048,MP,Allocated,P00074272,Project
MP0017,MP,Allocated,P00074273,Project
MP0073,MP,Allocated,P00074274,Project
MP0014,MP,Allocated,P00074275,Project
MP0030,MP,Allocated,P00074276,Project
MP0030,MP,Allocated,P00074277,Project
MP0033,MP,Allocated,P00074278,Project
MP0054,MP,Allocated,P00074279,Project
MP0057,MP,Allocated,P00074280,Project
MP0089,MP,Allocated,P00074281,Project
MP0031,MP,Allocated,P00074282,Project
MP0023,MP,Allocated,P00074283,Project
MP0052,MP,Allocated,P00074284,Project
MP0091,MP,Allocated,P00074285,Project
MP0097,MP,Allocated,P00074286,Project
MP0054,MP,Allocated,P00074287,Project
MP0047,MP,Allocated,P00074288,Project
MP0049,MP,Allocated,P00074289,Project
MP0084,MP,Allocated,P00074290,Project
MP0056,MP,Allocated,P00074291,Project
MP0092,MP,Allocated,P00074292,Project
MP0008,MP,Allocated,P00074293,Project
MP0022,MP,Allocated,P00074294,Project
MP0062,MP,Allocated,P00074295,Project
MP0054,MP,Allocated,P00074296,Project
MP0035,MP,Allocated,P00074297,Project
MP0095,MP,Allocated,P00074298,Project
MP0088,MP,Allocated,P00074299,Project
MP0015,MP,Allocated,P00074300,Project
MP0095,MP,Allocated,P00074301,Project
MP0005,MP,Allocated,P00074302,Project
MP0086,MP,Allocated,P00074303,Project
MP0017,MP,Allocated,P00074304,Project
MP0092,MP,Allocated,P00074305,Project
MP0003,MP,Allocated,P00074306,Project
MP0019,MP,Allocated,P00074307,Project
MP0091,MP,Allocated,P00074308,Project
MP0081,MP,Allocated,P00074309,Project
MP0096,MP,Allocated,P00074310,Project
MP0037,MP,Allocated,P00074311,Project
MP0021,MP,Allocated,P00074312,Project
MP0051,MP,Allocated,P00074313,Project
MP0054,MP,Allocated,P00074314,Project
MP0011,MP,Allocated,P00074315,Project
MP0065,MP,Allocated,P00074316,Project
MP0030,MP,Allocated,P00074317,Project
MP0090,MP,Allocated,P00074318,Project
MP0043,MP,Allocated,P00074319,Project
MP0036,MP,Allocated,P00074320,Project
MP0090,MP,Allocated,P00074321,Project
MP0057,MP,Allocated,P00074322,Project
MP0091,MP,Allocated,P00074323,Project
MP0026,MP,Allocated,P00074324,Project
MP0082,MP,Allocated,P00074325,Project
MP0097,MP,Allocated,P00074326,Project
MP0100,MP,Allocated,P00074327,Project
MP0098,MP,Allocated,P00074328,Project
MP0060,MP,Allocated,P00074329,Project
MP0090,MP,Allocated,P00074330,Project
MP0022,MP,Allocated,P00074331,Project
MP0024,MP,Allocated,P00074332,Project
MP0012,MP,Allocated,P00074333,Project
MP0075,MP,Allocated,P00074334,Project
MP0060,MP,Allocated,P00074335,Project
MP0021,MP,Allocated,P00074336,Project
MP0080,MP,Allocated,P00074337,Project
MP0036,MP,Allocated,P00074338,Project
MP0007,MP,Allocated,P00074339,Project
MP0061,MP,Allocated,P00074340,Project
MP0053,MP,Allocated,P00074341,Project
MP0028,MP,Allocated,P00074342,Project
MP0024,MP,Allocated,P00074343,Project
MP0053,MP,Allocated,P00074344,Project
MP0013,MP,Allocated,P00074345,Project
MP0078,MP,Allocated,P00074346,Project
MP0095,MP,Allocated,P00074347,Project
MP0072,MP,Allocated,P00074348,Project
MP0001,MP,Allocated,P00074349,Project
MP0081,MP,Allocated,P00074350,Project
MP0041,MP,Allocated,P00074351,Project
MP0059,MP,Allocated,P00074352,Project
MP0013,MP,Allocated,P00074353,Project
MP0054,MP,Allocated,P00074354,Project
MP0047,MP,Allocated,P00074355,Project
MP0027,MP,Allocated,P00074356,Project
MP0077,MP,Allocated,P00074357,Project
MP0040,MP,Allocated,P00074358,Project
MP0091,MP,Allocated,P00074359,Project
MP0032,MP,Allocated,P00074360,Project
MP0058,MP,Allocated,P00074361,Project
MP0076,MP,Allocated,P00074362,Project
MP0043,MP,Allocated,P00074363,Project
MP0052,MP,Allocated,P00074364,Project
MP0077,MP,Allocated,P00074365,Project
MP0080,MP,Allocated,P00074366,Project
MP0034,MP,Allocated,P00074367,Project
MP0006,MP,Allocated,P00074368,Project
MP0048,MP,Allocated,P00074369,Project
MP0018,MP,Allocated,P00074370,Project
MP0081,MP,Allocated,P00074371,Project
MP0039,MP,Allocated,P00074372,Project
MP0078,MP,Allocated,P00074373,Project
MP0007,MP,Allocated,P00074374,Project
MP0006,MP,Allocated,P00074375,Project
MP0076,MP,Allocated,P00074376,Project
MP0098,MP,Allocated,P00074377,Project
MP0053,MP,Allocated,P00074378,Project
MP0001,MP,Allocated,P00074379,Project
MP0029,MP,Allocated,P00074380,Project
MP0092,MP,Allocated,P00074381,Project
MP0069,MP,Allocated,P00074382,Project
MP0085,MP,Allocated,P00074383,Project
MP0098,MP,Allocated,P00074384,Project
MP0085,MP,Allocated,P00074385,Project
MP0088,MP,Allocated,P00074386,Project
MP0049,MP,Allocated,P00074387,Project
MP0059,MP,Allocated,P00074388,Project
MP0013,MP,Allocated,P00074389,Project
MP0045,MP,Allocated,P00074390,Project
MP0046,MP,Allocated,P00074391,Project
MP0023,MP,Allocated,P00074392,Project
MP0032,MP,Allocated,P00074393,Project
MP0072,MP,Allocated,P00074394,Project
MP0075,MP,Allocated,P00074395,Project
MP0013,MP,Allocated,P00074396,Project
MP0053,MP,Allocated,P00074397,Project
MP0020,MP,Allocated,P00074398,Project
MP0001,MP,Allocated,P00074399,Project
MP0057,MP,Allocated,P00074400,Project
MP0066,MP,Allocated,P00074401,Project
MP0011,MP,Allocated,P00074402,Project
MP0046,MP,Allocated,P00074403,Project
MP0030,MP,Allocated,P00074404,Project
MP0069,MP,Allocated,P00074405,Project
MP0007,MP,Allocated,P00074406,Project
MP0024,MP,Allocated,P00074407,Project
MP0095,MP,Allocated,P00074408,Project
MP0048,MP,Allocated,P00074409,Project
MP0094,MP,Allocated,P00074410,Project
MP0043,MP,Allocated,P00074411,Project
MP0079,MP,Allocated,P00074412,Project
MP0036,MP,Allocated,P00074413,Project
MP0074,MP,Allocated,P00074414,Project
MP0001,MP,Allocated,P00074415,Project
MP0007,MP,Allocated,P00074416,Project
MP0044,MP,Allocated,P00074417,Project
MP0061,MP,Allocated,P00074418,Project
MP0026,MP,Allocated,P00074419,Project
MP0030,MP,Allocated,P00074420,Project
MP0001,MP,Allocated,P00074421,Project
MP0063,MP,Allocated,P00074422,Project
MP0015,MP,Allocated,P00074423,Project
MP0063,MP,Allocated,P00074424,Project
MP0055,MP,Allocated,P00074425,Project
MP0057,MP,Allocated,P00074426,Project
MP0020,MP,Allocated,P00074427,Project
MP0022,MP,Allocated,P00074428,Project
MP0089,MP,Allocated,P00074429,Project
MP0050,MP,Allocated,P00074430,Project
MP0036,MP,Allocated,P00074431,Project
MP0037,MP,Allocated,P00074432,Project
MP0046,MP,Allocated,P00074433,Project
MP0027,MP,Allocated,P00074434,Project
MP0019,MP,Allocated,P00074435,Project
MP0083,MP,Allocated,P00074436,Project
MP0016,MP,Allocated,P00074437,Project
MP0054,MP,Allocated,P00074438,Project
MP0085,MP,Allocated,P00074439,Project
MP0097,MP,Allocated,P00074440,Project
MP0095,MP,Allocated,P00074441,Project
MP0034,MP,Allocated,P00074442,Project
MP0079,MP,Allocated,P00074443,Project
MP0051,MP,Allocated,P00074444,Project
MP0036,MP,Allocated,P00074445,Project
MP0053,MP,Allocated,P00074446,Project
MP0090,MP,Allocated,P00074447,Project
MP0094,MP,Allocated,P00074448,Project
MP0062,MP,Allocated,P00074449,Project
MP0031,MP,Allocated,P00074450,Project
MP0089,MP,Allocated,P00074451,Project
MP0004,MP,Allocated,P00074452,Project
MP0012,MP,Allocated,P00074453,Project
MP0053,MP,Allocated,P00074454,Project
MP0061,MP,Allocated,P00074455,Project
MP0019,MP,Allocated,P00074456,Project
MP0056,MP,Allocated,P00074457,Project
MP0009,MP,Allocated,P00074458,Project
MP0025,MP,Allocated,P00074459,Project
MP0054,MP,Allocated,P00074460,Project
MP0047,MP,Allocated,P00074461,Project
MP0041,MP,Allocated,P00074462,Project
MP0051,MP,Allocated,P00074463,Project
MP0050,MP,Allocated,P00074464,Project
MP0007,MP,Allocated,P00074465,Project
MP0027,MP,Allocated,P00074466,Project
MP0048,MP,Allocated,P00074467,Project
MP0055,MP,Allocated,P00074468,Project
MP0063,MP,Allocated,P00074469,Project
MP0006,MP,Allocated,P00074470,Project
MP0035,MP,Allocated,P00074471,Project
MP0032,MP,Allocated,P00074472,Project
MP0078,MP,Allocated,P00074473,Project
MP0006,MP,Allocated,P00074474,Project
MP0063,MP,Allocated,P00074475,Project
MP0018,MP,Allocated,P00074476,Project
MP0031,MP,Allocated,P00074477,Project
MP0052,MP,Allocated,P00074478,Project
MP0016,MP,Allocated,P00074479,Project
MP0056,MP,Allocated,P00074480,Project
MP0067,MP,Allocated,P00074481,Project
MP0095,MP,Allocated,P00074482,Project
MP0062,MP,Allocated,P00074483,Project
MP0081,MP,Allocated,P00074484,Project
MP0052,MP,Allocated,P00074485,Project
MP0005,MP,Allocated,P00074486,Project
MP0053,MP,Allocated,P00074487,Project
MP0080,MP,Allocated,P00074488,Project
MP0017,MP,Allocated,P00074489,Project
MP0031,MP,Allocated,P00074490,Project
MP0016,MP,Allocated,P00074491,Project
MP0057,MP,Allocated,P00074492,Project
MP0021,MP,Allocated,P00074493,Project
MP0041,MP,Allocated,P00074494,Project
MP0039,MP,Allocated,P00074495,Project
MP0037,MP,Allocated,P00074496,Project
MP0041,MP,Allocated,P00074497,Project
MP0053,MP,Allocated,P00074498,Project
MP0074,MP,Allocated,P00074499,Project
MP0032,MP,Allocated,P00074500,Project
MP0025,MP,Allocated,P00074501,Project
MP0053,MP,Allocated,P00074502,Project
MP0064,MP,Allocated,P00074503,Project
MP0033,MP,Allocated,P00074504,Project
MP0038,MP,Allocated,P00074505,Project
MP0092,MP,Allocated,P00074506,Project
MP0079,MP,Allocated,P00074507,Project
MP0008,MP,Allocated,P00074508,Project
MP0001,MP,Allocated,P00074509,Project
MP0074,MP,Allocated,P00074510,Project
MP0059,MP,Allocated,P00074511,Project
MP0035,MP,Allocated,P00074512,Project
MP0097,MP,Allocated,P00074513,Project
MP0016,MP,Allocated,P00074514,Project
MP0014,MP,Allocated,P00074515,Project
MP0005,MP,Allocated,P00074516,Project
MP0080,MP,Allocated,P00074517,Project
MP0021,MP,Allocated,P00074518,Project
MP0058,MP,Allocated,P00074519,Project
MP0057,MP,Allocated,P00074520,Project
MP0011,MP,Allocated,P00074521,Project
MP0071,MP,Allocated,P00074522,Project
MP0008,MP,Allocated,P00074523,Project
MP0081,MP,Allocated,P00074524,Project
MP0094,MP,Allocated,P00074525,Project
MP0014,MP,Allocated,P00074526,Project
MP0049,MP,Allocated,P00074527,Project
MP0033,MP,Allocated,P00074528,Project
MP0024,MP,Allocated,P00074529,Project
MP0071,MP,Allocated,P00074530,Project
MP0038,MP,Allocated,P00074531,Project
MP0079,MP,Allocated,P00074532,Project
MP0050,MP,Allocated,P00074533,Project
MP0089,MP,Allocated,P00074534,Project
MP0064,MP,Allocated,P00074535,Project
MP0081,MP,Allocated,P00074536,Project
MP0097,MP,Allocated,P00074537,Project
MP0002,MP,Allocated,P00074538,Project
MP0039,MP,Allocated,P00074539,Project
MP0074,MP,Allocated,P00074540,Project
MP0014,MP,Allocated,P00074541,Project
MP0012,MP,Allocated,P00074542,Project
MP0081,MP,Allocated,P00074543,Project
MP0078,MP,Allocated,P00074544,Project
MP0051,MP,Allocated,P00074545,Project
MP0010,MP,Allocated,P00074546,Project
MP0044,MP,Allocated,P00074547,Project
MP0040,MP,Allocated,P00074548,Project
MP0093,MP,Allocated,P00074549,Project
MP0060,MP,Allocated,P00074550,Project
MP0070,MP,Allocated,P00074551,Project
MP0031,MP,Allocated,P00074552,Project
MP0037,MP,Allocated,P00074553,Project
MP0073,MP,Allocated,P00074554,Project
MP0058,MP,Allocated,P00074555,Project
MP0043,MP,Allocated,P00074556,Project
MP0097,MP,Allocated,P00074557,Project
MP0071,MP,Allocated,P00074558,Project
MP0038,MP,Allocated,P00074559,Project
MP0008,MP,Allocated,P00074560,Project
MP0034,MP,Allocated,P00074561,Project
MP0017,MP,Allocated,P00074562,Project
MP0017,MP,Allocated,P00074563,Project
MP0094,MP,Allocated,P00074564,Project
MP0082,MP,Allocated,P00074565,Project
MP0053,MP,Allocated,P00074566,Project
MP0015,MP,Allocated,P00074567,Project
MP0064,MP,Allocated,P00074568,Project
MP0057,MP,Allocated,P00074569,Project
MP0020,MP,Allocated,P00074570,Project
MP0061,MP,Allocated,P00074571,Project
MP0025,MP,Allocated,P00074572,Project
MP0078,MP,Allocated,P00074573,Project
MP0027,MP,Allocated,P00074574,Project
MP0047,MP,Allocated,P00074575,Project
MP0099,MP,Allocated,P00074576,Project
MP0028,MP,Allocated,P00074577,Project
MP0006,MP,Allocated,P00074578,Project
MP0041,MP,Allocated,P00074579,Project
MP0059,MP,Allocated,P00074580,Project
MP0095,MP,Allocated,P00074581,Project
MP0078,MP,Allocated,P00074582,Project
MP0061,MP,Allocated,P00074583,Project
MP0080,MP,Allocated,P00074584,Project
MP0049,MP,Allocated,P00074585,Project
MP0100,MP,Allocated,P00074586,Project
MP0005,MP,Allocated,P00074587,Project
MP0096,MP,Allocated,P00074588,Project
MP0011,MP,Allocated,P00074589,Project
MP0086,MP,Allocated,P00074590,Project
MP0040,MP,Allocated,P00074591,Project
MP0092,MP,Allocated,P00074592,Project
MP0070,MP,Allocated,P00074593,Project
MP0039,MP,Allocated,P00074594,Project
MP0070,MP,Allocated,P00074595,Project
MP0020,MP,Allocated,P00074596,Project
MP0004,MP,Allocated,P00074597,Project
MP0089,MP,Allocated,P00074598,Project
MP0013,MP,Allocated,P00074599,Project
MP0049,MP,Allocated,P00074600,Project
MP0076,MP,Allocated,P00074601,Project
MP0009,MP,Allocated,P00074602,Project
MP0059,MP,Allocated,P00074603,Project
MP0003,MP,Allocated,P00074604,Project
MP0096,MP,Allocated,P00074605,Project
MP0011,MP,Allocated,P00074606,Project
MP0005,MP,Allocated,P00074607,Project
MP0035,MP,Allocated,P00074608,Project
MP0024,MP,Allocated,P00074609,Project
MP0070,MP,Allocated,P00074610,Project
MP0082,MP,Allocated,P00074611,Project
MP0006,MP,Allocated,P00074612,Project
MP0086,MP,Allocated,P00074613,Project
MP0042,MP,Allocated,P00074614,Project
MP0043,MP,Allocated,P00074615,Project
MP0014,MP,Allocated,P00074616,Project
MP0076,MP,Allocated,P00074617,Project
MP0025,MP,Allocated,P00074618,Project
