Photo_ID,Project_ID,Photo_Date,Latitude,Longitude,Claimed_Latitude,Claimed_Longitude,GPS_Distance_KM,Photo_Hash,Duplicate_Photo_Flag,GPS_Verification
PH00050745,P00050745,2025-09-04,10.465407,68.642055,10.809865,69.29393,104.49,d84c66adb7696232,Yes,Duplicate
PH00050746,P00050746,2025-09-03,12.314351,84.697929,12.314351,84.697929,0.09,b3731ccea6c8fde6,No,Verified
PH00050747,P00050747,2025-08-21,9.20276,87.769801,9.20276,87.769801,0.12,ed22095ac3450083,No,Verified
PH00050748,P00050748,2025-05-17,23.472402,82.52211,23.472402,82.52211,0.19,aef253ac44b9f712,No,Verified
PH00050749,P00050749,2025-06-30,29.259763,76.725717,29.259763,76.725717,0.12,65dfab715551452c,No,Verified
PH00050750,P00050750,2025-09-02,32.537694,93.573292,32.537694,93.573292,0.41,3403fcb23facb1e5,No,Verified
PH00050751,P00050751,2025-11-19,17.549734,81.637911,17.549734,81.637911,0.48,aec7a555c3d046b3,No,Verified
PH00050752,P00050752,2025-12-14,25.44043,87.005942,25.44043,87.005942,0.39,5086c35a6e1eb2a7,No,Verified
PH00050753,P00050753,2026-01-03,10.978045,93.688929,10.978045,93.688929,0.35,673775cbb2a7d96a,No,Verified
PH00050754,P00050754,2025-08-24,15.802284,85.168217,15.802284,85.168217,0.32,767107c8aaf4da6f,No,Verified
PH00050755,P00050755,2025-11-21,14.852633,95.510534,14.852633,95.510534,0.46,61b2e49343f36cb4,No,Verified
PH00050756,P00050756,2025-09-26,27.106591,80.733708,27.106591,80.733708,0.22,e54d119902b93d5d,No,Verified
PH00050757,P00050757,2025-08-29,31.847124,88.729857,31.847124,88.729857,0.41,feeed4161adb95d1,No,Verified
PH00050758,P00050758,2025-02-09,21.732695,88.479587,21.732695,88.479587,0.18,95f9918748599333,No,Verified
PH00050759,P00050759,2026-02-10,9.412824,79.009899,9.412824,79.009899,0.38,2ae1dca6b9de27a5,No,Verified
PH00050760,P00050760,2025-08-06,24.133085,92.121292,24.133085,92.121292,0.49,2a05235e8fa4fc30,No,Verified
PH00050761,P00050761,2025-10-14,34.591908,72.393305,34.591908,72.393305,0.34,7c391d90236046c7,No,Verified
PH00050762,P00050762,2025-08-12,13.86737,88.036704,13.86737,88.036704,0.04,5d1c17ef1f8db8a6,No,Verified
PH00050763,P00050763,2025-12-22,28.258553,87.055132,28.258553,87.055132,0.31,508927fb7f0e91b2,No,Verified
PH00050764,P00050764,2026-01-24,17.120932,86.672966,17.120932,86.672966,0.03,cb93a5b3ecc56bb2,No,Verified
PH00050765,P00050765,2025-02-27,8.740147,94.555302,8.740147,94.555302,0.26,fc151b34d378a049,No,Verified
PH00050766,P00050766,2025-03-17,23.260538,86.834921,23.260538,86.834921,0.37,1ff72dba23b53259,No,Verified
PH00050767,P00050767,2025-07-23,26.484771,92.879884,26.484771,92.879884,0.29,160c6f4383b1a051,No,Verified
PH00050768,P00050768,2025-09-26,28.629798,96.576188,28.629798,96.576188,0.25,4c7ee94f802139ac,No,Verified
PH00050769,P00050769,2025-08-02,17.043609,89.71831,17.043609,89.71831,0.31,20f66d2ee5330001,No,Verified
PH00050770,P00050770,2025-05-08,25.896574,95.635807,25.896574,95.635807,0.14,daa515f8b2a75edd,No,Verified
PH00050771,P00050771,2026-02-09,29.678681,96.010537,29.678681,96.010537,0.41,e61b0e51541f1ccd,No,Verified
PH00050772,P00050772,2025-05-20,33.097367,72.588203,33.097367,72.588203,0.28,967965f60c5e8725,No,Verified
PH00050773,P00050773,2025-10-25,20.740905,74.893012,20.740905,74.893012,0.35,b9e6a3f649a4e631,No,Verified
PH00050774,P00050774,2026-02-17,13.586303,75.976486,13.586303,75.976486,0.46,6fbee27466c0fa8b,No,Verified
PH00050775,P00050775,2025-05-17,25.445663,68.560626,25.445663,68.560626,0.27,34804b9e7e70c44c,No,Verified
PH00050776,P00050776,2025-12-05,21.364922,91.153065,21.364922,91.153065,0.15,1e53eff583afe0f0,No,Verified
PH00050777,P00050777,2025-09-18,9.161909,88.222716,9.161909,88.222716,0.32,8359218d84332b82,No,Verified
PH00050778,P00050778,2025-08-30,14.378659,92.105467,14.378659,92.105467,0.3,af675a05737cd337,No,Verified
PH00050779,P00050779,2025-10-21,14.990477,94.563295,14.990477,94.563295,0.29,c1c64b0a5b47eda1,No,Verified
PH00050780,P00050780,2025-06-18,10.513541,84.487443,11.677116,85.633166,138.66,8e4e8a494b9ffb4e,No,Mismatch
PH00050781,P00050781,2025-09-19,16.557133,93.100011,16.557133,93.100011,0.33,0ecef9df499a4d3c,No,Verified
PH00050782,P00050782,2026-03-28,34.467561,84.484182,34.467561,84.484182,0.21,f64ccf77cc00f83f,No,Verified
PH00050783,P00050783,2025-12-28,16.734906,88.004414,16.734906,88.004414,0.33,917ae6bf1479f833,No,Verified
PH00050784,P00050784,2026-01-30,34.193453,78.959763,34.193453,78.959763,0.36,d8e9bb16ad827260,No,Verified
PH00050785,P00050785,2025-11-09,8.043587,94.12262,8.043587,94.12262,0.08,c3b89b5ca7d7eadc,No,Verified
PH00050786,P00050786,2025-06-25,14.781863,75.187224,14.781863,75.187224,0.48,3cd30dd5ce830650,No,Verified
PH00050787,P00050787,2025-08-16,27.486687,89.739192,27.486687,89.739192,0.12,78ab80126cc4f18b,No,Verified
PH00050788,P00050788,2025-09-12,15.99479,78.585675,15.99479,78.585675,0.43,257fd7c4a7bdad95,No,Verified
PH00050789,P00050789,2025-09-13,10.905964,86.401693,10.905964,86.401693,0.19,87383fbdca27649d,No,Verified
PH00050790,P00050790,2025-06-30,31.666787,85.760676,31.666787,85.760676,0.08,3766c317ab01ec81,No,Verified
PH00050791,P00050791,2025-09-16,34.054216,86.856409,34.054216,86.856409,0.47,5f80c22d156743a0,No,Verified
PH00050792,P00050792,2025-12-08,22.372324,69.239301,22.372324,69.239301,0.25,8767a1e837c976b4,No,Verified
PH00050793,P00050793,2025-09-14,25.612608,78.617545,26.02413,79.41193,69.39,481ab09f7f19b094,No,Mismatch
PH00050794,P00050794,2025-06-28,8.970415,94.039973,8.970415,94.039973,0.28,195ac9afbf728ec3,No,Verified
PH00050795,P00050795,2025-08-07,22.619217,77.195151,22.619217,77.195151,0.44,90f4edb4d6afe690,No,Verified
PH00050796,P00050796,2025-11-19,31.752938,92.006939,31.752938,92.006939,0.26,746074456e665eac,No,Verified
PH00050797,P00050797,2025-11-21,28.579681,80.385774,28.579681,80.385774,0.21,1830f4d75a5a6668,No,Verified
PH00050798,P00050798,2025-06-18,19.033343,74.287844,19.033343,74.287844,0.2,db9c2caf3a17c98c,No,Verified
PH00050799,P00050799,2025-07-11,19.546227,70.727457,19.546227,70.727457,0.39,a3671b5977a504e3,No,Verified
PH00050800,P00050800,2025-02-08,18.788629,79.127364,18.788629,79.127364,0.14,4e0552868a6e835d,No,Verified
PH00050801,P00050801,2026-01-28,10.574858,93.118213,10.574858,93.118213,0.32,3b5db0a536768970,No,Verified
PH00050802,P00050802,2025-09-17,28.563773,74.098721,28.563773,74.098721,0.16,dac685b4f4571024,No,Verified
PH00050803,P00050803,2025-09-16,20.666111,81.876309,20.666111,81.876309,0.48,ebc3537e4d114061,No,Verified
PH00050804,P00050804,2025-11-16,12.047928,85.589803,12.047928,85.589803,0.03,dca6135d2e797fd8,No,Verified
PH00050805,P00050805,2026-03-20,33.544546,71.029247,33.544546,71.029247,0.09,9ae64263337dbbfb,No,Verified
PH00050806,P00050806,2025-07-29,21.73434,83.273782,21.73434,83.273782,0.32,938ca7fa77a57cd3,No,Verified
PH00050807,P00050807,2026-01-03,15.059753,90.294167,15.059753,90.294167,0.06,10a86044cf686700,No,Verified
PH00050808,P00050808,2025-10-13,30.880801,80.17512,30.880801,80.17512,0.33,dffc95105dce198a,No,Verified
PH00050809,P00050809,2026-03-24,27.366253,77.473276,27.909956,78.138009,44.75,bd1dff8bf54782be,Yes,Duplicate
PH00050810,P00050810,2025-07-29,21.382041,73.03809,21.382041,73.03809,0.09,29f30053284c2684,No,Verified
PH00050811,P00050811,2025-07-11,24.843376,83.454964,24.843376,83.454964,0.04,5d8dfb461d6d2ec5,No,Verified
PH00050812,P00050812,2025-08-27,23.637181,91.565653,23.637181,91.565653,0.08,9acab679964c00bc,No,Verified
PH00050813,P00050813,2025-12-05,12.300385,86.205674,12.300385,86.205674,0.06,1c0e26ae14037d4b,No,Verified
PH00050814,P00050814,2025-09-22,20.96754,73.449749,20.96754,73.449749,0.37,afa7452e8d5d3abb,No,Verified
PH00050815,P00050815,2025-08-21,9.887838,71.690617,9.887838,71.690617,0.05,c5fba3f5e7d4f1ca,No,Verified
PH00050816,P00050816,2025-04-22,24.960649,84.855432,24.960649,84.855432,0.05,f0d10c1ef5d5c17f,No,Verified
PH00050817,P00050817,2025-06-10,29.287817,85.984003,29.287817,85.984003,0.48,5f135553cdeb066c,No,Verified
PH00050818,P00050818,2025-06-11,28.875492,94.10928,28.875492,94.10928,0.34,b86aae0239ba4de4,No,Verified
PH00050819,P00050819,2025-06-08,25.391216,92.760046,25.391216,92.760046,0.38,93c090fd476dfb28,No,Verified
PH00050820,P00050820,2025-10-27,9.548739,72.95806,9.548739,72.95806,0.42,77e498d3c1aec110,No,Verified
PH00050821,P00050821,2025-11-09,14.059943,90.168374,14.059943,90.168374,0.34,c040b05a0d0e055e,No,Verified
PH00050822,P00050822,2025-11-07,20.371897,89.445007,20.371897,89.445007,0.47,299d95fea9dd6b0b,No,Verified
PH00050823,P00050823,2025-11-04,8.820437,96.614517,8.820437,96.614517,0.38,cd4f3c69f778eaae,No,Verified
PH00050824,P00050824,2025-08-29,32.430225,70.124792,32.430225,70.124792,0.1,5640b6c3dd8b72c9,No,Verified
PH00050825,P00050825,2025-11-28,8.086457,85.572247,8.086457,85.572247,0.07,9b72407358db1035,No,Verified
PH00050826,P00050826,2025-11-20,22.770562,69.439573,22.770562,69.439573,0.02,7151c90aafb3918b,No,Verified
PH00050827,P00050827,2025-07-14,26.07216,72.239943,26.07216,72.239943,0.12,f2dccae1822be2a1,No,Verified
PH00050828,P00050828,2025-09-09,16.409059,69.461056,16.409059,69.461056,0.41,87c15969c6d5eb39,No,Verified
PH00050829,P00050829,2025-10-01,17.31897,77.479972,18.133846,78.589308,119.26,1d022f5a39ca3bdf,No,Mismatch
PH00050830,P00050830,2025-09-25,21.516073,95.88879,21.516073,95.88879,0.44,f7d1a6af6066916d,No,Verified
PH00050831,P00050831,2025-09-14,14.782171,88.34245,14.782171,88.34245,0.06,3c8dcfdf7ff8dd66,No,Verified
PH00050832,P00050832,2025-09-29,34.800751,70.3857,34.800751,70.3857,0.35,c244c25b908553d3,No,Verified
PH00050833,P00050833,2026-02-02,18.781168,83.566646,18.781168,83.566646,0.42,c03433940635427b,No,Verified
PH00050834,P00050834,2025-11-23,34.572333,83.226548,34.572333,83.226548,0.38,10638b7843d5852d,No,Verified
PH00050835,P00050835,2025-11-23,20.687177,70.012521,20.687177,70.012521,0.4,851f2d3586dbdee1,No,Verified
PH00050836,P00050836,2025-12-10,25.815059,88.817958,25.815059,88.817958,0.31,087893e71eba232c,No,Verified
PH00050837,P00050837,2025-11-16,33.76861,90.605605,33.76861,90.605605,0.14,0630bcf27a36c585,No,Verified
PH00050838,P00050838,2025-11-16,12.156218,93.952891,12.156218,93.952891,0.35,1a38e3b8e7c8b160,No,Verified
PH00050839,P00050839,2026-02-03,23.615082,85.959465,23.615082,85.959465,0.3,c842a97ed8bb1b56,No,Verified
PH00050840,P00050840,2025-10-12,16.773754,76.935986,16.773754,76.935986,0.46,56ac29e2685b8800,No,Verified
PH00050841,P00050841,2025-04-24,34.769237,88.710641,34.769237,88.710641,0.07,67bb9a1ccfe0a8dc,No,Verified
PH00050842,P00050842,2025-10-14,10.358055,87.449148,10.358055,87.449148,0.05,2112c0f1202f2242,No,Verified
PH00050843,P00050843,2025-07-21,20.65349,80.720466,20.65349,80.720466,0.02,00ca70ec177fc795,No,Verified
PH00050844,P00050844,2025-11-18,8.393251,87.551325,8.393251,87.551325,0.05,8d0c22a44cdba900,No,Verified
PH00050845,P00050845,2025-11-10,12.550742,77.47575,12.550742,77.47575,0.05,04aa09b68684e7b2,No,Verified
PH00050846,P00050846,2025-12-10,13.517239,93.287163,13.517239,93.287163,0.47,fcc80f571420dd84,No,Verified
PH00050847,P00050847,2025-10-28,19.049857,79.496534,19.049857,79.496534,0.15,22993a2483e3557c,No,Verified
PH00050848,P00050848,2025-10-04,15.368354,77.322449,15.368354,77.322449,0.32,69cf4af58db3f064,No,Verified
PH00050849,P00050849,2025-08-25,8.661126,85.453206,8.661126,85.453206,0.26,c8e3b36e619e1bae,No,Verified
PH00050850,P00050850,2026-02-14,28.063509,78.668374,29.01709,79.568754,102.23,0f7b60d66b3cf013,Yes,Duplicate
PH00050851,P00050851,2025-07-21,17.852579,74.93863,17.852579,74.93863,0.05,902496ac95fe67dd,No,Verified
PH00050852,P00050852,2025-09-02,19.686043,85.914596,19.686043,85.914596,0.28,7a3565e06b229bc8,No,Verified
PH00050853,P00050853,2025-10-03,23.755035,84.828313,23.755035,84.828313,0.22,34797e4d1d066c9a,No,Verified
PH00050854,P00050854,2026-03-10,32.889129,68.927023,32.889129,68.927023,0.46,19d5fe06864e56ec,No,Verified
PH00050855,P00050855,2025-07-18,14.721793,87.788306,14.721793,87.788306,0.16,044c40af6a887d30,No,Verified
PH00050856,P00050856,2025-05-27,32.452983,75.427288,32.452983,75.427288,0.26,21e301ea8a42a6a5,No,Verified
PH00050857,P00050857,2025-10-03,23.92568,74.245412,23.92568,74.245412,0.36,28cb2c073d41c12f,No,Verified
PH00050858,P00050858,2025-09-22,14.803228,91.969205,14.803228,91.969205,0.21,2d28d952773c2795,No,Verified
PH00050859,P00050859,2025-05-15,24.327339,76.80554,24.327339,76.80554,0.15,13e4f2b8b79e39f8,No,Verified
PH00050860,P00050860,2025-10-12,18.86104,88.011187,18.86104,88.011187,0.27,d77afb422d97d9ac,No,Verified
PH00050861,P00050861,2025-07-01,25.294828,70.165698,25.294828,70.165698,0.07,0715de2b36e4bfce,No,Verified
PH00050862,P00050862,2025-08-02,33.987221,96.570922,33.987221,96.570922,0.04,8f1b84d14d73f361,No,Verified
PH00050863,P00050863,2025-04-24,33.477886,91.715191,33.477886,91.715191,0.44,557b7f835b680f7f,No,Verified
PH00050864,P00050864,2025-07-30,29.003435,86.672867,29.003435,86.672867,0.25,83d663c09c48388b,No,Verified
PH00050865,P00050865,2025-09-30,27.257411,68.531781,27.257411,68.531781,0.5,5b0aacd6db60d10d,No,Verified
PH00050866,P00050866,2025-04-13,24.085842,72.077412,24.085842,72.077412,0.39,fd7d077969e7ff00,No,Verified
PH00050867,P00050867,2025-05-12,11.353206,76.270909,12.445338,76.847721,73.64,729d2830bb679dc3,No,Mismatch
PH00050868,P00050868,2025-10-09,12.274466,86.258198,12.274466,86.258198,0.47,f4c22c045367f451,No,Verified
PH00050869,P00050869,2025-08-12,18.67074,94.784884,18.67074,94.784884,0.14,cbf1ddb2385cf4fe,No,Verified
PH00050870,P00050870,2025-10-27,17.27274,96.205903,17.27274,96.205903,0.35,685a3523381876dd,No,Verified
PH00050871,P00050871,2025-11-27,30.888826,72.424329,31.445653,72.970044,119.2,3efadca92c59ba41,No,Mismatch
PH00050872,P00050872,2025-09-19,33.790669,74.134434,33.790669,74.134434,0.28,5d57d4d014f016f8,No,Verified
PH00050873,P00050873,2025-10-08,25.308229,68.610693,25.308229,68.610693,0.17,e31d025626d58abf,No,Verified
PH00050874,P00050874,2025-11-29,8.233739,95.293641,8.233739,95.293641,0.44,af7d0f26900e9d59,No,Verified
PH00050875,P00050875,2025-05-04,17.429927,74.633108,17.429927,74.633108,0.36,dea48fbdbd0a3dce,No,Verified
PH00050876,P00050876,2025-05-31,9.591181,96.129479,9.591181,96.129479,0.39,cee9dd7e1c6a19b6,No,Verified
PH00050877,P00050877,2025-05-10,8.983951,80.184938,8.983951,80.184938,0.17,1c88b5ce6aa17235,No,Verified
PH00050878,P00050878,2025-09-29,24.766404,80.471245,24.766404,80.471245,0.33,517c7028620df78b,No,Verified
PH00050879,P00050879,2025-06-08,18.772799,76.668401,18.772799,76.668401,0.11,fdcee325f81201a6,No,Verified
PH00050880,P00050880,2025-03-14,27.988536,70.945865,27.988536,70.945865,0.06,2d422c6f3db09e7a,No,Verified
PH00050881,P00050881,2025-06-27,27.467182,75.706955,27.467182,75.706955,0.39,291cca119b2865e5,No,Verified
PH00050882,P00050882,2025-06-16,15.478123,79.414419,16.581448,80.385357,45.5,45f9fcc684d93088,No,Mismatch
PH00050883,P00050883,2025-08-29,10.674102,79.536688,11.210652,80.30077,71.55,c9194d5d0bd4b263,No,Mismatch
PH00050884,P00050884,2025-02-20,28.91189,93.304826,28.91189,93.304826,0.22,8d531af21f13834f,No,Verified
PH00050885,P00050885,2025-09-10,30.742856,69.064101,30.742856,69.064101,0.49,2f230b48648fd56a,No,Verified
PH00050886,P00050886,2025-06-19,12.502316,85.897437,12.502316,85.897437,0.02,5a7dee093b253094,No,Verified
PH00050887,P00050887,2025-08-25,9.924066,69.309454,10.286785,70.50148,58.63,05951acca68911e9,No,Mismatch
PH00050888,P00050888,2025-10-11,26.095431,72.377861,26.614584,72.828442,50.51,dced1b4ba5a10e23,No,Mismatch
PH00050889,P00050889,2026-01-28,25.227922,72.075524,25.227922,72.075524,0.3,7e67233834da80b5,No,Verified
PH00050890,P00050890,2025-11-02,22.407325,87.150048,22.407325,87.150048,0.27,9d87c33779b93b58,No,Verified
PH00050891,P00050891,2025-07-11,34.578838,79.683319,34.578838,79.683319,0.02,ec675cddaab1904a,No,Verified
PH00050892,P00050892,2025-08-29,18.5615,85.233617,18.5615,85.233617,0.02,c9cffdb0195d598e,No,Verified
PH00050893,P00050893,2025-09-12,13.826257,84.364817,13.826257,84.364817,0.33,46bdca5cd11ccabb,No,Verified
PH00050894,P00050894,2025-07-01,28.698656,88.125784,28.698656,88.125784,0.12,88ba3a37bbc0dc6b,No,Verified
PH00050895,P00050895,2025-09-30,13.14831,85.357213,13.14831,85.357213,0.07,21fc683332829a41,No,Verified
PH00050896,P00050896,2025-09-25,16.866159,72.505081,16.866159,72.505081,0.07,f9cb1aa1977c2145,No,Verified
PH00050897,P00050897,2025-09-02,8.571602,70.937347,8.571602,70.937347,0.08,837b59b77e611fd2,No,Verified
PH00050898,P00050898,2025-07-31,13.556441,84.886738,13.556441,84.886738,0.4,000ac569699373e1,No,Verified
PH00050899,P00050899,2025-08-17,16.878433,70.854509,16.878433,70.854509,0.33,2ff299c66283922e,No,Verified
PH00050900,P00050900,2026-01-09,24.12283,79.297117,24.12283,79.297117,0.35,8f2b7e2c54517e51,No,Verified
PH00050901,P00050901,2025-08-06,10.971014,81.795691,10.971014,81.795691,0.48,9ccfbded70b9ff88,No,Verified
PH00050902,P00050902,2025-11-20,26.844912,88.149139,27.534888,89.108103,49.47,f38aff2daa729a1a,No,Mismatch
PH00050903,P00050903,2025-07-15,11.023516,92.755935,11.023516,92.755935,0.08,9c6a8d7ce2500790,No,Verified
PH00050904,P00050904,2025-10-05,21.791066,86.082909,21.791066,86.082909,0.24,a62e9261e6f7c631,No,Verified
PH00050905,P00050905,2025-11-27,8.037994,89.930759,8.037994,89.930759,0.49,49296dcb78dbc07c,No,Verified
PH00050906,P00050906,2025-12-12,25.234089,72.220122,26.400895,73.405897,36.77,80e14d6222fb69de,No,Mismatch
PH00050907,P00050907,2025-11-10,21.397904,91.611207,21.397904,91.611207,0.12,4392ec42c09c3d2f,No,Verified
PH00050908,P00050908,2025-12-09,25.802672,84.979996,25.802672,84.979996,0.21,d958e35a324b57a0,No,Verified
PH00050909,P00050909,2025-09-01,28.39582,74.442507,28.39582,74.442507,0.13,1f13bf0fa9d9aefc,No,Verified
PH00050910,P00050910,2025-09-07,14.355675,74.642377,14.355675,74.642377,0.23,16df22f8aec3318c,No,Verified
PH00050911,P00050911,2025-09-13,10.436211,83.826879,10.436211,83.826879,0.32,977ba3bc23cca578,No,Verified
PH00050912,P00050912,2025-10-09,25.480032,83.128354,25.480032,83.128354,0.21,184ef141f33cddaf,No,Verified
PH00050913,P00050913,2025-11-02,11.369743,74.509384,11.369743,74.509384,0.27,f006d69d5363fc13,No,Verified
PH00050914,P00050914,2025-08-05,9.10802,83.581331,9.10802,83.581331,0.28,2e3b605a968380f2,No,Verified
PH00050915,P00050915,2025-08-09,10.431224,88.903946,10.431224,88.903946,0.3,993b15a2628a8836,No,Verified
PH00050916,P00050916,2025-04-29,24.340785,76.47776,24.340785,76.47776,0.27,9e1e7b84babe9668,No,Verified
PH00050917,P00050917,2026-01-16,19.634701,76.327619,19.634701,76.327619,0.25,cc4dc997ad9fc3a8,No,Verified
PH00050918,P00050918,2025-06-17,23.491584,71.363922,23.491584,71.363922,0.29,066afbadc3287a68,No,Verified
PH00050919,P00050919,2025-10-21,32.499061,78.889138,32.499061,78.889138,0.47,e120883a8153e674,No,Verified
PH00050920,P00050920,2025-08-31,29.094652,76.786058,29.094652,76.786058,0.28,207610f3e5909f80,No,Verified
PH00050921,P00050921,2025-05-26,11.202356,90.913458,12.274237,91.287408,121.52,31f0c99f26fbb74f,No,Mismatch
PH00050922,P00050922,2025-09-05,18.049597,94.24825,18.049597,94.24825,0.12,1ea5e02b8fd53165,No,Verified
PH00050923,P00050923,2025-12-07,16.972681,85.698133,17.619349,86.013136,59.64,1953f5e9a7011107,No,Mismatch
PH00050924,P00050924,2025-09-02,12.773418,74.588325,12.773418,74.588325,0.15,b5beabd782c0adf9,No,Verified
PH00050925,P00050925,2025-10-13,19.860725,91.966235,19.860725,91.966235,0.1,7833553b8c2eb4a8,No,Verified
PH00050926,P00050926,2025-11-21,33.786992,92.011789,33.786992,92.011789,0.08,b398b685d378ac7c,No,Verified
PH00050927,P00050927,2025-12-03,19.99312,85.515501,20.52214,86.053864,33.62,d5d80eb97d099eab,No,Mismatch
PH00050928,P00050928,2025-10-26,9.484708,91.20733,9.484708,91.20733,0.09,92d1abd491470d1f,No,Verified
PH00050929,P00050929,2025-03-28,21.762496,70.758942,22.875672,71.429575,144.86,4b09f8e61ea2ed29,No,Mismatch
PH00050930,P00050930,2025-12-24,31.412273,96.113232,31.961957,96.425384,111.9,eae5d2bfcb898846,Yes,Duplicate
PH00050931,P00050931,2025-10-03,18.384864,96.920674,18.384864,96.920674,0.23,0b68ccf86fe6eedf,No,Verified
PH00050932,P00050932,2026-02-14,16.536136,68.931849,17.479517,70.048529,28.1,936a199fa329cab2,No,Mismatch
PH00050933,P00050933,2025-07-09,26.131331,71.048941,26.131331,71.048941,0.09,9a521f6c2b18ba74,No,Verified
PH00050934,P00050934,2025-11-06,19.54637,82.788779,19.54637,82.788779,0.18,6e485573adbb31ee,No,Verified
PH00050935,P00050935,2025-10-28,18.362044,71.134834,18.729197,71.661596,55.19,ac03852ddf336a81,Yes,Duplicate
PH00050936,P00050936,2025-08-03,29.648782,88.846693,29.648782,88.846693,0.44,db3cbac4acf44fa8,No,Verified
PH00050937,P00050937,2025-06-10,21.811157,91.911373,21.811157,91.911373,0.17,9709f4711d7cac17,No,Verified
PH00050938,P00050938,2025-07-07,32.952853,93.580199,32.952853,93.580199,0.42,d81d0862298d7e29,No,Verified
PH00050939,P00050939,2025-04-28,34.871512,77.732331,34.871512,77.732331,0.31,b2e1f99d3150f03d,No,Verified
PH00050940,P00050940,2025-05-14,34.826405,77.746221,34.826405,77.746221,0.11,f3ed79fc1366745b,No,Verified
PH00050941,P00050941,2025-10-21,28.467713,95.17503,28.467713,95.17503,0.17,3f7c47912a37a729,No,Verified
PH00050942,P00050942,2026-01-05,11.34734,76.278398,11.34734,76.278398,0.11,5579901f345a179c,No,Verified
PH00050943,P00050943,2025-06-16,26.241095,82.746166,26.241095,82.746166,0.36,c89c01491d162c5f,No,Verified
PH00050944,P00050944,2025-08-18,11.784853,73.913656,11.784853,73.913656,0.46,93469f65a1adc7c8,No,Verified
PH00050945,P00050945,2025-08-17,9.270207,94.226534,9.270207,94.226534,0.31,0ae36e33d078c823,No,Verified
PH00050946,P00050946,2025-11-27,18.595733,69.043179,18.595733,69.043179,0.27,25807b04d8de59ea,No,Verified
PH00050947,P00050947,2025-07-18,9.341872,71.869799,9.341872,71.869799,0.15,3abbce026662e15e,No,Verified
PH00050948,P00050948,2025-12-02,30.758412,70.678404,30.758412,70.678404,0.05,03e023d5c74a3480,No,Verified
PH00050949,P00050949,2025-10-07,30.285745,76.235516,30.285745,76.235516,0.47,9de73aca8c052ae8,No,Verified
PH00050950,P00050950,2026-01-11,22.228724,92.822615,22.228724,92.822615,0.4,31371d113d308144,No,Verified
PH00050951,P00050951,2025-06-14,17.916198,86.005549,17.916198,86.005549,0.32,e7b6ad3740c7b0f2,No,Verified
PH00050952,P00050952,2025-11-02,33.01445,85.885463,33.01445,85.885463,0.06,b3b6d57a45d40ce3,No,Verified
PH00050953,P00050953,2025-05-04,21.404421,78.257374,21.404421,78.257374,0.15,03e75edaf186c4b2,No,Verified
PH00050954,P00050954,2025-09-28,27.630771,73.163822,27.630771,73.163822,0.32,afe36f1f1ab60dda,No,Verified
PH00050955,P00050955,2025-04-01,23.911391,84.486132,24.41176,85.358819,39.13,d7993c6b0f71a7ce,No,Mismatch
PH00050956,P00050956,2025-12-17,16.208903,69.675662,16.208903,69.675662,0.41,e25d2878cb3cee5e,No,Verified
PH00050957,P00050957,2025-12-01,10.949669,77.194792,10.949669,77.194792,0.06,8ee0354034db6dcc,No,Verified
PH00050958,P00050958,2025-09-03,11.427621,79.483889,11.427621,79.483889,0.29,803dc230598ad9e1,No,Verified
PH00050959,P00050959,2025-07-26,34.633986,77.296259,34.633986,77.296259,0.15,4f392f5e89096cb2,No,Verified
PH00050960,P00050960,2025-06-27,12.794851,92.600234,12.794851,92.600234,0.33,03c5171f0642abfd,No,Verified
PH00050961,P00050961,2025-10-25,34.162231,79.411569,34.162231,79.411569,0.34,4b6016d22dd5bfab,No,Verified
PH00050962,P00050962,2026-01-15,10.697169,68.059881,10.697169,68.059881,0.15,be1b87b97e32ce0b,No,Verified
PH00050963,P00050963,2026-03-18,27.999353,81.350284,27.999353,81.350284,0.3,0ad6cda8e910a8c5,No,Verified
PH00050964,P00050964,2025-09-07,16.5544,78.155472,16.5544,78.155472,0.14,16c4cf38de4d27fb,No,Verified
PH00050965,P00050965,2025-11-06,23.726223,78.031541,23.726223,78.031541,0.15,858fe48ffd8c18fe,No,Verified
PH00050966,P00050966,2025-09-19,9.517708,72.507272,9.517708,72.507272,0.11,ed1e9238cfa9acde,No,Verified
PH00050967,P00050967,2025-08-21,23.446234,80.355793,23.446234,80.355793,0.31,ebc9f58aeeeb0618,No,Verified
PH00050968,P00050968,2025-06-07,30.651212,90.564633,30.651212,90.564633,0.22,a07e497262da052d,No,Verified
PH00050969,P00050969,2025-09-04,32.77998,75.889251,32.77998,75.889251,0.22,af67a3c90b5199c0,No,Verified
PH00050970,P00050970,2025-06-12,14.132714,85.684638,14.132714,85.684638,0.16,b2a599406dc8b607,No,Verified
PH00050971,P00050971,2025-09-17,12.403631,79.568174,12.403631,79.568174,0.42,3fabea1926c223af,No,Verified
PH00050972,P00050972,2025-10-21,12.636499,76.26367,12.636499,76.26367,0.14,8184872eeea5d07b,No,Verified
PH00050973,P00050973,2025-08-24,21.291041,91.618368,21.291041,91.618368,0.13,7ac3127daa968eb9,No,Verified
PH00050974,P00050974,2025-07-29,30.540758,88.777563,30.540758,88.777563,0.08,8c67a13a04f2a2b2,No,Verified
PH00050975,P00050975,2025-09-22,27.774389,92.86776,27.774389,92.86776,0.27,efbf80a81adb0aea,No,Verified
