UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00057158,P00057158,2025-09-17,610000,608690,86,Verified
UC00057159,P00057159,2025-12-27,8372403,8176295,87,Under Review
UC00057160,P00057160,2026-05-04,879954,873471,93,Verified
UC00057161,P00057161,2026-02-14,4235797,3088815,66,Under Review
UC00057162,P00057162,2025-11-18,4958522,4903766,97,Under Review
UC00057163,P00057163,2025-10-16,1048014,1018240,92,Verified
UC00057164,P00057164,2026-02-02,2248478,2204684,88,Verified
UC00057165,P00057165,2025-09-15,943154,913028,88,Verified
UC00057166,P00057166,2025-08-17,6880000,6683231,95,Verified
UC00057167,P00057167,2025-12-03,8770000,8356957,82,Under Review
UC00057168,P00057168,2025-06-26,5251142,5128073,100,Verified
UC00057169,P00057169,2025-12-22,5808752,5587414,81,Under Review
UC00057170,P00057170,2025-11-28,6752962,6639238,83,Verified
UC00057171,P00057171,2026-01-22,6997264,6616629,85,Verified
UC00057172,P00057172,2026-02-09,5924645,5516837,85,Under Review
UC00057173,P00057173,2026-05-02,8039891,7620886,98,Verified
UC00057174,P00057174,2025-11-25,8626635,8436623,93,Under Review
UC00057175,P00057175,2026-05-06,4491718,4268370,83,Verified
UC00057176,P00057176,2025-10-19,751882,701675,84,Under Review
UC00057177,P00057177,2026-01-05,1119268,1057266,100,Verified
UC00057178,P00057178,2025-05-18,2810263,2763448,90,Verified
UC00057179,P00057179,2025-08-30,5621151,5389936,99,Verified
UC00057180,P00057180,2026-01-30,6340000,6201244,94,Verified
UC00057181,P00057181,2026-02-07,7374144,3876301,54,Suspicious
UC00057182,P00057182,2026-02-22,9368626,9019303,97,Verified
UC00057183,P00057183,2026-03-03,3585250,3391499,87,Verified
UC00057184,P00057184,2026-06-12,3007132,2852498,88,Verified
UC00057185,P00057185,2026-04-22,3268082,3249127,85,Verified
UC00057186,P00057186,2026-06-04,7631704,7138363,82,Verified
UC00057187,P00057187,2026-04-02,7949412,7798147,96,Verified
UC00057188,P00057188,2026-04-17,2173418,2142995,83,Under Review
UC00057189,P00057189,2025-11-07,9774973,4383703,62,Under Review
UC00057190,P00057190,2025-12-22,7588001,7331129,80,Under Review
UC00057191,P00057191,2026-02-28,6080997,5685867,86,Verified
UC00057192,P00057192,2025-07-05,2560084,2463710,91,Verified
UC00057193,P00057193,2025-06-03,7139452,6842977,100,Verified
UC00057194,P00057194,2026-02-02,9525106,6529227,67,Under Review
UC00057195,P00057195,2025-09-15,3134204,3056436,91,Under Review
UC00057196,P00057196,2026-01-10,1892434,1860871,96,Under Review
UC00057197,P00057197,2025-08-09,1543725,1498976,84,Verified
UC00057198,P00057198,2026-01-31,2857298,2781014,85,Verified
UC00057199,P00057199,2026-01-13,3862741,3862411,84,Verified
UC00057200,P00057200,2026-03-16,2062725,1947703,84,Verified
UC00057201,P00057201,2025-09-23,5952386,5561394,81,Verified
UC00057202,P00057202,2026-01-21,6404618,6339563,86,Verified
UC00057203,P00057203,2026-02-06,8132364,8070904,94,Verified
UC00057204,P00057204,2025-10-11,6221159,6121371,89,Verified
UC00057205,P00057205,2025-10-23,7522415,7061564,96,Verified
UC00057206,P00057206,2025-08-18,2327681,2178774,96,Verified
UC00057207,P00057207,2025-08-06,7933520,7524875,100,Verified
UC00057208,P00057208,2025-06-24,3523473,3468276,85,Verified
UC00057209,P00057209,2025-10-29,1788188,1746056,89,Verified
UC00057210,P00057210,2025-11-25,7121992,6738968,100,Verified
UC00057211,P00057211,2025-12-09,702773,653685,95,Verified
UC00057212,P00057212,2026-05-17,2460000,2421428,97,Verified
UC00057213,P00057213,2025-05-31,1350121,1339644,81,Verified
UC00057214,P00057214,2026-01-09,3320000,3257953,86,Verified
UC00057215,P00057215,2025-11-11,8194388,7919651,92,Verified
UC00057216,P00057216,2025-07-25,8193382,4909632,48,Suspicious
UC00057217,P00057217,2025-12-11,580000,576010,91,Verified
UC00057218,P00057218,2025-10-16,3791384,3765302,90,Verified
UC00057219,P00057219,2025-11-26,3072695,3067596,95,Verified
UC00057220,P00057220,2026-01-16,4886378,4586282,85,Under Review
UC00057221,P00057221,2026-06-25,3682882,3521517,98,Verified
UC00057222,P00057222,2025-10-11,4148745,3894777,91,Verified
UC00057223,P00057223,2025-08-10,9200000,9137856,85,Verified
UC00057224,P00057224,2025-10-21,1347988,1310317,100,Verified
UC00057225,P00057225,2026-01-28,6878200,6726380,82,Verified
UC00057226,P00057226,2025-07-13,8151617,7868070,100,Under Review
UC00057227,P00057227,2026-02-08,5840287,5715450,89,Verified
UC00057228,P00057228,2026-01-18,6186533,6021603,82,Verified
UC00057229,P00057229,2025-05-05,1472858,1458424,99,Verified
UC00057230,P00057230,2025-08-18,5573322,3514474,43,Under Review
UC00057231,P00057231,2025-06-04,3870000,3777924,80,Verified
UC00057232,P00057232,2026-01-12,5600075,5258891,87,Under Review
UC00057233,P00057233,2025-10-06,6962226,6482401,93,Under Review
UC00057234,P00057234,2026-01-16,7837180,7623949,95,Verified
UC00057235,P00057235,2026-05-06,4370061,4311819,80,Under Review
UC00057236,P00057236,2025-09-17,2259759,2241244,88,Verified
UC00057237,P00057237,2025-12-17,459262,441512,96,Verified
UC00057238,P00057238,2025-11-19,1870274,1784106,96,Verified
UC00057239,P00057239,2026-01-18,3379860,3184020,84,Under Review
UC00057240,P00057240,2025-10-06,1445128,1419528,96,Verified
UC00057241,P00057241,2025-07-24,5189783,4959597,98,Verified
UC00057242,P00057242,2025-09-25,3290000,3108578,84,Under Review
UC00057243,P00057243,2025-08-03,5590000,5550161,93,Verified
UC00057244,P00057244,2025-11-06,4877559,4594010,86,Verified
UC00057245,P00057245,2026-05-01,837845,821137,83,Under Review
UC00057246,P00057246,2025-09-27,3610678,3589659,97,Verified
UC00057247,P00057247,2026-01-12,8230000,8035054,87,Under Review
UC00057248,P00057248,2026-02-13,8098797,4416202,55,Suspicious
UC00057249,P00057249,2025-10-02,8600692,3770689,40,Suspicious
UC00057250,P00057250,2026-02-14,5661438,5513510,86,Under Review
UC00057251,P00057251,2025-11-02,819010,466303,65,Under Review
UC00057252,P00057252,2026-05-02,4847109,4736946,80,Verified
UC00057253,P00057253,2026-01-24,9680000,9558650,90,Verified
UC00057254,P00057254,2026-01-04,9048953,8657491,85,Verified
UC00057255,P00057255,2025-12-03,1359889,1261225,95,Verified
UC00057256,P00057256,2025-11-02,5483375,5160883,91,Verified
UC00057257,P00057257,2025-08-03,605238,594563,88,Verified
UC00057258,P00057258,2025-11-05,7440000,7100016,84,Verified
UC00057259,P00057259,2025-10-06,7824851,7524643,86,Verified
UC00057260,P00057260,2025-11-06,2136438,2028851,81,Verified
UC00057261,P00057261,2025-12-05,4176461,4077025,84,Verified
UC00057262,P00057262,2025-10-28,856391,840055,96,Under Review
UC00057263,P00057263,2026-03-01,7760000,7492152,95,Verified
UC00057264,P00057264,2026-05-31,6013896,5893887,93,Under Review
UC00057265,P00057265,2025-09-25,1089335,1038060,85,Verified
UC00057266,P00057266,2025-10-09,7617123,7599145,82,Verified
UC00057267,P00057267,2025-09-08,8222600,8100505,84,Under Review
UC00057268,P00057268,2026-03-02,2969327,2843058,100,Verified
UC00057269,P00057269,2025-08-04,4117475,3854629,98,Verified
UC00057270,P00057270,2026-01-13,6428264,6090431,94,Verified
UC00057271,P00057271,2025-11-19,2608210,2562292,83,Verified
UC00057272,P00057272,2025-10-05,5541299,5350636,80,Verified
UC00057273,P00057273,2026-01-08,5005385,4884810,86,Verified
UC00057274,P00057274,2025-09-18,7686314,7390497,80,Verified
UC00057275,P00057275,2025-11-08,9610000,9239257,84,Verified
UC00057276,P00057276,2025-11-25,8089954,7611722,89,Verified
UC00057277,P00057277,2025-08-06,7853116,7736935,99,Under Review
UC00057278,P00057278,2025-09-07,3684282,3512675,89,Verified
UC00057279,P00057279,2025-10-07,1762790,1757463,96,Under Review
UC00057280,P00057280,2025-10-01,3183574,3043815,97,Verified
UC00057281,P00057281,2025-09-15,631516,594853,80,Verified
UC00057282,P00057282,2025-07-29,8350000,8255565,92,Under Review
UC00057283,P00057283,2025-11-21,3490000,3376077,82,Verified
UC00057284,P00057284,2026-04-24,6265538,5853960,81,Verified
UC00057285,P00057285,2025-12-18,6539796,6487216,90,Under Review
UC00057286,P00057286,2025-10-09,995443,965299,93,Verified
UC00057287,P00057287,2025-10-31,4086089,3979311,80,Under Review
UC00057288,P00057288,2025-11-19,7811243,7698048,88,Verified
UC00057289,P00057289,2025-10-21,1298247,1291809,81,Verified
UC00057290,P00057290,2025-11-18,5366407,5261598,90,Verified
UC00057291,P00057291,2025-11-24,1658636,1591490,95,Verified
UC00057292,P00057292,2025-11-07,915610,903683,97,Verified
UC00057293,P00057293,2026-03-01,5122131,5087222,95,Verified
UC00057294,P00057294,2025-09-05,4894184,4870398,83,Verified
UC00057295,P00057295,2025-10-28,2257347,2167205,93,Under Review
UC00057296,P00057296,2026-02-07,7854106,7545949,96,Verified
UC00057297,P00057297,2026-02-20,8143180,7826627,83,Verified
UC00057298,P00057298,2025-07-25,5884226,5628286,81,Verified
UC00057299,P00057299,2025-09-26,1761683,1636069,94,Under Review
UC00057300,P00057300,2025-12-15,717765,685314,100,Verified
UC00057301,P00057301,2025-10-06,4625508,4541471,97,Verified
UC00057302,P00057302,2025-11-11,732704,698503,85,Verified
UC00057303,P00057303,2026-03-07,1282135,1201561,83,Under Review
UC00057304,P00057304,2025-08-20,841795,821769,83,Verified
UC00057305,P00057305,2025-09-08,2489268,1455378,46,Under Review
UC00057306,P00057306,2025-06-01,9129401,9081618,84,Verified
UC00057307,P00057307,2025-08-22,1447107,1373840,100,Verified
UC00057308,P00057308,2026-03-15,5158710,4814474,90,Under Review
UC00057309,P00057309,2026-03-14,8959965,8448565,97,Verified
UC00057310,P00057310,2025-10-30,4707409,4422865,92,Verified
UC00057311,P00057311,2025-11-13,3164240,2970216,100,Verified
UC00057312,P00057312,2025-06-22,5918072,5914955,82,Verified
UC00057313,P00057313,2025-12-15,4828010,4794134,80,Verified
UC00057314,P00057314,2025-07-30,8306873,7974667,95,Verified
UC00057315,P00057315,2025-10-12,7590000,7155022,84,Verified
UC00057316,P00057316,2025-05-19,2598482,2463959,92,Under Review
UC00057317,P00057317,2026-02-27,698479,655697,100,Verified
UC00057318,P00057318,2025-09-09,4357649,4327045,96,Verified
UC00057319,P00057319,2026-02-20,1358794,1318648,94,Under Review
UC00057320,P00057320,2026-03-19,4671961,4628929,94,Verified
UC00057321,P00057321,2025-10-10,6904694,6471854,83,Under Review
UC00057322,P00057322,2025-08-31,1250072,1221487,94,Verified
UC00057323,P00057323,2026-04-08,7460000,7189790,93,Verified
UC00057324,P00057324,2025-11-09,740167,690064,95,Verified
UC00057325,P00057325,2026-02-19,9530675,3980232,48,Under Review
UC00057326,P00057326,2025-12-04,2013693,1868548,94,Verified
UC00057327,P00057327,2026-01-05,5391260,5380994,82,Under Review
UC00057328,P00057328,2025-07-30,5564345,5375886,97,Verified
UC00057329,P00057329,2026-04-09,6102386,5907718,84,Verified
UC00057330,P00057330,2025-10-29,8249397,3579808,60,Under Review
UC00057331,P00057331,2026-01-11,1892439,1753472,81,Verified
UC00057332,P00057332,2025-12-31,2314356,2204238,100,Under Review
UC00057333,P00057333,2025-09-01,1131423,1049806,82,Verified
UC00057334,P00057334,2025-12-01,9206856,8552496,88,Under Review
UC00057335,P00057335,2025-11-08,1232953,1192141,85,Verified
UC00057336,P00057336,2026-04-14,7051700,6700291,83,Verified
UC00057337,P00057337,2025-11-18,7809583,7700428,84,Verified
UC00057338,P00057338,2025-06-28,8253723,8088310,91,Verified
UC00057339,P00057339,2026-01-02,2275712,2189429,96,Verified
UC00057340,P00057340,2025-09-03,995474,948410,93,Verified
UC00057341,P00057341,2026-01-23,6423760,6039722,82,Under Review
UC00057342,P00057342,2025-12-05,6364164,6298492,82,Under Review
UC00057343,P00057343,2025-07-21,5187745,4943682,98,Under Review
UC00057344,P00057344,2025-07-15,8964259,8873646,86,Under Review
UC00057345,P00057345,2025-12-17,2153944,2008360,83,Verified
UC00057346,P00057346,2025-11-26,6398930,6173287,92,Verified
UC00057347,P00057347,2025-11-21,1090000,1070513,86,Verified
UC00057348,P00057348,2025-10-15,2955409,2951260,83,Verified
UC00057349,P00057349,2025-11-22,509330,492523,85,Verified
UC00057350,P00057350,2025-10-25,8515352,8120011,81,Verified
UC00057351,P00057351,2026-01-25,7737208,7502025,94,Verified
UC00057352,P00057352,2025-07-01,740000,714022,86,Verified
UC00057353,P00057353,2026-02-14,4281914,4103040,91,Verified
UC00057354,P00057354,2025-11-17,8580784,8402302,94,Verified
UC00057355,P00057355,2025-12-08,3950000,3815316,89,Verified
UC00057356,P00057356,2025-07-14,1753691,1735839,100,Verified
UC00057357,P00057357,2026-04-24,2716475,2707275,95,Verified
UC00057358,P00057358,2025-10-13,6040143,5766498,86,Verified
UC00057359,P00057359,2026-01-07,2240000,2112840,99,Verified
UC00057360,P00057360,2025-09-16,5493286,5359620,93,Verified
UC00057361,P00057361,2025-10-31,6452290,6367223,98,Verified
UC00057362,P00057362,2025-12-03,425104,419844,92,Under Review
UC00057363,P00057363,2025-11-17,5907199,5849926,80,Verified
UC00057364,P00057364,2025-10-08,4492148,4302705,82,Verified
UC00057365,P00057365,2025-06-27,7015374,6661441,91,Verified
UC00057366,P00057366,2025-07-19,2210000,2181495,83,Under Review
UC00057367,P00057367,2026-04-24,1147787,1138001,93,Under Review
UC00057368,P00057368,2025-10-14,4413941,4308453,83,Verified
UC00057369,P00057369,2025-07-03,4570986,4413221,93,Verified
UC00057370,P00057370,2026-01-02,5626798,5445177,98,Under Review
UC00057371,P00057371,2025-12-22,6220000,5977499,86,Under Review
UC00057372,P00057372,2025-07-30,7198619,6711138,100,Verified
UC00057373,P00057373,2025-09-07,1269143,1256604,98,Verified
UC00057374,P00057374,2026-03-26,5439677,5161136,100,Verified
UC00057375,P00057375,2025-11-08,2231297,2179213,86,Under Review
UC00057376,P00057376,2026-05-03,8160000,7734987,93,Under Review
UC00057377,P00057377,2026-04-06,4180909,4101668,82,Under Review
UC00057378,P00057378,2025-11-15,5347927,5004066,87,Verified
UC00057379,P00057379,2025-05-25,1771941,1757594,99,Verified
UC00057380,P00057380,2025-12-18,5640000,5616314,96,Under Review
UC00057381,P00057381,2025-10-10,7758757,7568535,98,Under Review
UC00057382,P00057382,2025-12-05,2208314,1753173,40,Under Review
UC00057383,P00057383,2026-01-05,8390000,8261844,93,Verified
UC00057384,P00057384,2025-12-28,670153,633911,91,Verified
UC00057385,P00057385,2025-06-19,5291051,4981944,82,Under Review
UC00057386,P00057386,2025-08-28,3413461,3343777,87,Verified
UC00057387,P00057387,2025-11-24,6049817,5863133,92,Verified
UC00057388,P00057388,2025-06-20,6308619,6002956,81,Under Review
UC00057389,P00057389,2026-03-28,4775510,4626938,96,Under Review
UC00057390,P00057390,2026-04-26,7693975,7546118,98,Verified
UC00057391,P00057391,2025-09-05,6020082,3187758,74,Under Review
UC00057392,P00057392,2025-07-24,3429816,3332863,87,Under Review
UC00057393,P00057393,2026-03-15,6205785,5962128,93,Verified
UC00057394,P00057394,2025-08-13,8818328,6556423,44,Under Review
UC00057395,P00057395,2025-06-08,4023781,3844155,86,Under Review
UC00057396,P00057396,2026-03-24,1930000,1873451,97,Under Review
UC00057397,P00057397,2025-11-16,8763968,8204435,81,Verified
UC00057398,P00057398,2026-02-11,5671336,5506670,89,Verified
UC00057399,P00057399,2026-03-22,1125224,1105577,98,Verified
UC00057400,P00057400,2025-08-07,4438347,4177001,96,Verified
UC00057401,P00057401,2025-12-14,4910000,4643346,92,Under Review
UC00057402,P00057402,2025-12-27,2880000,2843606,81,Verified
UC00057403,P00057403,2025-12-05,3314195,3304779,85,Verified
UC00057404,P00057404,2026-05-05,4546176,2110553,41,Suspicious
UC00057405,P00057405,2025-12-20,7032898,6874353,98,Verified
UC00057406,P00057406,2026-01-12,3797440,3772875,93,Verified
UC00057407,P00057407,2025-11-24,9250000,9199674,93,Under Review
UC00057408,P00057408,2025-11-11,3856046,3616347,95,Under Review
UC00057409,P00057409,2025-10-02,1430000,1411981,96,Verified
UC00057410,P00057410,2025-09-27,7773075,7706892,98,Verified
UC00057411,P00057411,2026-03-10,863233,826870,93,Under Review
UC00057412,P00057412,2025-08-23,9237486,5456384,48,Suspicious
UC00057413,P00057413,2026-03-22,8259370,7755950,89,Verified
UC00057414,P00057414,2025-11-21,4995943,4698886,90,Verified
UC00057415,P00057415,2025-11-02,4641834,4627254,85,Verified
UC00057416,P00057416,2025-12-19,5273417,5267038,97,Verified
UC00057417,P00057417,2025-07-20,5030000,5003126,88,Verified
UC00057418,P00057418,2025-11-17,7720000,7519506,88,Verified
UC00057419,P00057419,2025-07-31,4593937,4489219,100,Verified
UC00057420,P00057420,2025-12-31,6791529,6747309,86,Verified
UC00057421,P00057421,2025-12-07,1607187,1002228,45,Suspicious
UC00057422,P00057422,2026-03-18,1804029,1784602,100,Verified
UC00057423,P00057423,2025-12-18,5905912,5573809,86,Under Review
UC00057424,P00057424,2025-10-04,6260849,5879532,99,Under Review
UC00057425,P00057425,2025-12-08,8731927,8399144,80,Under Review
UC00057426,P00057426,2026-04-21,6960000,6857919,85,Verified
UC00057427,P00057427,2025-08-16,1017759,977173,92,Verified
UC00057428,P00057428,2026-02-04,3933601,3759945,80,Verified
UC00057429,P00057429,2026-05-15,6580846,3673069,61,Suspicious
UC00057430,P00057430,2026-02-03,5940000,5523688,82,Verified
UC00057431,P00057431,2026-03-05,8308690,7756713,90,Verified
UC00057432,P00057432,2026-02-28,7968792,7734859,89,Verified
UC00057433,P00057433,2026-05-19,2661506,2653347,95,Verified
UC00057434,P00057434,2025-12-30,3000000,2844523,87,Verified
UC00057435,P00057435,2025-10-26,1320000,1281522,84,Verified
UC00057436,P00057436,2025-11-13,8392969,8117726,98,Under Review
UC00057437,P00057437,2026-02-04,4811625,4766671,85,Under Review
UC00057438,P00057438,2025-10-04,6980808,6953158,98,Under Review
UC00057439,P00057439,2025-11-28,6414887,6369625,86,Verified
UC00057440,P00057440,2026-04-12,5142819,4893654,89,Under Review
UC00057441,P00057441,2025-09-29,3880000,3655858,83,Verified
UC00057442,P00057442,2025-10-05,1978832,1888214,88,Verified
UC00057443,P00057443,2025-06-24,3100559,2973655,85,Verified
UC00057444,P00057444,2026-03-21,4810000,4797006,100,Under Review
UC00057445,P00057445,2025-08-07,5662125,5396529,85,Verified
UC00057446,P00057446,2025-07-25,4168814,4081777,85,Verified
UC00057447,P00057447,2025-04-20,9201261,8746524,91,Verified
UC00057448,P00057448,2025-12-13,2660000,2591561,84,Verified
UC00057449,P00057449,2025-08-29,3190864,3107170,87,Verified
UC00057450,P00057450,2025-12-22,7834370,7628877,95,Verified
UC00057451,P00057451,2025-05-28,479164,449735,90,Verified
UC00057452,P00057452,2025-10-17,7449885,7280433,95,Verified
UC00057453,P00057453,2025-11-19,3567762,2632665,73,Under Review
UC00057454,P00057454,2025-12-26,3208855,3046313,81,Verified
UC00057455,P00057455,2025-11-30,2952116,2927258,92,Under Review
UC00057456,P00057456,2025-09-10,8207725,7978320,93,Verified
UC00057457,P00057457,2026-04-16,5272165,5157988,91,Verified
UC00057458,P00057458,2025-12-22,5860000,5673413,87,Verified
UC00057459,P00057459,2026-04-03,1122866,1077594,88,Verified
UC00057460,P00057460,2025-08-16,7320000,7206221,81,Verified
UC00057461,P00057461,2025-07-04,8135580,7651211,98,Verified
UC00057462,P00057462,2025-09-06,1972064,1904273,99,Verified
UC00057463,P00057463,2025-10-14,5780000,5772162,90,Verified
UC00057464,P00057464,2025-12-22,5058650,4919878,87,Under Review
UC00057465,P00057465,2026-04-28,1435653,1423860,88,Verified
UC00057466,P00057466,2026-05-16,6354571,6180635,84,Verified
UC00057467,P00057467,2025-08-30,5374825,5033384,87,Verified
UC00057468,P00057468,2025-06-10,6008308,5987681,84,Under Review
UC00057469,P00057469,2025-12-06,5660689,5274005,85,Verified
UC00057470,P00057470,2025-11-14,550000,538072,93,Verified
UC00057471,P00057471,2025-07-06,9037134,8638025,89,Verified
UC00057472,P00057472,2025-12-02,1340785,1294519,97,Verified
UC00057473,P00057473,2025-11-01,9422941,9069538,90,Verified
UC00057474,P00057474,2026-01-30,1496967,750409,67,Under Review
UC00057475,P00057475,2025-11-08,4660423,4583397,96,Verified
UC00057476,P00057476,2025-11-06,8725918,4837448,65,Suspicious
UC00057477,P00057477,2025-04-30,978151,525395,63,Suspicious
UC00057478,P00057478,2026-04-06,990768,919235,99,Under Review
UC00057479,P00057479,2025-12-24,6350000,6232672,80,Verified
UC00057480,P00057480,2025-07-29,1400000,1363310,94,Verified
UC00057481,P00057481,2025-12-07,6660000,6596896,86,Verified
UC00057482,P00057482,2025-08-30,6235030,4843741,43,Suspicious
UC00057483,P00057483,2026-04-10,3643131,3389167,83,Verified
UC00057484,P00057484,2025-08-20,8700666,8082515,94,Verified
UC00057485,P00057485,2025-08-29,3712552,3544382,100,Verified
UC00057486,P00057486,2025-10-22,7858836,7425022,90,Verified
UC00057487,P00057487,2025-08-30,3708869,3514225,96,Verified
UC00057488,P00057488,2026-04-10,2901620,2894858,98,Verified
UC00057489,P00057489,2025-09-26,8110000,7979680,99,Under Review
UC00057490,P00057490,2025-06-12,8555528,6632731,41,Under Review
UC00057491,P00057491,2025-12-05,2798058,2593090,91,Under Review
UC00057492,P00057492,2025-12-26,2499654,2334985,91,Verified
UC00057493,P00057493,2026-03-27,2860000,2845769,97,Verified
UC00057494,P00057494,2025-08-12,8333165,8078311,92,Under Review
UC00057495,P00057495,2026-02-12,2170557,2154530,91,Under Review
UC00057496,P00057496,2026-01-14,6643343,6295567,96,Under Review
UC00057497,P00057497,2026-03-23,2448912,2336301,94,Verified
UC00057498,P00057498,2026-01-15,1820000,1772849,89,Verified
UC00057499,P00057499,2025-06-21,6465208,6442284,83,Verified
UC00057500,P00057500,2025-12-06,7820000,7661314,97,Verified
UC00057501,P00057501,2025-10-09,3640176,3476895,80,Verified
UC00057502,P00057502,2025-10-09,5230000,5213147,84,Verified
UC00057503,P00057503,2025-11-13,4505386,4502600,86,Verified
UC00057504,P00057504,2025-10-06,3198820,3064303,83,Verified
UC00057505,P00057505,2025-07-19,2900000,2825826,97,Verified
UC00057506,P00057506,2025-11-25,3940561,3678466,81,Verified
UC00057507,P00057507,2025-10-03,5039821,4693812,80,Under Review
UC00057508,P00057508,2026-04-06,5149752,4815629,89,Verified
UC00057509,P00057509,2025-10-07,6183039,5736368,93,Verified
UC00057510,P00057510,2025-10-08,4922668,4892409,89,Under Review
UC00057511,P00057511,2025-05-24,1133266,1061507,92,Verified
UC00057512,P00057512,2025-11-21,5343200,4999486,94,Verified
UC00057513,P00057513,2026-01-30,7481270,7229535,93,Verified
UC00057514,P00057514,2025-07-10,6815441,6544509,89,Verified
UC00057515,P00057515,2025-11-22,6854251,6634049,94,Verified
UC00057516,P00057516,2026-03-08,3963286,3690758,83,Verified
UC00057517,P00057517,2026-05-23,3011374,2882196,97,Under Review
UC00057518,P00057518,2025-09-26,7819536,7364446,97,Verified
UC00057519,P00057519,2025-04-20,7869228,7749840,85,Under Review
UC00057520,P00057520,2026-01-28,2641225,2633975,97,Under Review
UC00057521,P00057521,2025-09-09,1777012,1684360,89,Verified
UC00057522,P00057522,2025-11-27,5458299,2926573,69,Under Review
UC00057523,P00057523,2025-05-11,6445023,3463729,51,Suspicious
UC00057524,P00057524,2025-12-29,1369273,1329163,97,Verified
UC00057525,P00057525,2025-12-26,2332709,2328775,97,Under Review
UC00057526,P00057526,2026-01-09,8709608,8198783,86,Verified
UC00057527,P00057527,2026-01-05,3993010,3921772,98,Verified
UC00057528,P00057528,2026-02-02,5143625,4843610,89,Verified
UC00057529,P00057529,2025-07-17,5498411,5159547,80,Verified
UC00057530,P00057530,2025-09-15,3987601,3730171,90,Verified
UC00057531,P00057531,2025-12-22,4984755,4972135,98,Verified
UC00057532,P00057532,2026-01-30,6981073,6465436,84,Verified
UC00057533,P00057533,2025-11-03,6400843,6271132,98,Under Review
UC00057534,P00057534,2025-07-10,6141696,5831274,96,Verified
UC00057535,P00057535,2025-09-24,1565038,1547526,86,Under Review
UC00057536,P00057536,2026-04-01,8458304,8199328,93,Verified
UC00057537,P00057537,2026-02-02,3453527,3330830,92,Under Review
UC00057538,P00057538,2025-09-23,3999459,3897055,86,Under Review
UC00057539,P00057539,2026-05-14,6568571,6344254,83,Verified
UC00057540,P00057540,2025-11-19,1930000,1859210,91,Verified
UC00057541,P00057541,2026-03-04,7950000,7668902,85,Verified
UC00057542,P00057542,2026-02-03,9630000,9591535,81,Verified
UC00057543,P00057543,2026-01-11,3520860,3428613,80,Verified
UC00057544,P00057544,2025-09-18,6639581,6406927,92,Verified
UC00057545,P00057545,2025-11-27,756186,702072,99,Verified
UC00057546,P00057546,2025-07-27,792201,750756,89,Verified
UC00057547,P00057547,2025-08-15,5965750,5930969,95,Under Review
UC00057548,P00057548,2025-11-16,8950000,8771085,85,Under Review
UC00057549,P00057549,2026-03-09,3193750,3159281,91,Under Review
UC00057550,P00057550,2025-11-22,6240000,6083613,99,Verified
UC00057551,P00057551,2025-12-27,4011867,3898037,100,Verified
UC00057552,P00057552,2025-09-07,9730000,9367067,86,Under Review
UC00057553,P00057553,2026-02-10,7537518,5400829,40,Suspicious
UC00057554,P00057554,2026-03-11,2495911,2372018,93,Verified
UC00057555,P00057555,2026-01-30,9026138,8846476,86,Verified
UC00057556,P00057556,2025-10-22,1053903,976630,89,Verified
UC00057557,P00057557,2025-07-14,5852906,5644504,81,Verified
UC00057558,P00057558,2025-08-10,8677370,8221745,90,Under Review
UC00057559,P00057559,2026-03-01,1014797,1001460,82,Under Review
UC00057560,P00057560,2025-11-17,5766056,2813046,74,Suspicious
UC00057561,P00057561,2025-11-04,3892595,3846116,94,Verified
UC00057562,P00057562,2026-03-08,3589884,3508255,82,Verified
UC00057563,P00057563,2026-03-13,7956403,7430189,87,Verified
UC00057564,P00057564,2025-11-14,1499979,719852,52,Under Review
UC00057565,P00057565,2025-09-23,1461688,1372082,86,Verified
UC00057566,P00057566,2025-10-29,2292402,2137363,86,Verified
UC00057567,P00057567,2025-12-10,1837391,1760192,97,Verified
UC00057568,P00057568,2025-10-05,583752,579679,97,Verified
UC00057569,P00057569,2025-12-29,7925070,7420542,93,Verified
UC00057570,P00057570,2025-08-15,9098714,8451614,83,Verified
UC00057571,P00057571,2026-05-13,2683637,2566785,81,Verified
UC00057572,P00057572,2025-08-29,4747466,4561988,87,Verified
UC00057573,P00057573,2026-01-12,3340000,3242237,92,Verified
UC00057574,P00057574,2025-08-01,5833442,5828429,87,Verified
UC00057575,P00057575,2025-11-27,5339767,5094680,87,Under Review
UC00057576,P00057576,2025-10-18,2710000,2541129,95,Verified
UC00057577,P00057577,2026-01-14,1333537,1284870,82,Verified
UC00057578,P00057578,2025-12-08,5349622,5025383,94,Under Review
UC00057579,P00057579,2025-12-02,4836591,4817294,95,Verified
UC00057580,P00057580,2026-04-06,760000,755330,92,Verified
UC00057581,P00057581,2025-11-06,5941889,5839942,80,Verified
UC00057582,P00057582,2025-11-16,7060879,6589539,87,Verified
UC00057583,P00057583,2025-11-05,7338873,6814554,81,Under Review
UC00057584,P00057584,2025-05-16,5796823,5591650,92,Verified
UC00057585,P00057585,2026-01-14,3124632,3052870,81,Verified
UC00057586,P00057586,2025-09-06,1208190,1163994,82,Verified
UC00057587,P00057587,2026-04-08,2663109,2484799,94,Under Review
UC00057588,P00057588,2026-02-22,6533348,6105827,95,Verified
UC00057589,P00057589,2025-11-29,1113353,1076009,88,Verified
UC00057590,P00057590,2025-11-28,3498962,3360939,96,Verified
